,q05_spot_factorsAstro,q05_spot_factorsCR,q05_spot_factorsEndo,q05_spot_factorsL2/3 IT,q05_spot_factorsL4,q05_spot_factorsL5 IT,q05_spot_factorsL5 PT,q05_spot_factorsL6 CT,q05_spot_factorsL6 IT,q05_spot_factorsL6b,q05_spot_factorsLamp5,q05_spot_factorsMacrophage,q05_spot_factorsMeis2,q05_spot_factorsNP,q05_spot_factorsOligo,q05_spot_factorsPeri,q05_spot_factorsPvalb,q05_spot_factorsSMC,q05_spot_factorsSerpinf1,q05_spot_factorsSncg,q05_spot_factorsSst,q05_spot_factorsVLMC,q05_spot_factorsVip
L1-L6_spot_18,2.1778395176141886e-08,2.2332805428959544e-06,3.989178809504779e-09,4.834838841816236e-06,0.0018732781638391316,4.6245040903158954e-05,1.812658081234986e-06,9.494640107732266e-05,1.9873611222465116e-06,1.275279823858e-05,1.1468359410762787,6.0203885876575215e-09,4.428154329616518e-06,1.7926973782778078e-06,8.530452300092862e-09,7.350229291880339e-09,5.763711641293412e-07,4.0935041800693736e-09,4.889715825129315e-07,2.04417777922572e-06,3.278937427353412e-07,1.2731509180241576e-09,2.9510218979567076e-07
L1-L6_spot_19,3.198597333664566e-08,2.0431850316526836e-06,1.8851901817384945e-08,6.103028145076907e-08,3.029228111017801e-07,1.9141887648288501e-07,2.1534201124495667e-07,3.559142237463675e-06,1.6227470496232856e-07,1.0623974340262521e-07,1.2072086453437805,9.17509077602574e-09,7.472595839885799e-08,1.4155053378317463e-07,2.4896477679448024e-08,5.572965688926957e-09,6.352288238531401e-07,4.504463273491411e-08,9.62802815251962e-08,4.286351241944431e-07,2.630096318512188e-07,1.2635111956704747e-09,5.0191808398381005e-08
L1-L6_spot_20,2.046894227447638e-08,0.09541306421160699,5.173685457826594e-09,2.750060275502621e-06,4.177398227511731e-06,2.7136670496474836e-06,2.4723881438148966e-06,9.206943423123448e-06,1.5488706935684605e-06,1.5625700484633853e-06,1.0765269935131072,1.5771624006788443e-08,6.418832708732225e-06,2.9961937570988084e-06,1.9035352849527953e-08,2.2462006299406316e-08,2.0769685875166035e-06,2.5747430520972617e-09,0.017990900855511426,0.05498300865292549,1.0248007356494781e-06,4.601420111605137e-09,1.5511054812122893e-06
L1-L6_spot_21,9.769944853132984e-09,4.538148391475261e-06,1.983119946036283e-09,1.197481054759919e-06,1.5111476443507854e-06,2.5816207312345797e-06,1.826561799589399e-06,1.2523592340585312e-05,3.923748022316432e-06,1.0810642834258035e-06,1.1907801687717439,2.262645981687683e-09,1.9572533744849354e-07,7.161746475503606e-06,4.570346501253653e-09,1.2384967673639836e-08,1.204209064553652e-06,7.267053803161617e-09,9.664291383160162e-06,4.7598456802688817e-07,1.170724453913863e-06,4.7973511163590394e-09,3.6312006841399134e-07
L1-L6_spot_22,0.0001419040207110811,0.1355481669306755,8.2540943857623e-09,1.624503138373257e-05,9.240062991011656e-06,0.03766607213765383,0.029561242274940013,8.745909908611794e-05,3.0517220056935913e-05,2.5351128078909825e-05,0.9365164190530777,5.806435132704735e-09,2.0732368284370754e-06,3.082615357925533e-05,5.9013803799246037e-08,7.696493864450817e-09,1.3402548529484192e-05,2.1331698185633744e-08,1.3809025631417171e-05,4.442494919203455e-05,6.6361372319079235e-06,3.6454901541915773e-09,3.035306622223288e-06
L1-L6_spot_23,3.721143908563818e-08,0.03705252055078745,5.31053920838076e-08,7.898328789224251e-07,5.234305535850581e-06,1.2594877853189246e-05,4.439917011040962e-05,8.262387927970849e-05,3.002070582169836e-06,1.4016574641573244e-05,1.0972437322139739,7.74962574112692e-09,5.823707624585949e-07,1.7279228268307632e-05,1.3814810790790945e-05,3.737376736978604e-08,0.04148922674357891,1.5574709255616884e-08,0.04833427239209414,9.300703932240141e-05,1.375383758386306e-05,1.9614218516039728e-08,5.24549627698434e-06
L1-L6_spot_24,1.8483630359611424e-08,4.740703928973744e-07,1.3905008655612506e-08,1.9548046623185658e-06,2.9240485105219704e-06,7.336973311566907e-07,7.518480941826057e-07,1.0050145738205174e-05,1.1815940524684267e-06,6.053563737395961e-07,1.2832163035869597,5.3123542453903395e-09,7.733858993219656e-08,4.351999294271992e-07,1.6604920105578464e-08,3.079093488622675e-07,1.4610954281124578e-06,5.816867503227741e-08,4.315656667586154e-07,1.5024980939415403e-07,5.012430676742952e-07,1.0590421484213406e-09,8.546031402545398e-08
L1-L6_spot_25,3.5049063740189014e-08,0.1549281172454357,5.270046488092817e-09,7.586492699829251e-07,3.468477677870397e-06,1.3761276193235973e-06,1.0104050602421922e-06,1.8734231343842114e-05,2.42651494772872e-06,2.8594578338925205e-06,1.0530568599700927,2.9743526530623403e-09,7.176866091640477e-07,2.793449293676531e-05,5.970139249633632e-09,7.843239790972233e-09,8.275468104557148e-07,2.7021556636697143e-08,8.813734029899934e-06,5.543211636904744e-06,2.0844898287464276e-07,1.915542124919512e-09,7.309192085358519e-07
L1-L6_spot_26,1.0079724279421499e-05,4.2546599274828625e-07,4.488166216454204e-09,5.470097619308945e-07,1.8157851627620404e-06,1.188561344633854e-06,2.259994118958275e-06,8.426388785665043e-06,5.477870644199356e-07,2.43669835953142e-07,1.281114423274994,4.164843026011057e-09,1.5388573103791715e-06,6.977686382469984e-07,1.535567397681348e-08,2.616102845465207e-09,2.234347584817442e-06,3.2208914868547825e-09,4.640514111997618e-06,1.2851949747982872e-06,4.511284174668617e-07,1.027696916455767e-09,3.6776889373868475e-07
L1-L6_spot_27,7.834835332687361e-06,0.21240848004817964,7.482512174306067e-08,4.329365438593413e-07,8.146987028112562e-07,1.1354437958743802e-06,3.1775825277691183e-06,1.0923469972112798e-05,9.112283890999606e-07,2.1010813725297343e-06,0.9815023988485336,7.985767935814183e-09,0.00034362627338850875,3.6266303254706144e-06,1.8701713955238123e-08,1.521734809273312e-08,0.03194093201309443,3.143996085697154e-08,5.6579899683129044e-05,1.1939987143705366e-05,2.181306206239242e-06,1.3507824103697886e-08,0.009246562747284769
L1-L6_spot_28,4.7118930979195284e-08,1.1706905661412748e-05,4.240408535416407e-09,2.94087325869441e-07,2.1460254856719986e-06,7.76615233917255e-05,5.250604249340541e-06,0.00014383465677383355,2.820784641244245e-06,1.499867712482228e-05,1.1404050290584564,3.5465498204878545e-09,7.155348771448189e-06,9.784120538824937e-06,9.340349160780193e-09,6.9167148009086075e-09,2.3734955902909864e-06,2.862963466299107e-09,8.710330945405077e-07,8.748613680609196e-07,6.580663750810345e-07,2.4344810278797987e-09,2.88303698425807e-07
L1-L6_spot_29,4.425515726325102e-06,0.22421419098973275,2.058250769820802e-08,8.419701816819727e-06,1.3628973465529273e-05,1.423194421477092e-05,2.141705608664779e-05,7.99958794232225e-05,2.9606297357531733e-05,1.310577622462006e-05,0.9006852358579636,2.135567598315902e-08,1.4346286889121985e-06,7.880690486672394e-06,1.679753953709451e-08,1.4338672249536444e-08,0.03618410993367434,1.587915718914701e-08,1.3719499338549215e-05,0.00020431168886716477,1.6748580492276232e-06,1.939545750673233e-08,6.364233513522777e-07
L1-L6_spot_30,1.4274493365107332e-08,0.39842216521501544,8.297378784050125e-09,9.97523675323464e-06,2.687802179934806e-06,1.5957978689584706e-06,2.2091807522883758e-06,8.492720053254742e-06,9.162804417428562e-06,8.190075021730082e-07,0.8699404925107955,3.719332863916236e-09,6.31323013067231e-07,1.1463614271178812e-06,6.71613702429852e-09,2.5077060317180158e-09,8.120662101873677e-07,1.0229088420743437e-08,2.9798358809784988e-06,7.381961580676946e-07,1.2839433679801005e-06,6.732107626916673e-09,2.3710824805789344e-07
L1-L6_spot_31,5.011891968109694e-08,6.26551565119371e-07,3.818332849903073e-09,2.830887027016616e-07,3.687826790610416e-07,2.7893612013940585e-06,2.5068070499401074e-06,5.308721065375721e-05,2.6667849937211937e-07,4.117271487302787e-06,1.1320386707782744,1.2993966180818717e-09,3.70946013106277e-07,1.2428664433628002e-06,9.882577334252576e-09,8.408054252839747e-09,2.50564181669688e-06,2.488513650700242e-09,0.008709466783329844,9.198396071496975e-07,6.373874072096442e-07,9.014153035113993e-10,2.7157863513593844e-07
L1-L6_spot_32,1.6588163820330242e-08,0.2433574438095093,1.64714164530011e-09,8.232998681023674e-07,1.384001745918795e-06,4.0105792322719935e-06,7.839561106948168e-07,1.0751357876870316e-05,1.4940674134322764e-06,4.1172721267912496e-07,0.9156361758708954,3.1290390389848708e-09,3.4368204353540933e-07,7.936819287124308e-07,1.3836582368753626e-08,6.442442246346047e-09,6.391030780150686e-07,1.869157645328912e-09,2.4418274165327604e-06,5.798611823593092e-07,5.741865038544347e-07,1.949999006711778e-09,3.157084805138766e-07
L1-L6_spot_33,1.4528998226737148e-08,0.06436106972396374,3.9277136743010034e-08,1.1302272753255238e-06,8.57744385029946e-06,2.660443651620881e-05,2.1002136236347727e-05,4.528563240455696e-05,3.063122460389423e-06,1.0956625828839606e-05,1.0978164374828339,1.0253037219243311e-08,1.529649374276687e-07,1.1310490094729178e-06,7.5355240980457e-08,1.4115218800725416e-05,2.5162732254102596e-05,8.073082291559787e-08,1.052202088658305e-06,1.620337746999212e-06,8.827066807270967e-07,1.3108609264733672e-08,7.217848093432621e-07
L1-L6_spot_34,1.0116393589498786e-07,4.186066533407029e-07,1.3371085572089213e-09,1.233976064440867e-07,8.009607029180189e-07,3.86260737172961e-07,2.705323737473009e-07,3.920632480003405e-06,3.045388666578219e-07,9.035824390934977e-08,1.2563919246196746,1.857702353058599e-09,1.8042487610614445e-07,1.635462261617704e-07,1.4312214025036242e-09,8.042874943825496e-09,5.288696797833837e-07,4.975451828315158e-09,1.1182704682255464e-07,5.109219216592465e-08,1.5509770037169802e-07,7.710393101767468e-10,5.0767368087178966e-08
L1-L6_spot_35,5.1572820147782755e-08,0.5356922686100006,1.0503065173139703e-08,7.665857111760489e-07,3.2241272123201276e-07,1.66130221828098e-06,2.720463203331747e-06,4.506721688812831e-06,1.4791970045280324e-06,1.2280948885745603e-05,0.599032536149025,3.6490825028323574e-09,3.84032863109951e-07,9.48313376625265e-07,1.0671734820277834e-07,4.824687884763535e-08,2.7773904207606392e-06,1.1689080015031553e-08,1.5572555093967823e-05,0.01508535989560187,1.2775496088579531e-06,1.2260192505664237e-08,4.027975182907539e-06
L1-L6_spot_36,6.4279739753203556e-09,2.224180082066596e-06,5.8295052340895385e-09,1.803869263312663e-05,6.3367785514856225e-06,6.334787849482382e-06,0.00017040330421878025,0.00015753585685160943,1.1027331538571161e-05,2.0541419530673014e-06,1.1055715262889863,4.821470422911034e-09,3.4626473279786294e-07,2.3211050915961096e-06,2.673250121265625e-09,8.79668133890732e-09,1.3917516696437815e-06,1.8578037275229775e-09,2.447534063776402e-06,5.970033953417442e-07,1.3815937478511843e-07,7.845844862686136e-10,1.2131580433560886e-07
L1-L6_spot_37,1.6394983948231355e-08,0.06562798283994198,1.5627239324800258e-08,6.781628314911359e-07,3.0612069394919676e-06,3.5937471807301344e-06,1.5187950793915662e-06,2.4800584560580317e-05,1.7856268470950453e-06,1.3087299180369884e-06,1.2113416075706482,2.2370341024036125e-09,2.0766364855262512e-06,9.228804265148938e-05,6.8084459144301956e-06,9.743883886415006e-08,8.544249737951759e-07,1.2540499216839864e-08,1.0952186073609484e-06,9.483884895189477e-07,7.804497244023879e-07,2.9070599594227536e-09,1.4382922074673844e-06
L1-L6_spot_38,4.273088265449587e-08,6.983395138604465e-07,7.741374918879274e-09,1.7739659142534946e-06,2.964168436392356e-06,6.475166219388485e-06,3.822380062956654e-06,1.1368091918484424e-05,2.2178068661560246e-06,4.086210101377219e-05,1.2777265846729278,2.1358143476035714e-09,3.5493809633635467e-07,1.54238717300359e-06,7.788186060508905e-08,6.725575341093305e-09,6.1435185898517375e-06,5.9600972823758985e-09,5.084713166070287e-07,4.636985408978945e-06,1.188151685482808e-06,9.87875115043835e-10,1.4648878092771157e-07
L1-L6_spot_39,1.0840341424511735e-07,0.6018124431371689,5.853950080236814e-09,1.9011769154531066e-06,2.599952431410202e-05,4.611706140167371e-06,2.801883817937778e-06,6.674234714409977e-06,3.1647214086660827e-06,1.6613587263236696e-06,0.6618003487586975,1.809029898103276e-09,1.358004578833061e-06,4.52725366812956e-06,5.377564225028663e-08,5.2283452678381075e-09,3.457176887877722e-06,1.5606394221379106e-08,1.1417061443808055e-06,1.684849297589608e-06,1.8951874267258975e-06,4.956756827212416e-09,9.24450645811703e-07
L1-L6_spot_40,6.992174164111021e-08,0.3199163928627968,2.308468101119843e-08,1.715498410703731e-06,1.8287735747435368e-05,5.9736184539360694e-06,2.064536272428086e-06,1.2628404783754377e-05,5.2019935310454466e-06,1.427612505722209e-06,0.8677390694618226,2.559444411964762e-09,1.5239716219639377e-06,1.423225711505438e-06,7.560899883962692e-09,1.115435668275211e-08,8.687988980682349e-07,9.138265655295187e-09,5.389143120737572e-06,7.989794676177553e-06,4.3329643375500385e-07,5.856129980941205e-09,0.011470769671723247
L1-L6_spot_41,3.5323486535787654e-08,0.12598885223269463,3.2572249009099607e-09,1.8973845726577564e-06,1.0129113206858168e-06,6.9572230131598195e-06,9.284306997869862e-06,0.00024591086694272237,0.06682868637144565,8.950138180807699e-06,0.9191056370735169,2.5494760191868693e-09,1.1228868714852071e-07,2.233975396848109e-06,1.1358907592295965e-08,5.5087973738210396e-09,8.05376661446644e-05,3.8721014616882605e-09,1.4734023011442331e-06,4.710025592657985e-07,3.9388631734027513e-07,7.625238662711809e-10,2.3027826685506627e-07
L1-L6_spot_42,1.8973933748611672e-07,0.2083846054971218,2.0561205515967633e-09,5.151786194801388e-06,4.671527076425264e-05,1.0175417446589564e-05,1.4846553256120389e-06,5.5964223429327836e-05,1.09831828467577e-05,2.400084918008361e-06,1.0358904302120209,4.966282185492332e-09,4.766059774397036e-07,2.7801424766948916e-05,3.1950026446736505e-08,1.395353192990001e-08,2.7500815463099572e-06,7.930412104784068e-09,6.443048391702178e-07,8.053285398545995e-07,5.534507693027991e-07,2.5036960282776026e-09,1.0225746393643931e-06
L1-L6_spot_43,1.6516764134166809e-07,0.12407566122710705,9.199005823745666e-09,1.5047276565383073e-05,1.814342003854108e-05,5.651857863995247e-05,9.926781922331428e-06,0.01565693477168679,0.00023239785223267974,2.2616822752752343e-05,1.0666903972625732,1.090936345704563e-08,5.976110714982497e-05,1.3693613936993643e-05,3.2587932707883736e-08,1.7305166633008188e-08,1.5825316677364756e-05,3.085460509311133e-08,0.0001341274612059351,2.306887263330282e-05,1.0343687108615995e-05,8.009478724702035e-09,0.017506930604577062
L1-L6_spot_44,5.513697995951362e-08,1.2047607481479645,7.296178106130924e-09,3.863200689124824e-07,3.0771830807907466e-07,8.331676838224667e-07,1.6925306454140811e-06,1.9333250293129823e-06,4.675655503660892e-07,7.075746196960608e-07,2.0475451606216665e-06,3.655772384814071e-09,3.6995427024066883e-07,2.3749631850478183e-06,6.509744499005877e-09,5.819421677877301e-09,0.00135513212881051,2.1058895782744003e-08,9.867595281320973e-07,6.62674628415516e-07,4.146327938769901e-07,3.38054020332379e-09,1.2146598500351048e-07
L1-L6_spot_45,2.9951322133570106e-08,0.12204124704003334,5.583973727851799e-09,3.8843048741910025e-06,5.071507598586323e-06,2.5063650173251518e-05,7.762167842884084e-05,0.006041163369081915,0.00019139223950332963,0.0021135190734639766,0.9000566899776459,1.0902585945160581e-08,5.01913260109177e-07,2.929625929937174e-06,4.1048732590809325e-08,6.9918349776543214e-09,0.06887174062430859,8.622096059340834e-09,9.435143556402182e-06,1.3430074432108086e-06,1.7709408382415858e-06,5.367535416134217e-09,1.124355873116656e-06
L1-L6_spot_46,9.468469883699981e-08,0.16699301078915596,1.1025230994832216e-08,2.4690865643606228e-06,2.6590958623273767e-05,9.9490886896092e-06,2.5923206294464765e-06,2.2440743214247048e-05,4.950973948325555e-06,3.652581915503106e-06,1.0835358440876006,1.0178586018483316e-08,3.4405818155391898e-06,3.84697640356535e-06,9.032811920661743e-09,9.151275115470981e-09,9.10978832280307e-07,9.17796532107218e-09,1.6168619140444208e-06,5.529048934249658e-07,2.3336438204069054e-07,5.148084825101762e-09,5.004794104479515e-07
L1-L6_spot_47,3.58782644482858e-08,0.2310420922935009,1.4333085260886946e-07,6.324847868199868e-06,1.0531434008953511e-05,2.5159689471365708e-06,2.9905918268013927e-06,1.5470871403522324e-05,3.639630745055911e-06,1.2500168793394553e-06,0.9721792757511138,5.245610568138659e-09,0.0007963169744471088,1.4041442727830147e-05,6.74298973990517e-08,6.727461503430731e-08,1.631216571240657e-06,1.9362722891713704e-08,2.742256428973633e-05,0.05390208531171083,3.068300452468975e-06,8.850126542725433e-09,1.6035093085520203e-05
L1-L6_spot_48,4.1502222281053494e-08,0.31272483915090565,4.169427381128799e-08,3.1444944511349607e-06,3.135486731480342e-05,1.9892125055775975e-05,4.789217041434313e-06,1.9838242133118913e-05,1.0026131394624827e-05,6.5144432710440014e-06,0.928113517165184,2.5190982988476664e-08,2.2363458924701263e-06,4.438200812728609e-06,3.136704798123447e-08,2.6609848813308194e-08,1.3252718872536207e-06,2.3267084081624035e-08,1.1281601700829923e-06,2.692684859084693e-06,9.918343835124688e-07,1.3676300056886248e-06,2.255996241729008e-06
L1-L6_spot_49,1.4767133915682964e-08,1.1897222399711609,2.135220444898778e-09,7.525273666431076e-08,9.697077310022451e-08,1.1512228539345415e-07,9.089287438257544e-08,5.698057776726273e-07,2.3520173826341305e-07,8.701916769382478e-08,5.831893687968659e-08,6.485845416293046e-10,3.2877939126763075e-08,4.930594723617787e-08,3.15509177672979e-09,2.372492802216186e-09,3.4775397850239645e-08,6.442125699557267e-09,4.767976129471663e-08,8.162451869964118e-08,2.637772924529713e-08,1.898222090623847e-09,1.9457694211411082e-08
