,q05_spot_factorsAstro,q05_spot_factorsEndo,q05_spot_factorsL2/3 IT,q05_spot_factorsL4,q05_spot_factorsL5 IT,q05_spot_factorsL5 PT,q05_spot_factorsL6 CT,q05_spot_factorsL6 IT,q05_spot_factorsL6b,q05_spot_factorsLamp5,q05_spot_factorsMacrophage,q05_spot_factorsNP,q05_spot_factorsOligo,q05_spot_factorsPvalb,q05_spot_factorsSncg,q05_spot_factorsSst,q05_spot_factorsVLMC,q05_spot_factorsVip
priorregion1_spot_11,1.8762174320841042e-07,1.5479481518809735e-07,1.4424622895603535e-05,1.324873584508896,0.23571687936782837,1.819561011870974e-05,0.06564991623163223,0.07802968546748161,0.0008343692257767543,2.2067518514745644e-07,1.3436793500076763e-08,6.704047882521991e-05,3.4453500141751193e-08,7.43449484730263e-07,3.305177742163324e-07,4.507356521799011e-07,6.857858148023867e-09,1.8511481343352897e-07
priorregion1_spot_12,7.75289699106452e-08,1.0403166639250116e-08,3.776312987611163e-05,1.3387742698192597,0.4813004553318023,6.163269099488389e-05,0.001946569688152522,0.0005017375748138875,0.002706376125570387,7.087361069579856e-07,1.0022617269456192e-08,0.0002692168825888075,7.050051786805512e-09,1.007952977261084e-06,6.478794176700831e-07,2.285611749641703e-07,3.491914299047494e-07,1.445536071287279e-07
priorregion1_spot_13,1.4492019317913218e-07,2.054392256312099e-08,0.0005562651553191245,0.7083783805370331,1.238115668296814,0.00045748740376438946,0.00028207049326738347,0.0005159451073268428,0.6517729043960572,1.0141309189748427e-06,3.8669329072149594e-08,0.000146097075776197,2.3402570104025248e-08,4.439086842467077e-06,2.4508860747118886e-06,1.0726676691774628e-06,1.6050341233864173e-08,1.0385192410922172e-06
priorregion1_spot_14,2.2165330122447814e-07,2.032233128446137e-08,3.6688485124614097e-05,0.2567690074443817,1.183469194173813,0.04598594661802054,3.267629253969062e-05,2.6629318563209383e-05,0.000446020151139237,8.415721168830716e-07,3.587962904560982e-08,2.5205624933732912e-05,6.304361813818105e-05,1.0145449141418793e-05,7.355718338430961e-07,2.037157389622735e-06,8.310390882115826e-08,2.1805720678003128e-07
priorregion1_spot_15,6.863634069986801e-07,3.5732670156107815e-08,7.952741470944601e-05,0.2700916901230812,0.7190207093954086,0.00011043862650694791,9.993083876906896e-05,7.937756636238192e-05,0.43071255385875706,5.723007888036593e-07,2.1499901592392237e-08,0.00040568334516137837,3.230407923382472e-08,3.8771128402004255e-06,1.4350556511999457e-06,1.5540669892288862e-06,1.8635644050135623e-08,2.4018278054427356e-06
priorregion1_spot_16,3.936913253710373e-06,2.1330471078329088e-08,0.0009939260606188327,0.31866535246372224,0.8468862563371659,0.0003298706418718211,0.1130491953343153,0.0022466316120699054,0.8331334084272385,7.857072091610462e-07,5.2977357256622776e-08,0.00692035760730505,3.909855603723145e-08,5.472444786391862e-06,8.44441981939781e-07,1.3442480565117877e-06,2.5259001645849823e-08,8.931759765573588e-07
priorregion1_spot_17,1.4117607918251452e-07,1.7982464051158332e-08,3.5814575539916405e-06,0.0015083157806657253,0.39499709904193875,1.1885142566825379e-05,9.973815440389445e-06,3.7943315305710714e-06,0.8827704340219498,2.2502895944853664e-06,1.085659473432088e-08,0.21496145725250246,2.6578264566978758e-08,0.02831871695816517,1.1769423053920036e-06,9.180340299508316e-07,5.09894535483113e-09,1.2320059568082797e-06
priorregion1_spot_18,4.7353747504530475e-05,5.3347515205359747e-08,0.00018741031308309176,0.09639119990170002,0.28867815285921095,0.00028515401645563544,9.173186990665273e-05,6.318201849353501e-05,0.771852543950081,1.3374213631323073e-05,1.6332775274463529e-07,8.685678003530485e-05,6.673685426505926e-08,2.26919033593731e-05,2.5687409015517917e-05,4.57683747754345e-06,9.225144665947483e-08,2.1484717308339896e-05
priorregion1_spot_19,6.4688617484876e-08,3.838866968752797e-09,2.5119849624388737e-06,0.000681660496047698,0.6975259006023408,7.81724279477203e-06,4.817594890482724e-06,6.503787949441175e-06,0.6420530319213867,7.543655499375746e-07,7.51636051177229e-09,3.918756851817307e-06,4.421981958380173e-09,1.3821030620420062e-06,4.338649046076171e-06,1.9937715833862057e-07,3.227012435047527e-09,6.316665458143689e-05
priorregion1_spot_20,4.705114335479266e-07,5.114820780249829e-08,0.1617009550333023,0.5760904222726823,0.8403940886259079,3.9607866892765745e-05,0.0002349284644878935,0.000872956364764832,0.09675993137061596,1.0267809386732552e-06,1.5303533418276062e-08,0.00018688075215322897,1.2243169766890106e-08,5.6199442497018024e-06,6.929833898539073e-06,5.705762788466018e-07,7.0551996911305535e-09,8.618994172593375e-07
priorregion1_spot_21,2.4885933669338556e-07,1.6601401320315296e-08,0.0001322227079072036,0.7676207721233368,0.06148220077157021,4.616880742105423e-05,0.0001498387850006111,0.04163739178329706,1.008565539121628,5.588382941823511e-06,6.725075696323302e-09,9.158322754956317e-05,3.2590978449320575e-08,2.7020577363146007e-06,2.084366190047149e-06,8.874936270331092e-07,7.844596927597537e-09,9.105837477818569e-07
priorregion1_spot_22,4.987696365787997e-06,2.1494393909193836e-08,0.0011580285558011384,0.2936509668827057,0.6330339103937148,0.029790674336254597,0.0002881541862734593,0.00028818271384807305,0.25767091065645215,8.273592015939357e-07,3.698993431555664e-08,4.3680130875145555e-05,9.348639551376438e-08,1.6065169063494978e-06,8.522745048367142e-07,7.49286309087438e-07,5.453990841175482e-08,5.698669042430992e-07
priorregion1_spot_23,4.811339707089247e-07,2.0001675959946398e-08,4.711990659416188e-05,1.0722508251667022,0.2671041890978813,2.263986943944474e-05,3.6194929634802975e-05,7.480886742996518e-05,0.0002925711800344288,4.21274171458208e-07,7.3815050516401475e-09,0.10243426896631717,1.8237652543717787e-08,4.219369134261797e-06,3.0104908432804223e-07,1.9818398527604585e-06,1.0223987523261259e-08,3.9727915464027323e-07
priorregion1_spot_24,3.525236451196179e-07,1.0821771212476961e-08,0.0004781876181368716,0.35787996798753735,1.5499230444431304,0.00015624591178493573,0.00017556555321789346,0.1282525710761547,0.0015118556970264764,5.863215278623102e-07,2.8458648948515022e-08,3.347298534208676e-05,3.3719605774251704e-08,8.82894287315139e-06,3.408556062822754e-06,7.898237669223818e-07,1.1066009442117775e-08,7.920681127870922e-07
priorregion1_spot_25,3.256206042578924e-07,6.85020012269888e-08,0.06908367052674294,1.0780949950218202,1.407518744468689,0.0003605876787332818,0.0004344596207374707,0.001341962395235896,0.49389245361089706,1.4771566270610494e-06,6.945291595172876e-08,0.0003250943220336922,2.990479126552259e-08,7.456838625330421e-06,3.452245425705769e-06,1.7706636356251696e-06,2.536269718689255e-08,5.154965560905112e-06
priorregion1_spot_26,1.9516004243769205e-07,1.0083080903555698e-08,4.224436415825039e-05,0.3272113248705864,0.893849891424179,4.31581864177133e-05,0.00022313445224426688,0.0001238500037288759,0.6989880859851837,4.701821509911497e-07,8.9591214003093e-09,0.0002653119052411057,2.1607467033391005e-07,2.3173457066150148e-06,5.131698173954647e-07,3.8062987499642987e-07,1.3064349735358862e-08,6.212928951754295e-07
priorregion1_spot_27,1.9668082558155221e-07,6.891515369034096e-07,0.002804067125543952,0.4570812121033669,0.7792112201452255,8.896445760910864e-05,0.00013272522483021024,0.0002912151176133193,0.518386510014534,3.6848429374458647e-07,1.3541740484512844e-08,6.566114680026657e-05,3.9786581851331e-08,6.475292889263074e-06,6.721338593251858e-07,1.4911653750004916e-06,1.5487514382073186e-08,9.554272651257635e-07
priorregion1_spot_28,1.3109706813452247e-07,2.0545526702164808e-08,0.00048296794120687996,0.7791630059480668,0.5551663875579834,3.455214446148603e-05,0.000570519981556572,0.08811852224171163,0.06490548476576805,3.195044413928372e-07,1.3961531575290566e-08,0.0011675396119244397,1.3562993039784034e-08,2.5557548497090464e-06,5.871459450190742e-07,5.960458423714955e-07,1.34792371486725e-08,6.796536609954274e-07
priorregion1_spot_29,1.932059035425482e-07,6.528191711652199e-08,1.2286768242120163e-05,0.004096964444033802,0.8482803195714951,2.411389114058693e-05,2.1272646790748695e-05,0.00016042416682466866,0.6036867916584014,8.602208026786684e-06,4.847134693619638e-09,0.0038133324822410943,2.4856922919980207e-07,8.951036170401495e-06,2.653003293744405e-05,8.560468700125057e-07,5.3648485875967825e-09,7.885147169872653e-07
priorregion1_spot_30,1.5782183950818763e-07,2.238232577056465e-08,3.51371383658261e-05,0.9026048809289933,0.1668804928660393,0.10841387026011944,1.8270160398969893e-05,1.3223843870946439e-05,0.0004381386272143573,1.6606188353307516e-06,1.209111339939284e-08,2.49507093030843e-05,4.122516283899814e-08,2.48932884687747e-06,0.000590645702322945,8.228946796862147e-07,3.171486362418818e-08,1.439550612758467e-06
priorregion1_spot_31,3.4906332757600467e-07,1.7148116437937236e-08,2.9863281361031118e-05,0.004541335930116475,1.2209538161754607,6.310149765340612e-05,0.23178014531731606,0.04808190260082483,0.8160970091819763,3.304621884581138e-07,1.5412145337734273e-08,3.557801483111689e-05,4.385292928787976e-08,1.4957992902964178e-06,5.3643705371087e-07,5.268655684176337e-07,3.6846357964748227e-09,1.1675183770876174e-06
priorregion1_spot_32,3.239051110881519e-07,6.89125492225884e-09,8.845945649227362e-06,0.0027685621404089033,0.9533813774585724,1.9146850081597223e-05,0.2164335772395134,0.0518896883353591,0.47748042792081835,1.0302358134595125e-06,2.3995338604976272e-08,2.376785059823305e-05,4.403667741570416e-08,1.8697548398449728e-06,1.1075993995746102e-06,3.5279590662185004e-07,9.987465654504036e-09,1.0924482012342196e-06
priorregion1_spot_33,7.057246484976076e-08,5.403734748554712e-09,3.3342835558869416e-05,0.004310178919695318,0.2842581748962402,0.030350017361342907,3.8603678694926204e-05,3.6794428706343754e-05,0.8600408524274826,7.667314662285207e-07,3.233002589695389e-05,1.2445502943592147e-05,8.279873986438705e-09,4.523905749920232e-06,2.9574129172260656e-07,2.210188233675581e-06,5.954973891775239e-09,5.775058866674954e-07
priorregion1_spot_34,7.099750177985698e-07,6.489438000301107e-08,0.0006621844077017158,1.2702139258384706,0.14138615876436234,0.0006168134335894137,4.654035310522886e-05,6.585988230654038e-05,0.3080809786915779,3.3580242444486433e-07,2.612334331075772e-08,3.980100063927239e-05,1.5170259759500482e-08,5.275346393318614e-06,6.16448764390043e-07,1.3328705563253607e-06,5.2739479228236515e-09,2.724043127955156e-07
priorregion1_spot_35,2.2904088723407767e-07,2.9008014834630564e-08,3.306561193312519e-05,1.0321421444416046,0.8211256563663483,0.0003170440249959938,9.114450040215161e-05,4.496457040659152e-05,0.000677819031989202,2.308381476723298e-06,7.625876285999311e-08,2.469323089826503e-05,3.509019528280533e-08,0.0042917209444567565,1.035567942153648e-06,1.3327465239854064e-06,1.3384017716333575e-08,7.627829575085344e-07
priorregion1_spot_36,1.2686585435517372e-07,1.6903869415330064e-08,5.48419397091493e-05,0.7102322340011596,0.34006022214889525,0.012938311044126748,6.306741925072857e-05,9.577374803484418e-05,0.43040221780538557,1.8748319689620987e-06,3.583211167779155e-08,4.28386085332022e-05,5.303681458457277e-08,1.5965978218446256e-05,1.1318113365632601e-06,2.9925823355370086e-06,2.7374889022269148e-08,1.1169699519086864e-06
priorregion1_spot_37,3.204817147661743e-07,4.96155887930172e-08,0.0001943093586305622,0.23930730223655702,1.193062883615494,0.0005573039670707659,0.0034082159050740305,0.1337309129536152,0.7632291555404663,1.0001564476169734e-06,2.9231577514110542e-08,4.311577940825373e-05,6.259541223130327e-08,5.997815287628328e-06,9.385477966361578e-07,9.401218875382256e-07,1.3161107714765309e-08,1.061902560195449e-06
priorregion1_spot_38,1.7698161300927497e-07,1.2849703923123458e-08,3.795439843088388e-05,0.7366840571165084,0.7735054224729537,9.148246790573468e-05,5.166741721041035e-05,3.570858971215785e-05,0.019060002360492944,6.852033322957141e-07,1.826754756351079e-08,0.0004132316811592318,1.7870094559668815e-08,1.5649765657599347e-06,6.720472470078677e-07,3.972124957840606e-07,6.690941334319689e-09,5.597823019343196e-07
priorregion1_spot_39,1.8581018750296608e-07,3.346136558946001e-08,0.00016173818949027918,1.1145653009414673,0.8294783055782318,0.00014177914054016582,0.031511844135820866,0.0005773167649749666,0.010475801210850478,1.3244251931610053e-06,1.5043033307904353e-08,0.000408795039402321,1.966368836647803e-08,5.71550378936081e-06,8.728864628437806e-07,6.758827339581331e-07,9.658989625904727e-08,7.827037421748174e-07
priorregion1_spot_40,5.2290340136096354e-05,2.1210110023872632e-08,0.00028448732191463936,0.8509371489286424,0.13098211213946342,0.021530140191316605,0.004428406455554069,0.02874913103878498,0.5535328179597854,2.785274978123198e-06,2.121538598132133e-08,6.908510731591378e-05,1.024436521390726e-07,0.0003392260099644773,7.884516861622616e-07,1.8925621816379137e-06,1.0491218072061772e-08,8.066997935429754e-07
priorregion1_spot_41,3.343631874486164e-06,1.1247903444200346e-07,0.00045254991709953174,0.328044855594635,0.7016850948333739,3.072267572861165e-05,0.00017348079272778706,0.05984532684087753,0.22804031893610954,5.491351060982197e-07,1.411612928770012e-08,8.397594792768358e-05,2.181384060051528e-08,1.9176380305907514e-06,2.449737792176166e-06,6.224512361541202e-07,8.294153666099647e-08,3.079589544086048e-06
priorregion1_spot_42,1.3002302026166035e-07,8.488076597146233e-09,4.848348589803208e-06,0.0019552993413526564,0.28794499337673185,2.793978101180983e-05,2.2664851076115156e-05,2.2499216811411316e-05,0.6153169810771941,8.451710243662092e-07,1.0597939237300127e-08,5.648581213790749e-06,3.4092011880204616e-08,1.1847593270886136e-06,8.193973826564615e-07,5.022848881708342e-07,5.342514097783636e-09,2.0283755688410566e-07
priorregion1_spot_43,1.6181972171125383e-07,8.618220004308341e-09,2.3147081628849266e-05,0.4918620243668556,0.005560841341502965,1.0673227552615572e-05,4.9072412184614227e-05,5.0357050531602e-05,0.7280138313770295,8.641077727133962e-07,2.4461753511673127e-08,1.3882707662560279e-05,6.475529601424057e-09,1.8705797401707971e-06,1.7465787678361268e-07,6.188260755379816e-07,9.93745416622005e-08,4.2327176430490004e-07
priorregion1_spot_44,1.0422327036962998e-07,2.8267509311064036e-08,0.00010462041354912799,0.4819135770201683,0.16022493839263915,0.00023011980520095678,0.00024937763955676926,8.812490959826391e-05,1.0638960123062133,2.3469547045351645e-06,1.8815814417649793e-08,8.647917311463971e-05,2.7472516261894953e-08,1.0877751401494607e-05,7.706425037667941e-07,9.078274786133989e-07,2.2764926943530384e-09,1.1440619232416795e-06
priorregion1_spot_45,3.3276902468060146e-05,1.6521125623114586e-08,8.665273162478115e-05,0.6265403985977173,0.02160440208390355,5.6270284585480115e-05,9.5275743296952e-05,0.00015938732976792383,0.7503004610538483,6.140722206282589e-07,6.2090568020423125e-09,3.4700127071118916e-05,8.370843183058697e-08,3.080525050336291e-06,7.86599696311896e-07,4.856560110511055e-07,8.027735054483287e-09,4.8007501476377e-07
priorregion1_spot_46,4.97682054856341e-07,3.7436346467245585e-08,5.5989735483308325e-05,0.5818475842475891,0.42946362793445586,0.00033427819289499894,0.0005759390391176566,6.52124570478918e-05,0.42596989721059797,1.6760198832344032e-06,3.126151302268454e-08,2.470431709298282e-05,2.100638480939665e-08,9.062131493919881e-06,1.106093645830697e-06,3.574862375899102e-07,5.989102369596822e-08,7.69966490565821e-07
priorregion1_spot_47,1.5362568390742128e-07,1.0885672807603441e-07,0.00037791053327964616,0.8080611884593963,1.1105516374111175,0.00031417640566360204,0.0002266226612846367,0.0006887219264172017,0.38606821596622465,3.449490623097518e-06,7.65513480160962e-08,0.00010562236129771919,2.338337710128258e-08,2.6657653052097887e-06,1.3648850767822298e-06,7.855563637804153e-07,4.723399111838944e-08,0.00024893911904655397
priorregion1_spot_48,6.09469630944659e-05,7.171171545472533e-09,8.469737622363027e-06,0.9310527205467225,0.9956596165895463,0.0001369968325889204,0.0026682610041461885,2.166816948374617e-05,0.00046103144995868206,2.272431899541516e-07,3.797432823748893e-09,3.98572670746944e-05,2.5234016476360925e-08,2.8071305223420507e-06,2.645579058935255e-07,4.5395489962629653e-07,2.7418334713757992e-09,2.5389245905671487e-07
priorregion1_spot_49,3.0128453829547654e-07,1.5870479508350853e-08,9.610041124687997e-05,0.4237061634659767,0.7930631071329117,0.0013695634203031658,0.0002512828956241719,0.0001272590263397433,0.6713342487812043,2.986626736856124e-06,1.6718003053028952e-07,0.0002468135608069133,1.4063259134999841e-08,6.20358737251081e-06,4.3088316488137934e-06,9.717133366393683e-07,2.4555485560995296e-05,1.5884872368587821e-06
priorregion1_spot_50,3.063625015897742e-07,5.487483250021796e-08,0.00012805029982700943,1.3695241689682007,0.1221609689295292,0.020429382845759392,0.058458123542368415,0.00010141768761968706,0.30780386477708815,9.578853507719032e-07,2.4185965941114774e-08,0.00013906611420679837,1.597942276276854e-08,8.646320975458367e-06,1.7142995432095631e-06,6.909840749358409e-07,8.226240044706401e-09,7.466038823622512e-07
priorregion1_spot_51,1.7791033712910576e-06,6.671600713161751e-05,7.094630527717528e-05,0.7938552558422088,0.8319168120622635,0.00025559610512573274,0.00017394276219420137,0.00029247205238789323,0.5482339441776276,5.842737664352171e-06,1.8036987228242652e-07,0.05128988567739725,9.176961164314435e-08,0.0006833075458416715,0.0014234254020266234,1.2190573715997742e-05,5.282831327946269e-08,3.9933940797709516e-06
priorregion1_spot_52,2.107521055449979e-07,9.615021889786137e-09,0.0001740112238621805,0.25438258349895476,0.6033405452966689,6.018623826093972e-05,0.000511729609570466,0.0002971409616293386,1.4259082317352294,3.324027261442097e-07,2.3009496530335127e-08,6.962211518839468e-05,2.4609078774773255e-08,1.5727123582109927e-06,4.1381704676268786e-07,4.668097702165142e-07,5.588878959628119e-09,2.097672643230908e-06
priorregion1_spot_53,2.815138444134391e-07,4.24451860325803e-08,0.0006549870391609147,1.4557574093341827,0.7480540871620178,0.00021626155357807876,0.0012421883293427527,0.0009091810265090316,0.3101925700902939,5.061415834006766e-07,6.505140746071448e-08,0.00012957099388586358,4.114897507179194e-08,4.272056617082854e-06,7.487950114182241e-07,0.0002876991507946513,1.7931102025414704e-08,1.9945196299886447e-06
priorregion1_spot_54,1.3358486603465282e-05,0.00013770844088867307,0.0001519016419479158,0.29311386197805406,0.9162348747253418,0.00010038444634119514,0.00018325293640373275,0.0004613494602381252,0.8695410251617431,5.515284215107386e-07,2.7975246830180823e-08,8.291619960800744e-05,3.691631338398338e-08,0.0002033084325375967,1.5721883244168566e-06,3.916220885002986e-06,1.2356422551818014e-08,7.570175341697906e-07
priorregion1_spot_55,7.105020927156147e-08,7.036210512012531e-08,5.1298635116836526e-05,0.4945751056075096,0.24111295118927956,8.9010320516536e-05,0.00020127238603890872,0.033343370445072656,0.2631058380007744,8.723871331994815e-07,2.7962981263840454e-08,2.617394584376598e-05,1.7922625428212772e-08,1.3574821923612036e-05,1.5861885344747864e-06,7.996600118076459e-07,2.786190678172318e-09,1.2051497776610632e-06
priorregion1_spot_56,9.665632092037413e-07,3.926548099997263e-08,0.00019581666711019353,1.6870933055877684,0.4388254404067993,0.00041726157505763697,0.001263256138190627,0.0003989049640949816,0.10191572643816471,5.212113433117338e-06,3.145848399555007e-08,0.012174868443980814,9.857938785273746e-08,5.175250862521352e-05,4.760364731737354e-06,0.0009022349055157975,2.436310344577919e-08,1.6431064921107464e-06
priorregion1_spot_57,3.4310172765117396e-07,2.5637057387939424e-05,0.0004298527594073676,0.4680096209049225,1.2707279026508331,0.04011925607919693,0.00023659197831875646,0.0005660252703819425,0.4318629816174507,7.830413323972607e-07,5.1120372290824894e-08,0.0003720355147379451,1.8383804611943338e-08,1.5999265815480613e-05,1.5213495032639912e-06,2.5368050387442055e-06,3.802268224717409e-08,9.939554502125247e-07
priorregion1_spot_58,1.181285267648491e-06,1.8597220741156663e-08,6.511445972137154e-05,0.315799118578434,0.2552183106541634,9.893792885122821e-05,3.894515248248354e-05,8.148190718202385e-05,0.5678873211145401,2.209950457654486e-06,1.021415139135229e-08,4.8938140753307384e-05,3.523972811336763e-08,2.870635057661275e-06,1.068861837438817e-06,4.0519337574096426e-07,1.0900603442109969e-08,1.9797096115325983e-06
priorregion1_spot_59,2.985860319881794e-07,1.8267966606089205e-08,0.00013107812264934185,0.7796857923269271,0.2957490488886833,0.00022884851423441433,0.0012131539522670211,0.12244167439639568,0.5776773422956467,4.6046205426364395e-07,6.69250109552877e-08,0.0010785345337353648,2.9731947748246056e-08,6.917312521181885e-06,1.1185493576704176e-06,2.8239864059287358e-05,2.3010001939383074e-07,9.155700354313013e-07
priorregion1_spot_60,1.5081797286597975e-07,2.749683214453569e-09,2.2501124749396696e-05,1.7388830780982971,0.175039142370224,1.3534380650526148e-05,6.788099017285276e-05,0.17286301627755166,0.006621697288937866,1.5680854801303212e-06,1.1190537430039174e-08,5.5758271810191234e-05,9.309330417650585e-09,3.486708646960324e-06,2.4407141381743715e-06,3.470806746008748e-07,4.1521481808359795e-09,4.925182224724267e-07
priorregion1_spot_61,3.433945945374717e-08,6.128045293429807e-09,2.338550712011056e-06,1.9968419730663298,0.00013020454061916099,7.157224189313639e-07,2.8450637842070136e-06,1.434202943073615e-06,2.2675511104353068e-06,4.3221996435249823e-07,1.395269000337152e-09,1.3802384671635083e-06,3.7042173772761093e-09,1.6051676610118196e-07,1.3154378066815298e-07,1.7162304004614272e-07,1.0393101768091384e-09,5.248056798023982e-08
priorregion1_spot_62,4.392751531412387e-08,1.4513206902933008e-08,0.011789971496909857,1.3273703813552855,0.7861126482486724,0.00014337252650875598,3.155797821818851e-05,0.00015714949040557258,0.003172232920769602,4.946633623603703e-07,1.388752913555891e-07,1.705790255073225e-05,1.3961969314024713e-08,1.1056840094170184e-06,3.436218776187161e-07,3.402029562948883e-07,6.966335552860415e-09,1.4245075519170316e-07
priorregion1_spot_63,7.169713747146034e-08,8.729246214755904e-09,2.1295852729963374e-05,0.0017404409765731544,0.27698071002960206,9.172309946734457e-05,6.902737186464947e-05,0.0002045038818323519,0.8951502948999406,1.2222007512718847e-06,1.7540221808332036e-08,2.8426563062566857e-06,1.8709337457067932e-08,1.365892052263007e-06,3.676890827364332e-07,2.1360402158165928e-07,6.127221663376759e-09,2.449700801321342e-07
priorregion1_spot_64,4.5254592784260705e-08,1.605264525750272e-08,5.32691830812837e-05,0.30300662815570834,0.4501507878303528,2.7827774374600267e-05,0.00019593231118051336,0.0001701337991107721,0.22086524069309235,2.1799779119646705e-06,8.107884141850265e-09,7.123450996004976e-05,2.8935470108848457e-08,2.814887102431385e-06,1.508732106003663e-06,8.704568728035157e-07,1.2331218268712973e-08,4.299722675682461e-07
priorregion1_spot_65,7.515340207930877e-08,1.312847703047737e-05,0.0014978926221374425,0.14363115802407264,0.24956540986895562,0.022546503879129886,4.631013871403411e-05,6.719815100950655e-05,0.7020495176315308,2.6085059062097573e-06,1.876232600395156e-08,8.160468451023918e-06,1.4694375449764153e-08,1.5205574618448736e-05,6.531708464763142e-07,4.7099751867563103e-07,8.573431475866756e-09,7.212618385210589e-07
priorregion1_spot_66,2.59015682502195e-07,7.741201191180381e-09,1.934637693921104e-05,0.0038923776475712655,0.8322464674711227,2.125947221429669e-05,7.698725821683184e-05,0.00014793109221500345,0.8755485504865647,3.3488568647044303e-06,3.2980768338575224e-08,5.570988359977492e-05,0.00011230207237531432,5.312360229936531e-07,3.033653899819911e-06,2.938047060752069e-07,6.538998587046763e-09,4.4556256142413984e-07
