,q05_spot_factorsAstro,q05_spot_factorsEndo,q05_spot_factorsL2/3 IT,q05_spot_factorsL4,q05_spot_factorsL5 IT,q05_spot_factorsL5 PT,q05_spot_factorsL6 CT,q05_spot_factorsL6 IT,q05_spot_factorsL6b,q05_spot_factorsLamp5,q05_spot_factorsMacrophage,q05_spot_factorsNP,q05_spot_factorsOligo,q05_spot_factorsPvalb,q05_spot_factorsSncg,q05_spot_factorsSst,q05_spot_factorsVLMC,q05_spot_factorsVip
priorregion1_spot_11,2.7719337651888055e-07,2.405138586070166e-08,7.049510918477608e-06,0.21537144035100936,2.183284359489335e-05,4.034673002024647e-05,8.697771045262926e-06,2.4472960194543707e-05,0.7843512833118438,1.0022064145687181e-06,1.4360143874014854e-08,0.005250299163162709,2.3324763809284834e-08,1.1210804723305048e-05,1.3685744704616809e-06,3.890249536198098e-05,8.30195472367734e-09,1.2399890920278267e-06
priorregion1_spot_12,2.1398142635575823e-07,2.062610056086101e-08,3.460710991021187e-06,0.32239759266376494,2.211462078776094e-05,3.242169477744028e-05,6.319954263744876e-05,2.1196868874540088e-05,0.6996440172195435,2.427302689511635e-07,4.572247003231667e-09,5.607154594144959e-06,2.0754331160333096e-07,1.1765229203319903e-06,1.4424024357140298e-07,1.861729153063152e-07,4.046833912418891e-09,1.747657655926105e-07
priorregion1_spot_13,5.98071571289438e-07,3.301827415924663e-08,7.05847291101236e-05,0.8076262772083282,0.00014732399358763362,0.00013829636591253803,4.5539285565610044e-05,0.00044209277693880723,0.8276486366987229,1.1378751935353647e-06,1.3080402450071914e-08,0.0002190482497098856,6.905589593486638e-08,5.6586661230539905e-06,2.1891580786359556e-06,1.769172905596861e-06,8.261058281888722e-09,0.0026707432931289076
priorregion1_spot_14,1.8321023986800355e-07,5.8166363636757984e-08,0.0009438890498131514,0.5172993451356888,2.500098480595625e-05,4.58156646345742e-06,1.6669405613356503e-05,0.000416402738483157,0.6622814893722534,4.6391750458951724e-07,5.853872675487537e-09,1.1166135391249554e-05,4.227002605716735e-08,8.588015845134579e-07,7.492333082836923e-07,2.153806740068376e-07,8.603256818062733e-09,4.0675422496860847e-07
priorregion1_spot_15,4.3100335318513315e-07,5.677414058880004e-08,2.9743638788204413e-05,0.4805788889527321,0.07015240788459777,4.927093323203735e-05,0.11782934218645096,0.00022096909087849782,0.4205061182379723,8.358986633538735e-07,5.426128737440196e-08,1.2707317637250526e-05,1.5804055841783793e-08,2.277941882766754e-06,5.651270726048097e-06,8.932597978628111e-07,1.1923620846232552e-08,1.3042632815540856e-06
priorregion1_spot_16,7.056469364385977e-08,1.3609588789265104e-08,1.6198076366435999e-06,2.2910000780029805e-06,2.3967391143742133e-06,5.374664851842681e-06,5.5655281812505565e-06,5.635840943796211e-06,0.48813742995262144,1.5566285895829424e-07,1.1268312150036763e-08,1.0335399906580279e-06,1.3351722349952412e-08,1.1595082796134193e-07,1.4265742223074085e-07,1.0219780754994191e-07,1.9162072595335646e-09,6.01551738199646e-08
priorregion1_spot_17,4.98527228387502e-07,1.0821702467467276e-08,3.9296874319916245e-06,0.348395249247551,2.1507908058993053e-05,1.8030739829555385e-05,2.4414100971625887e-05,3.484126118564745e-05,0.7969771593809127,2.4554849034075236e-07,6.839890009935346e-09,1.1766181251005038e-05,3.010226166111352e-08,2.9982333700218077e-07,4.477516597489739e-07,5.48855015836125e-07,3.8013330927455515e-09,1.9261181307683728e-07
priorregion1_spot_18,1.1555374079819104e-07,1.498962016732719e-08,3.6236422374713587e-06,6.9974081498003216e-06,6.620149679292809e-06,3.9176331483758986e-05,0.015538702392950654,1.4945049906600616e-05,1.1607416868209839,2.150358135111219e-07,4.283636361179788e-08,1.0039699236585876e-05,1.018246562622949e-08,5.914788829386455e-07,1.8150508509506838e-07,7.844172458248977e-08,5.461478913559859e-09,3.3715279244006526e-07
priorregion1_spot_19,4.876567089695528e-07,3.071537602039598e-08,2.772568050204427e-05,0.2872386172413826,7.774455152684823e-05,1.791613940440584e-05,4.9267780923401006e-05,0.0013180278299842032,1.2816121399402618,6.203768293744361e-07,1.9105630943982985e-08,5.938899289503753e-06,2.556749638671363e-08,1.2910797920540062e-06,6.839332570507396e-07,5.986376947930693e-07,9.727914163093488e-09,3.2301941672585603e-07
priorregion1_spot_20,3.4069123131530434e-07,2.7561255500074825e-08,1.0112749077961781e-05,0.5871435195207596,2.239569230368943e-05,2.9128865116945234e-05,2.1671023478120333e-05,3.7891170723014515e-05,0.9549985736608505,3.383972241977063e-07,1.2924957415449968e-08,6.677032502011571e-06,2.756060331066124e-08,1.958958193881699e-06,4.699888279446896e-07,6.628916594308976e-07,2.6382675821778894e-09,1.9970053060092142e-07
priorregion1_spot_21,1.2325067018537085e-06,7.003128445148833e-07,5.556800169870258e-06,1.9153193193233167e-06,6.8267100232333184e-06,1.2412847945597605e-05,5.936969682807104e-06,4.8945189701044003e-05,1.1165671944618225,5.696425120049752e-07,5.931127922131907e-09,8.106690347631228e-06,7.067786111925045e-09,1.0407209174445597e-06,5.851880445106872e-07,3.3917954453954737e-07,2.043684577124339e-09,4.128337920406011e-07
priorregion1_spot_22,1.884215841130299e-07,6.6438183399242244e-09,2.719952021834615e-06,3.523762495660776e-06,6.884913977955877e-06,7.200660638773116e-06,2.9255552249196624e-06,7.577112614853831e-06,0.8546581149101258,7.937772522836894e-07,1.5299485767172884e-08,8.952461803346523e-06,2.6063246050256343e-08,6.436760173755829e-07,3.356315730229653e-07,7.836974532438035e-07,3.1233407749020617e-09,2.00481566992039e-07
priorregion1_spot_23,9.07632853341056e-05,2.6308915757056184e-08,1.2081632212357364e-05,0.6698141753673554,4.631095016520703e-05,0.00011087206221418456,0.0963575340807438,0.00014909745659679173,1.0233559072017668,4.2672790669939795e-07,2.0116236765233e-08,5.903353508074361e-06,2.6113076501133035e-08,1.8043595503058897e-06,5.078936055724626e-07,3.056548450786067e-07,1.234286437501453e-08,2.5880846266090884e-07
priorregion1_spot_24,2.5191290433213e-06,5.427652816081263e-08,0.0002397215794189833,0.8543440014123916,9.995921463996637e-05,0.0009115142485825344,0.00020561240453389473,0.0002540527129895054,0.629670774936676,4.6532834971912964e-07,1.5924897578400987e-08,5.0847073543991436e-05,5.1428109237861014e-08,1.3081417932880868e-06,9.084752264243437e-07,9.830358294493637e-07,7.377157373866794e-09,2.842129532609761e-07
priorregion1_spot_25,2.720460855698548e-07,5.713297390741446e-08,0.00029882279486628246,0.9522101134061813,4.7107996579143225e-05,9.699453585199082e-05,0.00980503954924643,0.024123537912964822,0.3323535487055779,1.5444605480752216e-06,1.4646074006918752e-07,2.9451151931425557e-05,5.7061452451989694e-08,1.3733288596995408e-06,9.476364681404447e-07,3.635383518485469e-06,3.037379325832035e-08,1.022394917526981e-06
priorregion1_spot_26,2.743008352013021e-07,4.099214159225539e-08,4.817090084543452e-05,0.226133394241333,6.7005111486651e-05,0.00011826617155747954,0.041315467469394206,8.883258960850071e-05,0.4120613634586334,5.128766161988096e-07,9.374978482412646e-09,5.552338529923873e-06,3.638178309728347e-08,1.8227270516035789e-06,3.534843642682972e-07,5.890896403570878e-07,6.5062753851208304e-09,2.622762323767347e-07
priorregion1_spot_27,8.842866066061106e-07,8.70208810965778e-07,9.268847534258385e-05,0.21837963089346885,0.00022113572995294817,3.292136498203036e-05,2.5988071593019415e-05,0.0005510395101737232,0.8627172231674194,9.741128565110558e-07,1.4038003204319695e-08,9.943354461938725e-06,2.0236935327488938e-08,3.4451415217517934e-06,4.7482766092343813e-07,1.4165036702706858e-06,3.718558316823106e-09,1.2690091296008179e-06
priorregion1_spot_28,5.562595561059426e-07,5.3649340436834335e-08,1.619343593119993e-05,0.32771563827991484,3.2071704481495544e-05,0.0001284328223846387,0.07307478412985802,9.873890521703287e-05,1.0053893625736237,7.43113426437958e-07,2.2563674573206073e-08,3.689514887810219e-05,3.08363153678215e-08,8.875145977071951e-06,9.046327818396094e-07,1.2700035313173433e-06,1.4288642713466972e-08,9.589076540805764e-07
priorregion1_spot_29,7.247084852224361e-07,3.331451132737584e-08,5.425266062957235e-05,0.21401250064373017,0.0017663558421190829,0.016332320868968964,3.1196518648357596e-05,4.276263171050232e-05,1.0572936296463011,4.006274252787989e-06,1.4711080886797846e-08,0.00025263378629460933,1.8465223927677245e-08,2.577122779712227e-06,3.168374735196267e-06,3.369880005266168e-06,1.0889154644644351e-08,1.3966000096843345e-06
priorregion1_spot_30,2.115712695740513e-05,1.0014935583058105e-07,1.4010384290941149e-06,4.552209998109902e-06,1.0828299309650903e-05,2.176886646338971e-05,5.6231463304357025e-06,4.180069822723453e-06,1.0021260023117065,4.0833846384202846e-07,4.2205768879810535e-09,0.0005951843137154356,2.6906210415234e-08,7.018781616352499e-06,2.362020552482136e-06,0.00021276025654515254,5.923669399443554e-09,8.456803755052534e-07
priorregion1_spot_31,6.455206893463128e-08,7.3281933632429754e-09,5.880443563910376e-06,1.434615137441142e-05,6.245663234949462e-06,8.225597048294732e-06,8.607000472693473e-06,1.2599515093825178e-05,0.6406040221452713,1.5710427518911275e-07,5.260352531344382e-09,1.8519552270390704e-06,8.636441561904462e-09,2.4271662795172234e-07,1.1879311792029057e-07,1.426233367851637e-07,2.8708509236530234e-09,3.0061419522553476e-07
priorregion1_spot_32,1.3604236187347852e-06,3.202024174697727e-07,2.64363168298587e-06,2.1645494780386797e-05,0.00017063684354070574,0.018509557377547024,1.631477534829173e-05,3.211278108210536e-05,1.1466954529285431,1.6630576567422397e-06,7.478036678776334e-08,0.00861503784544766,7.962066206346208e-08,1.395756166857609e-05,5.976880038360832e-06,2.0893746295769235e-06,1.0422856977498896e-08,1.7809407552249466e-06
priorregion1_spot_33,1.1278376668144575e-07,9.880846008059053e-09,9.91478043488314e-07,4.182400539320952e-06,8.023499640330556e-06,1.1527981951076073e-05,5.559671308219549e-06,9.127227713179309e-06,0.808056327700615,4.939414708360347e-07,7.860932704772951e-09,7.561707138847851e-06,2.150041948922876e-08,8.04366732154449e-07,2.1213188361457472e-07,7.152629677875666e-07,3.889717392624448e-09,1.4591925534546135e-07
priorregion1_spot_34,1.3187845468110027e-06,5.808839796372922e-05,1.4273821807364585e-05,0.3296533986926079,1.5281550849977067e-05,4.730911205115262e-05,0.0003205828077625484,9.053650501300581e-05,1.0004892826080323,1.2645386505028e-06,5.092534105521907e-09,1.4911734751876793e-05,1.79258891286338e-08,1.8082849521761091e-06,3.6544430059848315e-07,3.458331747197008e-07,6.695528975697584e-09,3.405501018960422e-07
priorregion1_spot_35,1.0294492973628166e-07,1.4026207661999026e-08,0.0010942756838630886,2.1140576427569614e-05,1.753863080011797e-05,0.0007526735949795693,0.14971191361546515,7.817215737304652e-05,1.3381741881370544,2.5877256604189824e-07,5.159309268698564e-09,2.1256138438729974e-06,2.3432607054729716e-08,7.087710116593371e-07,1.4222584567846753e-07,4.2865754892318367e-07,1.432786883581727e-09,1.6539307026164352e-07
priorregion1_spot_36,1.0537561308865405e-06,2.320405707578743e-08,1.6200078516703797e-05,0.2357769191265106,4.67016488983063e-05,2.4842193124641198e-05,8.951355039243935e-06,3.373227191332262e-05,0.6691139608621597,1.318918765491617e-06,2.095482525277248e-08,1.0793092724270538e-05,1.9535738271514452e-08,1.996814330595953e-06,4.874547869349044e-07,7.91362467111867e-07,7.497428811120699e-09,0.0003269664055551402
priorregion1_spot_37,8.556880516152887e-07,5.9526935736187175e-08,0.07127942442893982,0.35156324952840806,7.90674090239918e-05,5.073156098660547e-05,1.5318284522436442e-05,0.000514047229080461,0.8557912111282349,1.665438662712404e-06,2.5677746240404532e-08,1.963879185495898e-05,2.7097630894701295e-08,1.9955513494096523e-06,4.539113064083722e-07,9.953142864560506e-07,2.4860531766535137e-08,5.763828227145496e-07
priorregion1_spot_38,1.910084449718852e-06,7.754740494192447e-08,7.84099552220141e-06,0.4917542845010757,0.0003459978441242129,4.634403612726601e-05,1.4616278485846126e-05,8.114991651382298e-05,0.6115642547607422,6.857579677443938e-07,1.4507026513399524e-08,1.0324987397325459e-05,2.433121313316633e-08,1.1492770113363804e-06,7.109167455610078e-07,1.2351790928732954e-06,4.501413974900004e-09,9.256576902316738e-07
priorregion1_spot_39,1.141086450218154e-07,6.385252016016807e-09,1.4696422795168473e-06,1.6185786306858063,4.391610195852991e-06,3.6341925806482327e-06,2.253947775443521e-06,2.859078426808992e-06,1.1506670489325189e-06,9.870540509382409e-08,5.255997592712448e-09,6.381858923987238e-07,0.00022230896356632,1.743092091999188e-07,7.233517749227759e-08,4.139746714315606e-08,1.4893404842730718e-09,4.138715627988177e-08
priorregion1_spot_40,2.061813438558602e-06,3.1136184119873175e-08,5.4411406381404965e-05,0.282336200773716,4.2470742118894127e-05,7.776928796374705e-05,2.1208070847933413e-05,2.664863368408987e-05,0.7067850112915038,2.1026491822340177e-06,8.39352125581172e-09,2.539620700190426e-05,3.438848565906483e-08,1.9121157379231593e-06,8.516310685990903e-07,4.6746692845545117e-07,3.119136671170253e-09,5.962584396002058e-07
priorregion1_spot_41,1.1917596623334247e-06,4.745567920849681e-07,1.8225930762127974e-05,0.13821879997849465,0.032433387637138364,0.00053823521011509,9.7563465260464e-06,9.380378178320825e-05,0.7000849425792695,8.202880906083011e-07,9.722388849553455e-09,0.00023020293738227338,2.996586951908853e-08,1.0825402523551021e-05,4.1489213344902964e-06,3.637163217717898e-06,1.1482011652574899e-08,1.768042568528472e-06
priorregion1_spot_42,1.2372759670142841e-06,5.542464585062135e-08,9.222903315730947e-07,4.24269269387878e-06,2.810803277952801e-06,3.599243643748196e-06,2.5933739721040187e-06,1.618288952158764e-05,1.0690117239952088,1.5857806161534428e-07,6.821778386623123e-09,4.938643201057857e-06,1.008997454476912e-08,2.4391664510403643e-07,1.881878588960717e-07,2.718650222277574e-07,3.88654080030193e-09,3.537500475658817e-07
priorregion1_spot_43,3.1080743951861227e-07,1.1192887789945871e-07,3.272971352998866e-05,0.10520746670663357,0.07257048450410367,7.748828538751695e-05,2.95612504487508e-05,9.360479671158828e-05,0.871611550450325,2.7256128532826555e-06,4.9706938807503316e-05,3.433834499446675e-05,7.224756650714426e-08,2.12421208516389e-06,3.218454321540776e-06,4.47387105850794e-06,6.540772545804431e-09,3.0890252560311637e-06
priorregion1_spot_44,0.0005488783877808601,3.0953480667506035e-08,3.1626991017219552e-06,1.4369213163852692,4.556479825623683e-06,3.821216932919924e-06,1.8841168298422418e-06,3.7824042578904485e-06,6.348479189455248e-07,1.0827109200306497e-07,1.0572785598128576e-07,2.1427653905448095e-06,6.763225179895473e-08,6.314751715308376e-07,1.6604292767397056e-07,1.047026373157678e-07,3.4897301826042335e-09,1.677899049923326e-07
priorregion1_spot_45,6.583707744312051e-07,3.5222080185803865e-08,1.9522928323567615e-05,0.4058473244309425,2.5307328905910252e-05,3.958995621360373e-05,1.1648919053186547e-05,2.753765274974285e-05,0.8355178713798522,3.028727135756526e-07,1.7864118895261073e-08,9.448371201870033e-06,1.4635674849827752e-08,1.2200951459817589e-06,6.920329951753956e-06,1.0985855283252022e-06,9.88886106334519e-09,1.466816428319362e-06
priorregion1_spot_46,1.925014551318327e-07,2.324166503697711e-08,0.0007801736996043473,0.5214426964521408,3.0327815238706535e-05,8.909699572541286e-05,0.0003656842061900534,0.0004967940534697845,0.44948276728391645,6.961595829579892e-07,3.426197565659095e-08,6.444476321121329e-06,1.9531488959501075e-07,1.3939077177838045e-06,6.084025670816118e-07,5.737378671710758e-07,6.105194372274525e-09,7.010516611671846e-07
priorregion1_spot_47,2.6395166230486216e-07,1.982818433887701e-08,5.496253161254572e-05,0.5737683475017548,5.199765910219867e-05,0.007222123397514224,6.221604126039892e-05,5.4573675697611186e-05,0.9214427292346954,5.768910256165327e-07,8.269696261109516e-09,1.77102726411249e-05,5.134389553518304e-08,1.7281926773193846e-06,9.068086114893958e-07,3.3057791313240166e-07,1.5501964867326024e-07,3.388243342783426e-07
priorregion1_spot_48,4.008466888194562e-07,2.9879633984819525e-07,0.023075435683131217,0.5980567902326585,7.569294211862143e-05,6.20089027506765e-05,1.1264985050729591e-05,5.412172813521466e-05,0.7476535320281983,2.7805396712210497e-06,1.0264756156175281e-08,2.7491562286741102e-05,7.698081212481611e-08,5.527434950636234e-06,2.3370905182673598e-06,2.448035120323766e-05,1.313064665886543e-08,1.0708149943639001e-06
priorregion1_spot_49,4.0214005565530896e-07,2.811839818761541e-08,0.02414732780307531,0.2612047642469406,5.824205345561495e-05,8.095490520645398e-05,2.2553101644007256e-05,0.0003236533812014386,0.831220293045044,5.527270303673504e-07,9.869301358378379e-08,9.996929657063447e-06,1.3935395859476785e-08,3.2615625627840926e-06,5.626546624171169e-07,2.047063628651813e-06,4.013870746888415e-09,1.1892157772308564e-06
priorregion1_spot_50,7.718782939036828e-07,2.609161926514503e-08,8.888831689546353e-06,0.46837705224752424,2.9280518629093424e-05,3.879479700117372e-05,3.6947182343283204e-05,5.6892121938290076e-05,0.9506349980831147,5.376667360224019e-07,9.35399038226592e-09,1.690205535851419e-05,1.877221285084829e-08,1.6258378821021326e-06,1.225420112405118e-06,5.120521990420457e-07,8.771940009921764e-08,3.4135066897533764e-07
priorregion1_spot_51,2.794868805722217e-07,7.239066661668403e-08,5.8424527196621063e-05,0.2782557368278504,3.511371123749996e-05,0.00016334318279405126,6.29899126579403e-05,7.526204535679426e-05,0.9457379758358002,1.2408956706622123e-06,1.3278708443920095e-08,5.49998119367956e-06,2.1306361475126322e-08,1.4790339719183978e-05,6.79803224556963e-07,1.023342531425442e-06,3.5830325040286936e-09,1.5370840685591246e-06
priorregion1_spot_52,0.0001685960487520788,9.70679177925149e-08,1.7527804266137538e-05,0.5520407527685166,9.237575322913473e-05,3.565989645721856e-05,0.10558364614844323,0.033771327883005145,0.7487390249967575,6.528460772869949e-07,1.67319260668819e-08,9.17761353775859e-06,3.975714903958761e-08,2.5657489800323673e-06,6.662475527718926e-07,1.2123002477437694e-06,2.72235405773813e-08,5.01554966092499e-07
priorregion1_spot_53,5.462890698026967e-07,7.294388595369127e-08,1.9257933945482365e-05,0.4677743062376976,2.855612319763168e-05,2.886449738070951e-05,1.9536329727998236e-05,7.169732889451553e-05,0.878757205605507,5.102888917463133e-06,1.022181450593962e-08,0.0003012887449585833,1.1867395492970445e-07,1.6706546739442273e-05,2.417165285351075e-06,0.0004677601755247452,1.6177113826287843e-08,1.8528687235175312e-06
priorregion1_spot_54,2.685810656544163e-07,5.612335662874557e-08,5.033367087889929e-05,0.4675397157669067,7.213160206447356e-05,4.97839415402268e-05,0.04608121961355209,0.00010928464398602955,0.863968214392662,9.114292993217534e-07,4.569395661846443e-09,6.446301063078863e-06,4.8678970898663476e-08,5.648332717100857e-07,4.861279563783682e-07,9.525631696760684e-07,1.1440352620795124e-08,4.726804220922532e-07
priorregion1_spot_55,1.6996234194266436e-06,6.808047530171279e-08,1.82792349733063e-05,0.4318698182702065,0.00012037641099595931,0.00019817672291537748,9.464561981076258e-06,9.483378089498728e-05,0.4099549263715744,2.6807237986758994e-06,7.550879788098543e-09,1.272989852623141e-05,7.191110782400757e-08,4.603695811056241e-06,4.603272964232019e-06,2.0157635844952893e-06,2.639095644241252e-08,1.4910118466104907e-06
priorregion1_spot_56,2.2905322367705596e-07,3.71652291164537e-08,7.350754003709881e-06,0.4007148310542107,0.0001961794921953697,0.0001752638228936121,0.00011968277758569457,0.00014789879060117528,1.221041387319565,2.0171664004919877e-06,1.6566011851182338e-08,0.00016151381569216028,3.039646241376204e-08,9.983168320104597e-06,1.1654718628051342e-05,2.564178964803432e-06,8.573717202864373e-09,1.663744183133531e-06
priorregion1_spot_57,1.4819483666883572e-07,3.432040021067451e-08,4.739048890769482e-05,0.567324298620224,3.008689172929735e-05,2.1938472218607786e-05,1.1535164139786502e-05,8.441990285064095e-05,0.6640775203704834,5.598953407570662e-07,9.158768898842596e-09,5.200311375119782e-06,1.8523345943322056e-06,1.9913510186597706e-06,3.604538662216328e-07,4.1949647453520813e-07,5.0250777317018e-09,2.1655679915966175e-07
priorregion1_spot_58,2.9602486222302106e-07,1.7279493391697542e-07,0.00014184993706294337,0.48702094256877904,0.00010480445198481902,0.00023818503032089212,2.6090387837029994e-05,4.217816876916913e-05,0.5863645493984222,6.106574232944695e-07,1.0075283496391307e-08,5.8086291210202036e-05,2.5085371646582645e-08,6.805634911870584e-05,7.61101716761914e-07,7.570626365804856e-07,7.62887926164524e-09,1.6519973826234491e-06
priorregion1_spot_59,4.849039100918163e-07,3.8221763531964825e-08,1.3937394578533715e-05,0.31693486273288723,4.972230653947918e-05,5.491318206622964e-05,0.00011666873178910463,0.0368919175118208,1.0245561718940734,6.35823607808561e-07,8.95425888991497e-09,2.2238384826778207e-05,4.1821198415448185e-08,1.32427246626321e-06,4.0718009813645035e-06,7.4438717092562e-07,8.477703872245002e-09,5.336331554417484e-07
priorregion1_spot_60,5.384020073506691e-06,2.0965420972629546e-07,1.2146565177317825e-05,0.3733928740024567,5.822132497996791e-05,4.9676120033836925e-05,7.676035170334217e-06,3.4757231151161254e-05,0.570217153429985,7.697863509292803e-07,1.0549889228883558e-08,8.82216977515782e-06,4.701916527238837e-08,4.459376918930502e-06,7.542571324847814e-07,1.0915050950188742e-06,2.524685571714258e-08,6.471846461408858e-07
priorregion1_spot_61,3.1429709679287043e-07,3.278681415253004e-08,9.965616982299252e-06,0.4093523234128952,0.00021741111922892744,5.429942630144069e-05,0.00048062357527669527,3.924994598492049e-05,0.8234266608953476,5.746623315872057e-07,7.506959409653291e-09,7.180853936006315e-05,2.0659357424790416e-08,3.3654407047833956e-06,7.73267498743735e-07,7.389861224282867e-07,1.1035959923688665e-08,4.4561528511621873e-07
priorregion1_spot_62,0.0003309059320599772,1.1695449630977349e-08,1.5552091008430582e-05,1.6459531980217435e-05,2.5297957199654776e-05,5.941687832091702e-05,3.377966440893942e-05,8.182845122064465e-05,1.4841791629791259,4.370175830104017e-07,8.124313799484641e-09,1.3070413785953861e-06,1.8659455580660734e-08,2.887384624727929e-07,2.414953989671176e-07,2.493951129167726e-07,4.605371795030066e-09,2.604080620471905e-07
priorregion1_spot_63,0.00232113148085773,8.134981790419714e-08,3.043305205210345e-05,0.6105322450399399,0.00011436596541898326,3.6338428799354006e-05,2.2855365477880697e-05,0.04107151590287685,0.3071659117937088,7.425538171901282e-07,2.4517772878596133e-08,0.0001297920316574164,3.616484320900782e-07,3.073016478083446e-06,1.8598000394831616e-06,6.591843458636505e-07,2.0849528858946088e-08,8.744444187414047e-07
priorregion1_spot_64,6.696437537812018e-08,2.5368617517784743e-08,2.832594179835724e-06,1.545621380500961e-05,6.983433081586554e-06,1.839760088842013e-05,1.205688145091699e-05,1.8425334474159175e-05,1.293137115240097,1.6736867607392013e-07,3.829198069738028e-09,9.422265111425079e-06,1.5527467667197927e-08,5.987314892763607e-07,2.621799538360392e-07,3.270002494559776e-07,5.122325053008581e-09,1.0865924799929873e-07
