,q05_spot_factorsAstro,q05_spot_factorsEndo,q05_spot_factorsL2/3 IT,q05_spot_factorsL4,q05_spot_factorsL5 IT,q05_spot_factorsL5 PT,q05_spot_factorsL6 CT,q05_spot_factorsL6 IT,q05_spot_factorsL6b,q05_spot_factorsLamp5,q05_spot_factorsMacrophage,q05_spot_factorsNP,q05_spot_factorsOligo,q05_spot_factorsPvalb,q05_spot_factorsSncg,q05_spot_factorsSst,q05_spot_factorsVLMC,q05_spot_factorsVip
priorregion1_spot_14,0.0936927616596222,1.4407926443027467e-07,2.797275783450459e-07,4.091736400368973e-07,1.9969383728835061e-07,1.0083481924993976e-06,1.0229881695522637e-06,3.3472928180344756e-07,7.246179023923105e-07,7.950480210183742e-07,5.5736682291751554e-08,7.172502932917268e-07,3.828092968463898,7.343407872895114e-07,4.4385922848277914e-07,4.985245055877385e-07,1.5167943558935804e-07,6.549321369675455e-07
priorregion1_spot_15,0.027270880248397588,3.868681126562024e-08,7.913538908610463e-08,1.8153440706214496e-07,1.312313322898717e-07,2.604828893026934e-07,3.174428528041062e-07,6.845645224018426e-08,1.5713882390855362e-07,5.470911958127545e-07,1.5714397250121694e-08,2.7207311035226664e-07,2.1915961623191835,2.9860287753535886e-07,1.0588938792466254e-07,7.125662442319937e-08,1.41935725839204e-08,2.164535231941045e-07
priorregion1_spot_16,0.048459577932953836,5.227756537351525e-06,3.870959142204812e-06,2.76013653319751e-06,2.7191850222152428e-06,2.178032327719848e-05,5.588266276390641e-06,5.179559002499445e-06,2.7360309286450504e-05,0.0021872831974178554,1.1152587227059031e-07,1.1133261796203444e-05,3.454756665229797,3.3676427051432256e-06,0.0012802535900846123,1.5752265653645739e-06,1.526445288391187e-07,5.556722021538007e-06
priorregion1_spot_17,0.9203663319349289,2.9375551235943936e-08,9.974501118392711e-08,1.1428453632333912e-07,1.770120654498442e-08,1.1097296308548722e-07,2.0606347277407623e-07,3.781126256541256e-08,9.731454397865492e-08,1.0888788040119835e-07,0.00011252121003053616,1.3019167468542037e-07,1.841615468263626,9.331827790504122e-08,1.1156060857331341e-07,3.0016534502408375e-08,1.8382009603357118e-08,8.803139692759033e-08
priorregion1_spot_18,1.5899770975112917,4.867792284812822e-08,7.28090749362309e-06,0.00034614254400366917,7.780770420140471e-06,5.721818047277339e-06,0.38079423606395724,1.0751887793958304e-05,2.663401369318308e-06,0.0001418097126588691,8.576146655059347e-08,7.864072176744232e-06,1.8951404690742493,3.6812513599215893e-06,1.7635861297549127e-06,1.2900710544272444e-06,1.0699996302321325e-07,3.0848704568597896e-06
priorregion1_spot_19,0.41426307857036593,1.4852350531668893e-07,2.2264485224354758e-07,8.167597258079696e-07,4.365027436392666e-07,1.2783647662217848e-06,4.426544620628193e-07,2.264288752940047e-07,5.027174438509974e-07,6.15203208553794e-07,4.682517769083461e-08,1.3944709280622196e-06,2.8379743695259094,3.986593384297521e-07,4.187523046539355e-07,7.44997144863646e-08,1.0442494939866266e-07,9.013731926188484e-07
priorregion1_spot_20,1.2328808307647705,4.2539208422454064e-08,4.8442270639270646e-08,6.777920020795136e-08,2.2178468395139816e-08,6.90930534119616e-08,1.0591540871018878e-07,5.017997626310944e-08,5.4240620706025315e-08,5.2689757801260844e-08,1.8356052233770015e-08,2.150129752465091e-07,1.8663495004177093,7.852743344471946e-08,8.105397562019335e-08,3.0020214314419036e-08,1.8794790079823544e-08,7.168744460273047e-08
priorregion1_spot_21,1.165772521495819,1.0060099491226994e-07,7.465414427088036e-07,6.676067613398119e-07,4.3692690923080594e-07,3.4957737057084163e-06,2.2145884940982795e-06,7.2515632325576e-07,1.2396503450418095e-06,1.349923963971378e-05,0.00047328744258265946,2.3006230435385083e-06,2.3438741326332093,1.8270277848841944e-06,1.008407394920141e-06,8.148668229068791e-07,8.982021526549033e-08,1.1445221900885372e-06
priorregion1_spot_22,0.4060473129153252,4.5985361225575615e-07,4.063221308570064e-06,3.070619811751385e-06,5.001727595299599e-06,0.0004058452570461668,1.4707070931763157e-05,5.683945119017153e-06,2.6721950962382835e-05,4.217365822114516e-05,2.2660596278001323e-05,0.00028745349991368127,3.3294257521629333,0.0014293921878561378,1.7243699403479695e-05,2.500319105820381e-05,3.833031641420348e-07,4.122678728890605e-05
priorregion1_spot_23,0.9162648022174835,1.0108672086062145e-06,1.2321121084823972e-05,0.02116040112450719,0.00010683954387786798,0.04377635270357132,0.08902604095637798,1.730235753711895e-05,0.00024581444158684463,2.301374388480326e-05,1.9028135156418105e-07,0.21124072596430776,2.4035339832305906,0.0005300394375808538,4.919650655210716e-06,0.00022251855916692877,2.569270336039154e-07,1.1704988128258265e-05
priorregion1_spot_24,1.5254104793071748,2.2672065256301723e-07,9.479507468768134e-07,1.8730162992142143e-06,4.1717554779552305e-07,6.485158064606366e-06,1.6045083668814188e-06,1.2096173747977445e-06,4.2917167775158305e-06,0.0005645614495733754,9.130023279624312e-08,1.3654017084263615e-05,3.3333934426307676,5.391825720835187e-06,1.615967875068236e-06,1.7177772235754674e-06,1.7418985862605043e-07,1.5848493433168187e-06
priorregion1_spot_25,0.6202771544456482,4.775213344743179e-08,1.993967522651019e-07,1.6294030373842362e-07,2.494004348818635e-07,5.480353735265454e-07,3.429906655583182e-07,2.146904044764142e-07,2.7170480052518544e-07,4.015658547018575e-07,4.847698367171915e-08,6.40841903987166e-07,2.1307158827781674,5.925167915847852e-05,1.0924766584707869e-07,3.438892360918544e-06,3.07608189586972e-08,6.947857372097133e-07
priorregion1_spot_26,1.9886206567287446,1.5168907339102589e-05,1.2716664201661843e-07,2.766893942407478e-07,2.3309077974431607e-07,5.296313275948705e-07,2.4785397130244745e-07,2.8594354830602245e-07,1.6131604496649743e-07,1.8335006828351653e-07,4.188791429271532e-08,6.938251289057009e-07,1.8585286736488342,1.762395243076753e-07,1.4517589761453566e-07,0.00011524202054715716,6.155589233003411e-07,1.3559735592139078e-07
priorregion1_spot_27,0.07568438015878201,4.312857786459291e-08,3.5034445602377676e-07,4.0148132285366955e-07,4.947397400201226e-07,9.182877761304553e-07,1.0716159465573583e-06,4.939895944744421e-07,1.2249135124875467e-06,4.782305708772583e-07,3.867631566123464e-08,4.040158432871976e-06,2.4343306541442873,7.264791122452153e-07,4.1895501965427697e-07,7.680684888100588e-08,4.1341569634312235e-08,1.07197203647047e-06
priorregion1_spot_28,0.3015280500054359,1.1652546021423404e-07,1.2856461989940727e-05,2.750648241089948e-06,1.1407355168557843e-05,1.0140185077034403e-05,2.142307232588792e-06,7.762833706692619e-06,0.03074754849076271,3.442569914113847e-06,5.377792735572484e-08,7.280992213054561e-06,1.6337259769439698,4.739940368381213e-06,3.390064866835019e-05,5.363924810808385e-06,4.367235447944041e-07,5.105289869788976e-06
priorregion1_spot_29,0.9641215205192566,2.035467874250685e-08,4.175805116801712e-07,1.848678429894335e-07,2.3313120394163892e-07,4.448596371275926e-08,1.9995820323970293e-07,2.502530577430662e-07,3.954006174922142e-07,2.4358276551339487e-08,7.861825568333816e-09,1.2093383610078946e-07,0.7360107511281967,4.389520444902928e-08,2.119967312808058e-08,3.573636302434125e-08,7.833255288858254e-09,7.486291409009027e-08
priorregion1_spot_30,0.09250894412398339,3.17419211626202e-07,3.0801173352301705e-06,3.269387400450796e-06,3.3093854426624606e-06,2.471141706337221e-05,1.919745573104592e-05,2.5398172283530586e-06,5.619654939437169e-06,1.6890748156583868e-05,2.1863751697992487e-07,0.00044105531414970753,4.428415656089783,1.3684848272532691e-05,4.2812184801732656e-06,5.757229445180201e-07,2.383501296776558e-07,6.126875109657704e-06
priorregion1_spot_31,0.2682591423392296,6.591492329732776e-08,3.17786727919156e-06,1.0187815450990457e-05,1.664336614339845e-05,6.123815705905146e-06,3.686880438635854e-06,2.7496991719999645e-06,2.494477703294251e-05,1.4847723696220784e-05,3.0365865999471e-08,5.616510202344216e-06,0.9382178992033005,1.7609872031698617e-06,1.9055003690482408e-06,8.459102809865726e-06,4.63706975040168e-08,7.994582801984508e-07
priorregion1_spot_32,0.06925356276333332,7.719530472627412e-08,6.050742996421833e-07,5.509193925945511e-07,2.3023731614557622e-07,1.389722939393323e-06,3.4466507088382063e-07,2.7750483155841726e-07,1.3345220111204983e-06,7.828343825622141e-07,5.138642666935312e-08,7.910582496606367e-07,2.8496778130531313,1.4124864833320319e-06,4.076547000408937e-07,2.0352720611072073e-07,9.288867381940237e-08,5.0167614062957e-07
priorregion1_spot_33,1.3861024498939514,1.6662098190067814e-07,1.00859350823157e-05,2.007530956689152e-05,3.789688400956948e-06,1.854393267421983e-05,0.13360864743590356,8.43011475808453e-06,7.11912030055828e-06,2.4714633354960827e-06,5.7202799297328964e-08,4.181094700470567e-05,2.1959492325782777,4.339022552812821e-06,3.942597663808556e-06,6.478595565795332e-07,1.2435471035132651e-07,2.321758495327231e-06
priorregion1_spot_34,1.141508549451828,7.77729724177334e-08,5.318152858535542e-07,7.447723561426756e-07,2.57923238677904e-07,1.4014328144185131e-06,9.475971211259093e-07,4.724975497083506e-07,1.6787856225164433e-06,1.206235162953817e-06,9.849097921232897e-07,1.6435998418273811e-06,2.5323148846626284,1.340272262950748e-06,9.296893580312827e-07,2.82150095642919e-07,9.642302032375482e-08,9.741705071064644e-07
priorregion1_spot_35,0.4332422524690628,3.481621590140094e-07,1.370451600450906e-05,2.312154711034964e-05,6.853207523818129e-05,0.00025096479075727986,9.713055369502401e-05,2.291371929459274e-05,0.018242361675947904,0.0008088032918749378,2.835345100038467e-07,0.0006106972869019955,2.8786622405052182,0.002964241232257336,7.284078383236192e-05,1.659250501688803e-05,3.530577055244066e-06,5.901919030293357e-05
priorregion1_spot_36,0.030320867337286474,3.000929060803515e-08,5.988472821627511e-06,1.5773684390296693e-05,1.4486279815173475e-05,1.5055214316817002e-05,0.2215190827846527,6.805466182413511e-06,1.4166891730837963e-06,4.0124260465290716e-07,1.4951698501519675e-08,1.4452258892561076e-05,1.3291889369487764,2.3992941919459552e-06,7.730845908326956e-07,1.036206236904036e-06,2.518171742238451e-08,1.4079903962738172e-06
priorregion1_spot_37,0.031466147489845754,1.600634362830533e-07,1.7488528882836363e-07,1.23936703033678e-07,6.109518686514548e-08,2.605823354429049e-07,1.1897368281665878e-07,8.881660065185316e-08,1.5451213073447433e-07,3.79826362006952e-07,9.98044296096623e-09,5.31943226178555e-07,2.3954105019569396,1.7556260019091498e-07,1.9298254159139108e-07,7.606531617909696e-08,4.821941939070484e-08,1.290011937271629e-07
priorregion1_spot_38,0.00029981623083585873,2.175283313476939e-08,9.507070529934936e-07,1.8795676908212045e-06,4.0899889654610895e-06,0.0001273901900276542,0.22786413058638574,1.3171572959436161e-06,4.12311062518711e-06,1.499949763683617e-06,2.658230071617141e-08,4.001193360636535e-06,1.8412605881690978,1.1642646484233412e-06,1.2213155855533842e-06,8.449434744761675e-07,3.561623262982039e-08,7.608819402094014e-07
priorregion1_spot_39,0.8601565152406693,8.929944392832568e-08,2.1116886728123063e-06,1.5543183189947742e-05,1.6351813940218563e-06,7.802505479048705e-06,5.842659243171511e-06,2.350263309836009e-06,5.702236489923963e-06,5.909727747166471e-06,3.5235410145162405e-08,0.00046929193049436433,1.4538053631782533,1.2253901422809576e-05,1.2709235875263404e-06,6.25823461177788e-06,1.0759974671259443e-07,0.09279834292829037
priorregion1_spot_40,0.07631488107144832,9.656668424895542e-08,4.693560086366233e-07,7.650287216165453e-07,5.409405190448524e-07,1.150195714672009e-06,6.229701057236526e-07,9.422034054296093e-07,5.533291385972915e-07,3.604153647529529e-07,9.85636589234673e-08,7.448630185535877e-07,2.5112420558929442,1.0548091950113304e-06,3.922560182445523e-07,6.941542324057083e-07,8.274174767564091e-08,0.0006551596248755232
priorregion1_spot_41,0.0869091261178255,1.367857016987273e-07,6.455706653696325e-07,5.717807539440401e-07,5.737245032833016e-07,9.211746464643512e-06,1.8180830011260697e-06,6.57828235262059e-07,3.0408673751480824e-06,5.31980754203687e-06,3.185619716532529e-05,2.465299974119262e-06,3.018189001083374,3.7003606621510696e-06,5.9245547163300215e-06,8.384489945001405e-07,2.2396552310510744e-07,2.4947022325250144e-06
priorregion1_spot_42,0.03933020569384098,2.8912038363415608e-08,1.4649670134758708e-07,1.0732482849107328e-07,1.2403314144648903e-07,2.487448327315178e-07,2.035637976405269e-07,1.0410495505652763e-07,2.0181052775569697e-07,1.4134109136421105e-07,1.0736043476455849e-08,2.2906927483745678e-07,2.045983350276947,1.4433678288128252e-07,2.0476643030065135e-07,5.258105169048122e-08,2.7353312592737216e-08,1.9242404150077164e-07
priorregion1_spot_43,0.15528043881058695,2.7366494581571035e-08,9.38293212016106e-08,1.6088718766127385e-07,4.241696611728685e-08,3.806872143741202e-07,1.3731033163821848e-07,1.2453377706833635e-07,1.9408192031278304e-07,2.3140717786418463e-07,2.8102805949004052e-08,1.7991333436384594e-07,2.3834141850471497,2.1027300292075782e-07,1.0833453210068456e-07,1.5118239318212546e-07,4.948799734449949e-08,1.4050616101712876e-07
priorregion1_spot_44,0.0020223124185577033,3.993192230211662e-08,1.2670873204001511e-07,1.7899525488473956e-07,1.1153192787105583e-07,1.8757689019821557e-07,1.0079547436703251e-07,8.98594926468377e-08,1.161903959712163e-07,1.0886101939888705e-07,1.0243186432390417e-08,2.2227903073712696e-07,2.629451787471771,2.7281325571948405e-07,6.959830578523452e-08,1.7427568295147468e-07,1.4952766775877537e-07,1.537233536907934e-07
priorregion1_spot_45,0.12357826270163058,7.843587991374079e-05,2.8732688292620877e-06,1.3683027873412358e-06,1.580333969286585e-06,2.947122686691728e-06,1.2622809322238029e-06,8.952524922278826e-06,1.1647351698229614e-06,2.2343181740325235e-06,4.85293460528169e-08,2.3361430180557364e-06,1.6606220304965973,1.0413361394512322e-06,0.002303006546571851,1.1969215847784653e-06,1.4377308616531082e-06,3.3616690302551433e-06
priorregion1_spot_46,2.147348237037659,0.0017290440911892802,1.0248297485304649e-05,1.1763080738091957e-05,1.1752014415833404e-05,1.1678750479404699e-05,1.4028154646439365e-05,1.8903437648987165e-05,0.00017851408701972105,1.023961754071934e-05,2.2596957251153072e-06,2.2580333006771983e-05,1.0877434611320496,3.0266152293734196e-06,1.5258359098879739e-05,3.836278131075232e-06,2.503892979177636e-07,0.06858194544911385
priorregion1_spot_47,0.006947995629161597,4.605172936322788e-08,1.1747400243677932e-07,2.0108168001797823e-07,1.5816684069136499e-07,3.5791815804486766e-07,1.893446274436883e-07,1.5508695909716156e-07,1.9775737669647242e-07,3.775991103793786e-07,2.222217734271226e-08,7.569250840333553e-07,2.6387393474578857,2.6198344045269555e-07,3.7159574617362523e-07,1.0100802434465095e-07,3.1097055170903336e-07,5.164685518366241e-07
priorregion1_spot_48,0.08794458284974098,4.102729803889816e-07,8.110862518151407e-06,1.3760310184807168e-05,5.677531930814439e-06,9.575469130140846e-06,8.864742494552048e-06,9.076993001144728e-06,6.986236667216872e-06,8.822904328553705e-06,1.3042702065035883e-07,8.373273267352488e-05,3.497159159183502,0.00013235567894298586,3.7719024930993327e-06,0.00018625219163368457,1.5343624184538388e-07,6.875193662381207e-06
priorregion1_spot_49,0.1758791171014309,2.8576719390827065e-08,5.1610010487479485e-08,1.4223304702909443e-07,1.203671505578541e-07,7.113508431189076e-08,4.032150879851315e-08,3.3536109356191445e-08,4.29240520460894e-08,5.7791513619065424e-08,2.6533979902154672e-09,1.984558601009212e-07,0.6155903071165084,7.139996363036972e-08,3.2834034335849085e-08,5.317269984317363e-08,1.8147318137096136e-08,3.368612127019332e-08
priorregion1_spot_50,0.01371761024929583,2.027763123635396e-07,4.361381016337873e-07,5.863670139660827e-07,2.0866233327865304e-07,1.0061844420761191e-06,9.337134940778924e-07,3.7942015325143074e-07,6.228272297903459e-07,9.662801289778145e-07,4.1301680298033716e-08,3.617730135374586e-06,3.4554529190063477,2.030835196364933e-06,5.277425060512541e-07,1.3505378930744883e-07,6.665903491409609e-08,2.3728804762868097e-06
priorregion1_spot_51,0.0005904986202949658,1.0898461377806259e-08,9.474160300726453e-08,1.1858553534693783e-07,1.4167154489541644e-07,2.625417309332079e-07,8.162992735094577e-08,2.269021400991278e-07,1.5201677214804479e-07,3.2824924005581125e-07,4.396179864585293e-09,1.6069451262978874e-07,1.8444234371185304,4.2179324509561414e-06,1.5803762920540976e-07,2.620643115847088e-07,1.3721193869997707e-08,3.7552621563463616e-07
priorregion1_spot_52,0.6044864475727081,6.045266403020834e-08,8.248544702382789e-07,1.1971369076491102e-06,2.5221963369403967e-06,4.186359410596196e-06,9.339635596461449e-07,5.139703290524267e-07,1.8928523502381724e-06,7.1332002789858965e-06,3.295453634422074e-08,5.921848173784384e-06,2.0703805327415465,6.084748656576267e-06,1.0497668597508895e-06,2.507177782717918e-06,7.452367043470077e-08,2.7148553044753503e-06
priorregion1_spot_53,0.1438512496650219,1.5154932455629936e-07,1.2897968326797127e-05,4.7098988488869516e-06,2.274532580486266e-05,3.868437524943147e-05,1.707300452835625e-05,2.1274040864227573e-05,9.266212182410528e-05,5.507382206815237e-06,4.417771890530276e-07,2.231349071735167e-05,2.2883936882019045,1.4177730236042409e-05,5.681655056832824e-06,4.6036278263272836e-06,8.751035835530275e-07,6.2330982018465885e-06
priorregion1_spot_54,1.6179556846618652,3.6996249264120714e-08,6.351780967861487e-08,1.0830950145646057e-07,8.334476824245486e-08,1.7153330773567179e-07,8.243963982579316e-08,6.284847806625749e-08,9.405614029844855e-08,1.2646941485172647e-07,4.38903054345019e-08,2.2983371295026703e-07,2.157565462589264,1.227735367592686e-07,4.5045489294182064e-08,3.5548268506602195e-08,3.4704161322451916e-08,1.5848677676899569e-07
priorregion1_spot_55,0.03989735171198845,1.4632814142601093e-07,5.091474122309592e-07,6.230721993460975e-07,7.416958254680139e-07,8.320558151808655e-07,5.74813958564846e-07,4.137814912041904e-07,6.680583169327292e-07,1.949926745510311e-05,6.887945680489338e-08,1.1708544036537205e-06,3.073419988155365,6.65410557303403e-06,1.1264225520335459e-06,1.0999020048529928e-06,1.232319746691246e-07,7.938071178159589e-07
priorregion1_spot_56,0.07589257247745991,4.7302010663941024e-08,1.2150170078939484e-07,1.5295463029474377e-07,8.025203221961875e-08,1.9479318353887722e-07,1.5807115687493934e-07,1.93998805997353e-07,1.8571401128042456e-07,1.766518280987839e-07,5.300539243080493e-08,5.353630882609651e-07,2.4471561908721924,2.440708513518075e-07,2.764137889244012e-07,1.583091354007138e-07,5.373523038088025e-07,1.8507948169599335e-07
priorregion1_spot_57,1.303936058282852,1.252778145044431e-06,3.2465371259604583e-05,1.2826179363401026e-05,1.5281597097782654e-05,0.0004855077975662425,9.053615904122126e-05,6.637960177613422e-05,0.05142538547515869,1.9625932782219025e-05,3.0488345430512715e-07,3.837776748696342e-05,2.8625072836875916,1.0614853454171679e-05,7.3293626337545e-05,7.472756419701909e-06,7.370552680185938e-07,0.00015542963155894542
priorregion1_spot_58,0.12336969450116157,1.332466524672782e-07,1.0785802942336886e-06,1.7457514502439154e-06,1.0428822633912205e-06,5.973020461169654e-06,5.5078704008337816e-06,9.588606360466656e-07,2.451270779602055e-06,7.367430475824222e-06,5.884406046874347e-08,7.131630150070123e-06,3.0095874428749085,9.116328055824851e-06,1.6066956106897124e-06,1.6169250955044848e-06,7.190520818767255e-08,2.107402667661518e-06
priorregion1_spot_59,0.7499465554952622,9.118771409077909e-08,3.9059706864463805e-07,2.9462755293252493e-07,2.3723509201545317e-07,5.406992244161304e-07,5.131046208362023e-07,2.1837380117517572e-07,9.633209828052715e-07,3.1775291944313725e-07,2.9671570889178158e-08,1.1126075037282137e-06,2.7070036292076107,5.901546813902314e-07,2.5290231775443317e-07,6.785563186895161e-08,6.23662405274672e-08,4.294245286473597e-07
priorregion1_spot_60,0.9932608008384705,3.136814868298643e-07,0.011162212630733847,3.63391168320959e-06,2.484657843524474e-05,1.7651228517934214e-05,1.453872760066588e-05,4.4127814726380164e-05,0.0001247566549864132,3.10203829940292e-05,0.00012110030293115415,3.4107440114894416e-05,1.448888963460922,5.842129303346156e-06,3.78321379685076e-05,3.732740788109368e-06,1.1268000328357177e-07,6.574033841388882e-06
priorregion1_spot_61,1.5044681966304778,3.115564936706505e-07,6.103078248997917e-06,8.262319897767157e-06,3.681047473946819e-06,9.618438571123989e-06,9.267827044823208e-06,4.695576080848696e-06,7.732345193289803e-06,4.334729728725506e-05,2.293922037210905e-07,2.9642984827660264e-05,2.656964957714081,5.398743041951093e-06,6.432116315409077e-05,3.330182280478766e-05,2.1712850539756803e-07,0.014264877280220389
priorregion1_spot_62,0.5157609820365906,3.519101383631096e-08,4.1888285409186213e-07,8.562682779711394e-07,6.078060039271805e-07,4.165456971350068e-07,2.5992618191139627e-07,1.4260730054616034e-07,1.867236200325806e-07,1.3251784503154342e-05,1.9955186925102457e-08,5.476473063481537e-07,1.6339538335800172,2.0556685626615947e-06,7.078856242515031e-06,1.3111090083839373e-06,5.587607319057498e-08,1.0039602329925403e-06
priorregion1_spot_63,0.4313270837068558,5.285745544370003e-07,9.697863561086706e-06,1.2113088450860233e-05,4.366501912045351e-06,7.122544484445825e-05,1.248576418220182e-05,1.0264218735756003e-05,1.453691688766412e-05,0.0002480050694430247,3.0868985732013245e-07,0.0003621466603362933,3.9626829028129578,2.092815093419631e-05,1.9967399657616626e-05,1.3313167255546435e-05,6.506621218704823e-07,9.237932572432329e-05
priorregion1_spot_64,0.00885716094635427,1.261766350069138e-07,8.857078981350242e-08,1.5796128778333695e-07,1.4148552693882268e-07,2.4176579529466833e-07,1.0996935131402097e-07,9.155770150925948e-08,9.29174447605874e-08,1.731404061899866e-07,5.3199610583476457e-08,1.9288590351607128e-07,2.3082157731056214,1.0105449739228335e-07,9.249308519088117e-08,4.927637622387238e-08,4.419454029402914e-08,2.0012354369214337e-07
