,q05_spot_factorsAstro,q05_spot_factorsEndo,q05_spot_factorsL2/3 IT,q05_spot_factorsL4,q05_spot_factorsL5 IT,q05_spot_factorsL5 PT,q05_spot_factorsL6 CT,q05_spot_factorsL6 IT,q05_spot_factorsL6b,q05_spot_factorsLamp5,q05_spot_factorsMacrophage,q05_spot_factorsNP,q05_spot_factorsOligo,q05_spot_factorsPvalb,q05_spot_factorsSncg,q05_spot_factorsSst,q05_spot_factorsVLMC,q05_spot_factorsVip
priorregion1_spot_21,4.688279795646667,1.7815024211387252e-08,1.3597884560567766e-07,1.2519644911890282e-07,1.134684620041071e-07,3.0666590475902924e-07,3.646350123176489e-07,2.1723711043364347e-07,1.2546011660674596e-07,4.5987919961021366e-08,0.000149210784729803,8.238153483830502e-08,1.8051244978778413e-06,1.7105027225738927e-07,8.956481067912136e-08,7.415140004241039e-08,0.0003468461480224505,4.6346877091707485e-08
priorregion1_spot_22,5.428693175315857,1.011078990131864e-06,1.1369915924319684e-07,1.3743619362571735e-07,1.2025975202334396e-07,2.3392522408016703e-07,9.372075560065696e-08,8.970112972406242e-08,5.2337863287732494e-08,7.094011742481144e-08,4.0813103296954974e-08,1.4876106035899284e-07,1.574886391608743e-05,1.5952531811080915e-07,1.3138062300299682e-07,9.936927440890032e-08,2.714397009384584e-08,5.987176319166566e-08
priorregion1_spot_23,2.7692606806755067,1.1232571583974505e-08,2.6637065246859494e-07,1.51766446521151e-07,2.5665204645974886e-07,1.2277926998649494e-06,2.2630706268955695e-07,1.0498909581713179e-07,1.315928095380059e-07,1.5572022888932226e-07,5.977286443581421e-09,5.15867984063334e-07,1.501123826130879e-07,4.938691472489154e-06,3.762228200088202e-08,5.987645891991634e-07,1.0788391069382897e-08,4.3429558971297416e-08
priorregion1_spot_24,4.562498307228089,7.432722037847839e-09,5.997140739566477e-08,6.04588695551911e-08,7.79101426928719e-08,8.34653310022304e-08,1.0947025224083975e-07,1.2971190983535051e-07,2.0618393747895425e-07,6.011391580074133e-08,9.85159664956825e-09,1.215341256965985e-07,2.0363673272072447e-07,5.470764392612182e-07,1.1400414194895347e-07,5.863649796822301e-08,1.0181908649542493e-08,7.603811305045838e-08
priorregion1_spot_25,2.5248434066772463,5.602128938519968e-09,8.826563586694648e-08,1.1513707285359944e-07,1.7897038091518884e-07,1.0185603720458402e-07,1.4200155149524107e-07,9.368408306897891e-08,2.5405113124321588e-08,2.3604040233493605e-08,6.761637516561337e-09,6.237212026860562e-08,1.866386909910034e-07,4.887578839429808e-08,2.008776602835383e-08,5.607004762708812e-08,4.549659671226892e-09,5.670746840991114e-08
priorregion1_spot_26,2.458844578266144,7.630166809491356e-09,8.0974892924246e-08,5.3906522445856816e-08,9.160710980893328e-08,1.3165593699682178e-07,1.1538189710336157e-07,9.834290750632136e-08,2.874383353557164e-08,3.5614346138856945e-08,1.34942911067526e-08,5.793771471473974e-08,0.0001174096847535111,3.523077385381157e-08,2.0600651584601337e-08,5.735670907114354e-08,8.938261863988829e-09,2.603147022384178e-08
priorregion1_spot_27,4.019370889663697,4.4019248335303026e-08,1.251563929827171e-07,1.9849109023084566e-07,4.203986335937771e-07,1.595168825474502e-07,3.1373352697983143e-07,2.06688056891835e-07,1.2549451753329776e-07,7.789054272677732e-08,1.9754145252903758e-08,1.6323839133747242e-07,4.462966307983151e-06,1.4399335555026484e-07,1.1835359110534683e-07,5.992538696375505e-08,2.903020295264014e-08,9.717876281456486e-08
priorregion1_spot_28,4.766031718254089,1.572852443842976e-08,1.4420477185694837e-07,1.2587010971287783e-07,3.090462627142188e-07,2.501003834254334e-07,2.4517964760661923e-07,1.2017805559594307e-07,2.33554084871912e-07,1.7314815181634913e-07,1.5244726458973902e-08,1.2349441576020583e-07,1.248528519681713e-07,3.862536260612615e-07,6.855706935482432e-08,5.8686489090575834e-08,7.110680178001872e-09,7.148368155185381e-08
priorregion1_spot_29,4.585728740692138,1.0815879436520964e-08,4.196793561561663e-08,5.6892646860262634e-08,7.066870502114853e-08,7.654811646773398e-08,4.219960416662616e-08,5.4110651248606716e-08,2.830270187104134e-08,2.4234307005599476e-08,3.1301026126584473e-08,4.6118040941678386e-08,3.577081059802367e-07,5.825380817725545e-08,2.1531180482980973e-08,3.806661812433277e-08,6.171542099586703e-09,5.247249372786201e-08
priorregion1_spot_30,4.862583446502685,6.507558900636924e-08,1.4846892042896801e-06,2.848681219802529e-07,9.320092317466336e-07,2.1692488985536326e-06,1.311229226530486e-06,9.300127373990108e-07,7.119863170146346e-07,1.1545700928650149e-07,3.3339143890032126e-08,5.911800627700359e-07,3.165883455835683e-07,2.043998051703966e-06,1.6153117030626165e-07,3.07201770510801e-07,3.6764443400727485e-08,1.088974318719238e-07
priorregion1_spot_31,3.634111607074738,1.1297975710533593e-08,2.941241902476577e-07,2.795466571114958e-07,4.642717328806612e-07,1.75759473108883e-07,1.92202926285745e-07,3.472031352202976e-07,2.3358228560255156e-07,2.4347596738749643e-08,1.2655958814278278e-08,7.559953161262455e-08,1.1749182284859217e-07,1.1771500894042222e-07,4.69137336978065e-08,4.295947331200978e-08,2.2024933166164828e-08,6.108871772880776e-08
priorregion1_spot_32,3.6581756472587585,7.847373062475071e-09,7.92007895711322e-08,3.5558144304559394e-07,2.829586847497012e-07,1.9747484500953762e-07,1.4631648568297353e-07,8.002181814958932e-08,6.023942784594283e-08,2.9182417549122877e-08,5.7586490243011216e-09,7.156540000607947e-08,1.7930615356931414e-07,8.345454212133064e-08,8.560527220424774e-08,9.177687942951707e-08,6.737908919696167e-09,1.0590553038980488e-07
priorregion1_spot_33,3.4782724618911747,3.088973272724616e-08,3.861209112443476e-08,5.833540566158036e-08,6.113852855094137e-08,6.829951004760915e-08,5.6004524040531583e-08,7.743239081037246e-08,3.638524059823567e-08,7.553345895416897e-08,8.083433344907577e-09,2.7807343094821135e-08,1.1967808575263918e-07,4.1253853305534e-05,3.986136452027722e-08,2.9369320664329736e-08,6.626748616511692e-09,7.011056943895255e-08
priorregion1_spot_34,4.662267446517944,1.060048133716407e-08,2.0744686413110003e-08,2.9492455499990913e-08,6.70670001312601e-08,3.6992897811671806e-08,5.4442257635400896e-08,2.1229035063186076e-08,2.7335599295241766e-08,1.2854082021007684e-08,8.976052612297283e-09,4.288180637246341e-08,4.1988997345754345e-08,3.713708878194666e-08,1.5290425015024313e-08,4.0823662672551115e-08,6.367453031508319e-09,4.133681663631705e-08
priorregion1_spot_35,2.5331749081611634,4.627398020318196e-09,2.9174500948414567e-08,5.848874433667106e-08,1.4673837656076222e-08,9.835681780145933e-08,6.015913385226668e-08,4.679921854489067e-08,2.303831854177929e-08,5.886499856444518e-08,2.1957750728773815e-09,6.324087884479469e-08,4.354687490604192e-08,3.078127885913773e-08,1.7431920085186902e-08,3.777155317408188e-08,1.771743320944097e-08,3.5190505620619206e-08
priorregion1_spot_36,3.9118226766586304,1.7060500834276127e-08,1.2732590661812538e-07,1.3931694482494094e-07,1.5347067403581607e-07,2.623429409709388e-07,2.4356676249226443e-07,1.0672324890492746e-07,1.1546279914398384e-07,5.001706231411163e-08,1.5880316617256085e-08,1.8980764693310453e-07,7.674401096835481e-08,1.3039791184610295e-07,4.786783080135137e-07,6.173839608436538e-08,1.5244296758254454e-08,1.3235317624094027e-07
priorregion1_spot_37,4.106103467941284,6.613582481662662e-09,5.692660902667512e-08,4.780072604404495e-08,1.1572100362400308e-07,1.2078526552272707e-07,5.235115789758993e-08,4.6258493391349026e-08,5.06740093442204e-08,3.1755109475284375e-08,6.331743662713053e-07,5.267512737106017e-08,6.42399703210117e-08,1.2809891671849985e-07,4.047957613551034e-08,4.922012273311794e-08,1.8549741742646123e-08,5.597399113099755e-08
priorregion1_spot_38,2.349869728088379,1.1298782798263574e-09,1.292003318553725e-07,7.126354333308883e-08,1.1014956413646361e-07,8.681438252722274e-08,9.058431267305878e-08,8.737139651771031e-08,2.380988526340389e-08,4.0991500505072055e-08,4.6657780972125815e-09,1.0399741725564127e-07,9.25117333849812e-08,2.0337565143080385e-08,1.8063931435108315e-07,3.638898427027471e-08,3.610431364986511e-09,1.7941168728441428e-08
priorregion1_spot_39,3.9409263730049133,6.252129280959195e-09,2.730028796804618e-07,3.4132459973079677e-06,3.9820207291541016e-07,1.1660128564017214e-06,2.6590014670091475e-07,3.1879394555289766e-07,1.1902450474110539e-07,1.9202335934664916e-07,1.2970026874725705e-08,4.302718252802151e-07,8.850849546604423e-08,1.2741427397600093e-07,1.0427639836052549e-07,7.481098585060408e-08,1.3673359200438994e-08,3.9438192089846784e-08
priorregion1_spot_40,3.427854037284851,5.96894167426143e-09,7.216335795590112e-08,7.910649024722716e-08,5.50711353852762e-08,1.3989168721195713e-07,1.847236092089588e-07,7.602774552140091e-08,6.514669976809272e-08,2.77043196383886e-08,1.4421145522192092e-08,5.908512363816954e-08,1.0425062200170033e-07,6.078514775964551e-08,4.938434070567155e-08,2.5934699543483937e-08,1.3562831702174095e-08,5.7114528573265494e-08
priorregion1_spot_41,2.7651467323303223,6.641623140346554e-09,9.27804826744705e-08,7.505451300460209e-08,9.452939124798833e-08,6.065421018774942e-08,6.315998604122796e-08,3.470601424027109e-08,2.926000792768946e-08,1.911814644373067e-08,9.451021831807795e-09,3.587328425425085e-08,3.48099399971602e-08,1.0836710622186275e-07,2.146253015311572e-08,4.4149299682771924e-08,6.563408083692935e-09,3.031210464854439e-08
priorregion1_spot_42,4.295220422744751,1.3260327103026273e-08,4.576762666630431e-08,5.9492824000528806e-08,2.505421372589467e-08,4.545854430659802e-08,4.925284535772789e-08,2.056714407672189e-08,1.3012842581261459e-08,2.5272502046647108e-08,1.1544207056957135e-08,3.563261561367881e-08,0.00189159368746914,1.9839942666521897e-08,1.7763908299883723e-08,1.9800704542660695e-08,2.2833850987780127e-08,1.8688807745803617e-08
priorregion1_spot_43,3.9812842726707456,2.9545542989950495e-08,3.671865954402165e-07,1.6313573425463804e-07,1.359373726472768e-07,2.017813216070863e-07,2.6825793497664563e-07,2.2634580318481315e-06,8.111964490353785e-07,1.2991034239462352e-07,1.3924268404963415e-08,2.1704890897922272e-07,9.824232662936084e-08,1.2507124949934224e-06,1.1819874785601314e-07,9.538888932070223e-08,1.9666265504980632e-08,7.307792657229584e-07
priorregion1_spot_44,2.334891974925995,9.876877715697677e-09,1.7069895790200463e-07,2.9833466470563507e-07,1.837819453953671e-07,3.763980572557557e-07,2.0995064602402637e-07,1.9701967772789432e-07,6.115716164600827e-08,5.602823414108116e-08,1.8583492789048254e-08,5.8099152333568336e-08,3.5534915667767567e-07,1.0142026489745603e-07,8.122227086460043e-08,1.107609779893437e-07,3.7748781100965805e-09,3.4567073647906454e-08
priorregion1_spot_45,3.915908145904541,2.103925877960933e-08,6.217372661154742e-08,1.2332730250363966e-07,8.951337093776603e-08,8.616907365421866e-08,1.562112323938436e-07,1.1134291781900175e-07,5.363000905589388e-08,5.908738884841114e-08,1.7272341779062117e-07,6.497617128786715e-08,1.4197573250385179e-07,7.103606272096386e-08,9.396308087161742e-08,2.840153925376399e-08,5.797168034504808e-09,2.8568639631743056e-08
priorregion1_spot_46,4.140709257125855,1.6589171458747392e-08,4.675789764263527e-08,4.025697410980911e-08,3.4352727062980644e-08,2.4303878198850273e-08,5.0042905463953965e-08,4.519200462738127e-08,5.1846607007632883e-08,1.640528592972146e-08,1.3350025751535101e-08,2.357920756423937e-08,0.0004435502210981213,3.707714846257204e-08,1.858940024135336e-08,1.3585784230940592e-08,1.6731144114601194e-08,2.0306524817215182e-08
priorregion1_spot_47,6.005114126205445,2.5606239972830735e-08,1.4227130904487242e-07,1.503319026596728e-07,3.2253423682959696e-07,3.652227732686698e-07,2.5952481053082016e-07,1.1415876457476771e-07,9.99222621089757e-08,5.945537910889698e-08,2.8495705794995277e-08,1.0231433869023478e-07,2.596980280600292e-07,1.6187940303780122e-07,1.0761681856763516e-07,1.3739742001916966e-07,3.219730899672868e-08,4.398389563675664e-08
priorregion1_spot_48,4.8510984659194945,2.939861802886412e-08,3.3616475093367625e-06,1.339370004416196e-06,2.040884214693506e-06,7.019513788009135e-07,3.541166393006279e-07,7.762054650584105e-07,3.6863543186882456e-07,4.970044074070756e-07,4.683546279693474e-08,1.461010089087722e-06,6.735523754741735e-07,3.129562045955936e-07,1.9154366697193838e-07,4.3849095590076107e-07,1.1661140615615295e-05,0.00025840691523626447
priorregion1_spot_49,3.832217299938202,1.1779595121552689e-08,1.7049169684923984e-07,1.7823193374510995e-07,6.758344454738107e-07,3.5506481168567914e-07,1.9058398521565324e-07,1.1712404131003496e-07,2.1996711510041678e-07,1.726009728031386e-07,6.54492006901819e-07,1.7775773386574656e-07,1.813204285383563e-07,2.903112630292526e-07,8.209825779204038e-08,2.389582327566586e-07,0.00019788699282798918,6.095445108655896e-08
priorregion1_spot_50,5.118940472602844,4.2717285623439235e-06,8.357909244693929e-08,4.0313020406301807e-07,2.102980879215011e-07,1.9614512112298148e-07,9.355661454435448e-08,1.3742497273483423e-07,5.962913487422839e-08,2.0722255342775497e-07,2.3519418057560416e-08,1.0999000217282174e-07,9.910711810334761e-07,1.5108853617107347e-07,1.5892836913167232e-07,1.253239645393478e-07,2.7044873629478164e-08,6.118245288178059e-08
priorregion1_spot_51,4.412953019142151,5.0251436078951886e-08,6.3670849158370405e-06,2.242827008558379e-06,8.295840143546229e-06,6.243902362257359e-06,6.205419822435943e-06,4.834414612560067e-05,7.3022770720854176e-06,1.1569124012567046e-06,2.8029485577008017e-08,2.662577492174023e-06,3.1403188813783347e-07,3.7181432276156555e-06,1.5594022102050076e-06,5.215513482426104e-07,3.418723792947276e-08,0.0005139214888913558
priorregion1_spot_52,3.122950577735901,4.058411775531567e-08,9.600454262681524e-08,5.106904659157863e-08,5.9537138774601324e-08,8.589321822682905e-08,1.657658479814472e-07,1.0599460864568756e-07,6.218363868271128e-08,1.2536473406044025e-07,1.691658173541555e-08,9.983810329572407e-08,1.8524290297250452e-07,5.308546121796098e-07,4.4328480797162234e-08,2.4583360755059403e-06,1.3737009112446686e-07,9.174067017170273e-08
priorregion1_spot_53,5.007810592651367,7.33044814182904e-07,7.105605952517636e-08,5.452792009918994e-07,3.2448105145022057e-07,3.5694851447942715e-07,2.5821907740919413e-07,2.4398530769076386e-07,8.705860956581546e-08,2.963242386613274e-05,1.5611284567285111e-07,5.428523650152784e-07,2.1537636257562553e-06,3.061840558871154e-07,9.10691159816679e-08,4.5781744120176885e-07,0.0006108268338721245,9.258313937721142e-08
priorregion1_spot_54,3.6289560794830322,1.3246524543930605e-08,2.7035838634503764e-08,9.915745131650056e-08,7.076055688060023e-08,8.443814252245832e-08,7.727492672415793e-08,8.96809527972664e-08,1.6134102338583036e-07,3.34990641448485e-08,1.4213423327191776e-08,1.228968532274166e-07,2.6011982754425846e-07,1.1452046706494913e-07,2.1834090979666598e-08,1.0085198937304086e-06,0.00027514275861904023,3.349550059539297e-08
priorregion1_spot_55,3.50551552772522,8.732436374003781e-09,2.3559975232956278e-07,9.301145524887034e-08,1.8106186416844142e-07,1.8466806963601812e-07,2.0373764257897166e-07,9.946341883448896e-08,8.90924990670783e-08,3.337534799641162e-08,9.654179757490056e-06,1.0288452081397282e-07,1.0938476897592864e-07,8.748389177526408e-08,1.8626622999562416e-08,4.483009092837165e-08,6.335539426416403e-09,4.3987862419214716e-08
priorregion1_spot_56,3.051223075389862,5.265369273921295e-09,1.1906577945808294e-07,2.1721514329442473e-07,4.3798622755275575e-07,7.237384437530636e-07,1.0512431352083243e-07,2.6429244002201815e-07,1.614034189856284e-07,1.9844713392558332e-07,8.118058891781743e-09,2.867656945682029e-07,3.06485953061042e-08,4.793796080093671e-07,1.6505172126812797e-07,1.8698021335694652e-07,1.5182272683489378e-08,1.2805159244067e-07
priorregion1_spot_57,4.525735020637512,9.779764509332268e-09,3.5790674068891805e-08,4.055219822163281e-08,3.680972771036295e-08,8.370623696407622e-08,3.699408743784715e-08,2.8534106011335326e-08,3.954229939040488e-08,1.2431063600715221e-08,9.33623911514303e-09,3.9104076776652624e-08,6.958019973524188e-08,1.0719386587254575e-07,2.4801241949035102e-08,1.709249266568236e-08,8.435919873761579e-09,2.166622152799392e-08
priorregion1_spot_58,4.161508512496948,2.2637820240589696e-08,6.9196515894987e-08,6.81982935901715e-08,1.6983504025347432e-07,7.532032562096446e-08,1.354794825658701e-07,7.827167252116852e-08,4.500732888601533e-08,5.098046820251057e-08,1.086784076065328e-08,1.1091509755090102e-07,2.9632645066612894e-07,1.8623225699343491e-07,3.4189888964419876e-08,5.707513128783149e-08,5.878423330329952e-08,6.170322350840252e-08
priorregion1_spot_59,3.788882386684418,5.844225747786425e-09,1.1088381519641645e-07,9.197447923270375e-08,2.123539196929869e-07,1.3517717931676997e-07,6.33860800292041e-08,5.5612382432457255e-08,1.2082708096272653e-07,1.079724299302143e-07,1.0597519395361134e-08,1.0286364116041113e-07,1.2747375066624047e-07,1.4051173593543357e-07,9.011824566584892e-08,1.442214909275208e-07,5.571264072301575e-09,5.923708261690309e-08
priorregion1_spot_60,4.707488107681274,2.4990490476994863e-08,9.543512646814634e-08,1.6994670772874088e-07,1.414187991599647e-07,2.9242898449410857e-07,9.237078941737309e-08,9.3038467241513e-08,6.681441213629569e-08,3.320981978305326e-08,2.1253875459592563e-08,8.162923634813523e-08,0.0010077636514324694,8.553668884303535e-08,7.988124686164611e-08,5.219812884149633e-08,2.2152139145248393e-08,1.0651822357488072e-07
priorregion1_spot_61,4.883096289634705,2.4756258998337446e-08,3.618732804966385e-07,2.5900568516590284e-07,5.533174515903738e-07,3.504151834476943e-07,1.1318098387391729e-07,1.429275599207358e-07,1.8000164558884535e-07,2.2475364431784332e-07,2.9535355761112218e-08,5.481029266007909e-08,3.633330649677191e-07,1.4498459179890233e-07,1.8557377288175302e-07,9.733488219865194e-08,6.175524056573068e-08,1.6428385052336125e-07
priorregion1_spot_62,5.767456603050232,3.0867305156334623e-08,2.0397288906792714e-07,5.010481828549018e-07,3.7634253828855436e-07,3.090054363497075e-07,3.4395172860968164e-07,4.904025445284788e-07,7.980041658584014e-07,4.2173420098379213e-07,2.2302083113601157e-08,2.716934659474646e-07,2.7092675622952813e-07,1.1249924568801362e-06,3.816398134404155e-07,1.6704714482784772e-07,4.964675035523669e-08,0.0007877391151851044
priorregion1_spot_63,4.628571844100952,5.000198903815089e-08,1.0549762464506786e-06,5.2186203902238055e-06,3.8438066439994145e-05,5.322108900145395e-05,1.7522939197078815e-05,1.4589907823392424e-05,4.068992057000287e-05,5.871905500498542e-07,8.780733757873805e-08,3.1518672358288316e-06,1.699846700375929e-06,4.625774195687882e-07,6.381491004958661e-07,4.473436234775363e-07,0.00021932457239017824,1.7200526016836193e-07
