,q05_spot_factorsAstro,q05_spot_factorsCR,q05_spot_factorsEndo,q05_spot_factorsL2/3 IT,q05_spot_factorsL4,q05_spot_factorsL5 IT,q05_spot_factorsL5 PT,q05_spot_factorsL6 CT,q05_spot_factorsL6 IT,q05_spot_factorsL6b,q05_spot_factorsLamp5,q05_spot_factorsMacrophage,q05_spot_factorsMeis2,q05_spot_factorsNP,q05_spot_factorsOligo,q05_spot_factorsPeri,q05_spot_factorsPvalb,q05_spot_factorsSMC,q05_spot_factorsSerpinf1,q05_spot_factorsSncg,q05_spot_factorsSst,q05_spot_factorsVLMC,q05_spot_factorsVip
L1-L6_spot_11,9.75464377717117e-08,6.525844327143205e-07,4.581348189702795e-09,6.176404610869213e-07,7.965522445374518e-06,1.5334757392793108e-06,5.668413132298156e-06,1.0626647781464272e-05,2.8393613774824194e-06,7.103123863316796e-07,1.6742060324759222e-07,4.516467821957804e-09,5.732975182581867e-07,1.6802310228347779,8.725847289170474e-09,1.680306773721441e-08,4.2566130105115007e-07,9.897511654699545e-09,6.518848181258363e-07,7.555352283361572e-07,2.542215469247822e-07,4.1884769652611455e-09,2.960181996058964e-06
L1-L6_spot_12,5.51663232428723e-08,7.649042288448983e-07,1.1543679745429361e-08,1.466806094185813e-06,7.31165484921803e-06,7.069867501741101e-06,1.5663612975913567e-05,5.161648209650594e-06,3.832700463135552e-06,1.0861691464469915e-06,1.938273285873038e-07,3.77673398332945e-08,7.281734895059344e-07,2.380793273448944,1.6560463134140948e-08,4.552549217606839e-08,2.244292875275278e-06,3.1335517514108346e-09,1.8488281412487597e-07,2.688656309146609e-07,3.4994007904742833e-07,3.4140268612148364e-09,2.240357346749988e-07
L1-L6_spot_13,7.732912834512719e-08,1.3781514326183243e-06,6.676967920782317e-08,4.449600764928619e-05,0.9177162528038024,0.08256868198513985,2.2572256420971824e-05,0.022736322320997714,0.0001858840660133865,1.897786796689616e-05,1.1148493649670855e-05,2.93784351512727e-08,1.2695684404206986e-06,1.051505583524704,7.271429680599795e-08,8.91084994236735e-08,2.7486304929880134e-06,2.896178976641295e-08,7.916831145848846e-06,2.2001335992172245e-06,2.1279856082401238e-05,5.703404482026997e-09,4.887767758532392e-07
L1-L6_spot_14,9.629028738800116e-07,4.6821572823319e-06,4.891180238608683e-09,5.101768442727917e-06,5.4837286143083475e-06,4.085539944753692e-06,0.011001207586377858,1.477019354751974e-05,1.788290171589324e-06,5.466707284540463e-06,1.1555806480600949e-07,1.3918381114308431e-08,3.7166942092881075e-07,2.3780498147010802,2.1468071587094074e-08,3.947029902917621e-09,2.484043068307074e-06,4.7945061920628975e-09,1.781941108447427e-07,1.3746992166829844e-07,6.112371096378411e-07,5.0971634246721474e-09,5.643916409781013e-07
L1-L6_spot_15,2.352147090434187e-08,1.502454983892676e-05,5.9144547037703896e-09,4.708826651267372e-07,2.5349974180244323e-06,8.275608524854761e-06,2.5800346884352623e-05,6.519848784591887e-06,2.4073443455563393e-06,5.164006665836496e-06,4.4413906579166e-07,1.4846412055291581e-08,1.8603711069431485e-07,1.367765659093857,1.060738057390154e-08,2.0116452148499773e-08,1.7377572646637419e-06,1.1868753801991263e-08,2.5882171485136497e-06,4.919038786965757e-07,3.217493471652233e-07,2.6611862380399043e-09,7.299524122572621e-06
L1-L6_spot_16,2.3794122014919596e-07,2.1503583639059797e-06,1.1652866538369723e-08,1.4296865515461832e-06,1.0165902131120674e-05,2.6607354357111033e-06,1.2376025608773493e-06,3.0281479098448475e-06,2.1446001028380124e-06,1.0022831759215479e-06,1.6410767511843005e-05,6.804076510888989e-05,1.8205095386747416e-06,1.1375496804714202,4.858736915025475e-08,2.0275041467954225e-08,1.1187225197772932e-06,6.18331186252874e-09,1.3136294683135931e-05,3.7505825048356202e-06,1.4017261378285184e-06,1.2803442217546035e-08,5.343905712607011e-07
L1-L6_spot_17,2.114976979328276e-07,2.50291613212994e-07,8.487543601276571e-09,5.918090619161376e-06,0.00012894483224954457,1.8898832604463677e-05,4.274604179954623e-06,6.0819746795459655e-05,6.933626764293877e-06,1.2574416177812966e-05,4.272653171710772e-07,1.106398985761814e-08,1.1446814539795015e-06,1.7087872803211213,5.2697129859780035e-08,1.846236168390192e-08,2.396708566720918e-06,6.183383360891526e-09,6.740282785244744e-08,9.372047173883403e-08,1.7327626380847507e-06,7.714559835392264e-09,1.706730550665725e-07
L1-L6_spot_18,6.224709085955739e-08,5.262211431045217e-07,1.0289521679140991e-08,1.6225341539666262e-06,4.002252444479381e-06,6.0341915741446435e-06,2.4222669344453608e-05,2.2775723118684257e-05,5.028743771617883e-06,2.085040512156411e-06,2.3833511093585004e-07,8.575694820933677e-09,8.910976958986794e-07,2.027208113670349,1.3629338724285844e-07,2.4380612995145162e-08,9.703174839614803e-07,3.305425233524062e-09,1.9636009440660018e-07,8.205283599238556e-08,2.527598311985457e-07,3.4837032147905234e-09,1.289063156661996e-07
L1-L6_spot_19,1.757688856685036e-07,1.440257300089343e-07,2.2593140247550993e-09,1.1448977261352411e-06,2.747746430031839e-06,3.2663578508618234e-06,3.0696132512275657e-06,3.847424932246214e-06,1.298267562788169e-06,1.7851604127372412e-06,3.6520600019684937e-07,1.4951022420106597e-08,2.50739023499591e-07,1.6718933701515197,9.16819002938496e-09,3.327588622425992e-08,1.0538017420458346e-06,9.687231194988045e-09,1.4348990333701296e-07,7.855993118255358e-08,3.1687667529922696e-07,5.510600553648715e-09,1.2161878188976515e-07
L1-L6_spot_20,1.1177914802829037e-05,1.4424489904740768e-07,3.5009020127318995e-09,3.472785704161652e-06,7.85784968684311e-06,1.577888888277812e-05,1.288838933533043e-06,7.352151465056523e-06,5.963126318420109e-06,7.905229631433031e-06,8.920761138142554e-06,9.063407357956523e-09,3.033438588317949e-07,1.44902645945549,9.490164787351319e-09,1.2213181177500588e-08,1.4833252294010894e-06,8.58949138482501e-09,1.5653515816893562e-07,1.6022308173546663e-07,1.4771766757348816e-06,1.612034878917257e-08,4.1868057110150403e-07
L1-L6_spot_21,1.2056624314027433e-06,1.3565104427470943e-05,5.54333108304661e-09,1.2715356831449754e-06,1.496918207521958e-06,5.267738356451446e-06,1.0100314375449672e-05,1.0748020349637954e-05,8.204178038795364e-06,0.00016823964688228443,5.888907992357418e-07,1.2570977769854609e-08,1.948028462095408e-07,2.2813194751739503,2.1765181656974167e-08,1.6903566724124633e-08,9.333604481298609e-07,5.153785220812779e-09,2.0561880447189652e-07,1.2375703732914193e-07,4.332168515475132e-07,3.058221675900086e-09,5.105198283672507e-07
L1-L6_spot_22,2.9359294160258294e-07,3.2780385367914276e-06,5.630416377577774e-09,4.321544565755176e-06,5.595650918621686e-06,1.7209328780154466e-05,1.5197626453300472e-05,3.9614993511349894e-05,6.666055492132728e-06,9.921625496644992e-06,1.1341674598952522e-05,9.359152848276155e-08,5.455625085915017e-07,2.6297165870666506,3.711510778714455e-08,1.6741932906683132e-08,4.037611552121235e-06,1.5018554044843314e-08,1.6370579999147595e-06,3.610258644926035e-07,4.369881912680285e-06,1.458663865250287e-08,2.739544044061404e-07
L1-L6_spot_23,0.0016663807327859104,2.744880475802347e-06,5.46889049601873e-09,2.6923163886749537e-06,2.4917091832321602e-05,3.910439318133285e-06,3.1115693332139927e-06,4.974579678673763e-06,2.0271621792744556e-06,1.6161495750566248e-06,2.061175912615454e-07,8.031598053293011e-09,1.9024662947231263e-06,2.021560847759247,3.239132819743418e-08,1.7824155573720192e-08,1.980633101084095e-06,3.0651656857116906e-08,3.6085304060406993e-07,1.635077005346375e-07,8.970107501227176e-07,1.0479006062880102e-08,2.3567157896309255e-07
L1-L6_spot_24,2.6361640692584843e-08,2.434592715871986e-07,1.976673025261277e-09,1.0140611209408236e-06,1.9469264134386322e-05,1.5485133133097407e-06,1.723955091392782e-06,4.533187779998117e-06,2.617611119148933e-06,1.3795611550904143e-06,3.2215184262440746e-07,1.894489753961892e-09,2.017931954867436e-07,1.5757711052894594,9.133318590315297e-09,1.3727875858293715e-08,3.9010824934848645e-07,5.634741317983583e-09,1.0667454546364754e-07,3.897461375856892e-08,8.130949034068636e-08,2.562408296657992e-09,9.190705618777884e-08
L1-L6_spot_25,4.7106687084408344e-08,3.5830821389026824e-06,3.376105173202859e-09,1.3415759781310045e-06,2.667355829544249e-05,1.9767924868574484e-06,2.691358213269268e-06,4.368585382508173e-06,1.4662619207683747e-06,5.199656072818471e-07,2.4665688016511925e-07,6.705343924551244e-09,3.943837168662867e-06,1.1654535770416259,5.650611054619504e-08,1.4208238630075699e-08,1.3729693137065625e-06,7.431718374029117e-09,1.7340980065227996e-07,1.5087015654557946e-07,2.5421295077876496e-07,2.8933730855662534e-09,1.5033858602464534e-07
L1-L6_spot_26,2.6936789652154405e-07,9.030029286805074e-06,2.528546783064911e-09,6.80938802588571e-07,2.3470260202884674e-05,1.8833668605111597e-06,2.635367764014518e-06,2.0034337353536102e-06,8.017382469915902e-07,4.836365235405537e-07,2.403700477771054e-07,1.0441605002853293e-08,4.414880834247015e-07,2.253153896331787,1.8241480148617484e-08,2.1237543368357593e-08,1.0689202611047222e-06,5.716306006320338e-09,1.6755302141291394e-07,5.8881748365990916e-08,1.1519508333890372e-07,3.731563580355868e-09,1.596668326442341e-07
L1-L6_spot_27,5.082221207430848e-07,2.6761455046653283e-06,1.1329031845974669e-08,8.361443718740702e-07,1.4100973885433633e-06,3.863957897465298e-06,5.6565180557299755e-06,1.1980541739831098e-05,2.3598535904056916e-06,4.361498235994078e-06,3.7501891227975646e-07,7.1935610357343195e-09,7.701939978232986e-07,2.158629107475281,6.874211377905226e-09,1.356738734692442e-08,9.137518844681836e-07,1.6938474001193527e-08,2.2720805290532553e-07,1.3095642543703436e-07,5.032949019323496e-07,2.685235833688182e-09,1.8996065733745127e-07
L1-L6_spot_28,3.189198203301658e-08,7.734434205985963e-07,5.598533792117167e-09,1.3977733601677757e-06,1.2688633024692535,4.2179495267191676e-06,2.014983056142228e-06,6.914583173056599e-06,1.3605746858047496e-06,2.8521617423393764e-06,4.944875030332696e-07,9.175978643582995e-09,8.354982554692469e-07,1.4442804455757141,1.2224529299942333e-08,1.967626523935451e-08,6.287516583824983e-07,8.58657349667169e-09,9.801852627333574e-07,2.3468580138796827e-06,8.11947691659043e-07,2.781074481816859e-09,5.769347299064976e-05
L1-L6_spot_29,1.475161269581804e-06,4.670189605349151e-06,6.219683612584959e-09,1.7515422541691807e-06,0.13022507652640342,2.520764710425283e-05,3.6658972021541565e-05,2.721731743804412e-05,7.147484848246678e-06,6.594679803129112e-06,1.5086473581504836e-06,1.0362964353305415e-08,7.504634595534299e-07,1.7189130306243896,1.271480634557065e-07,6.783708421664869e-08,1.929821712565172e-06,2.074353062653245e-08,3.560912674061001e-07,2.0766369175362341e-07,8.326937091851506e-07,4.8766283011758565e-09,2.613596876699376e-07
L1-L6_spot_30,5.21435653766389e-08,4.315935711929342e-07,9.050078642047765e-09,1.1859834216920717e-06,2.641048956775194e-06,4.3698364606825635e-06,7.555920274171514e-06,1.640842619963223e-05,1.2324267174790294e-06,6.028787788636692e-06,1.30173729218086e-07,3.2997685806002154e-09,2.9799876273273184e-07,1.6961322009563446,1.0393934291030862e-08,1.965411309257093e-08,2.7817494157034163e-07,1.2412233774128372e-08,1.1047602761493637e-07,7.152964158763099e-08,3.618536538851913e-07,2.7568102023423077e-09,2.0881989684085057e-07
L1-L6_spot_31,1.154332462505181e-07,7.711639113949786e-07,3.3797518672606945e-09,3.511994151494946e-07,6.822188481692139e-07,1.8400056660539123e-06,2.227493109785428e-06,1.906362717818411e-06,4.878264064700488e-07,1.0670256585854076e-06,1.172302994234542e-07,2.821479516690317e-09,1.8725527439755751e-07,1.5412119328975677,9.325322274378322e-08,2.101009384247732e-08,3.6941796395240094e-07,5.4838851237803965e-09,1.3880318192605045e-07,7.936349852855074e-08,0.00027561167371459305,5.777954426022803e-09,4.419774679575994e-08
L1-L6_spot_32,6.646470325222254e-08,9.023855056966568e-07,1.2069564592209759e-08,3.382006468655163e-06,1.64848481745139e-06,6.240377911126417e-06,3.087594188855292e-06,0.007972984528169035,8.30737199066789e-06,5.966184903627436e-06,1.6653289307555495e-07,5.239005140822428e-09,2.2477247512142644e-06,1.1799492180347444,6.0575634508452936e-09,2.505862664037295e-08,3.113923597197754e-07,8.108329918599111e-09,7.723242632096116e-08,5.813793411135748e-08,5.7954548537964e-07,1.1557321721866743e-08,1.1182610322180155e-07
L1-L6_spot_33,6.077376539792568e-08,1.6833444931307895e-06,1.5971825817473475e-08,2.8637012292165307e-06,1.7220167592313373e-05,1.6572273398196558e-05,1.6224039791268295e-05,4.045155060339312e-06,6.500962481368334e-05,1.8997297161149619e-06,2.261836118577776e-06,1.0297076169507592e-08,3.3559241956027107e-06,1.7371562242507936,2.4561718703353112e-08,1.996301621787211e-08,4.849939637097123e-06,5.3469906946546085e-09,8.393300419129446e-07,1.3328590284800157e-06,4.2818194145866073e-07,2.007776278567519e-09,3.06533439697887e-07
L1-L6_spot_34,6.97057348730823e-08,4.667165171667876e-07,1.620261986801097e-08,1.3260383184388048e-06,1.277621566941889e-06,3.3209327853001017e-06,8.824560836728779e-06,5.2137528882667545e-06,3.353752060775151e-06,1.8982044764470632e-06,3.6807508223546393e-07,1.3088642170089317e-08,2.622900552751162e-07,1.675724196434021,4.601239989021623e-09,1.3084251104800161e-08,7.808447008983421e-07,1.0379386283787538e-08,4.584442152122392e-07,8.053454394030269e-07,2.782536142831305e-07,1.2949339212031676e-09,1.4445919021000007e-07
L1-L6_spot_35,1.9925672134490926e-08,3.32203319430846e-07,3.392232406085328e-09,1.0585537552287861e-06,3.5732424635170902e-06,2.2186285264069737e-06,4.18982895098452e-06,5.446920531539945e-05,3.396840463665285e-06,6.414080530703359e-06,1.5904412649092593e-07,7.318188792737601e-08,4.1857492760755127e-07,1.6682434737682343,1.0276095574468514e-08,1.0605493283577517e-08,4.0881386382807254e-07,6.924458584300908e-09,1.0114154918028362e-07,1.2311157320255007e-07,2.430046578183465e-07,1.5523095342473427e-08,8.614543283158583e-08
L1-L6_spot_36,8.142670218092009e-08,1.5054815378334752e-06,5.977486794428445e-09,3.492390464998607e-06,5.309368989401264e-05,1.4790444356549415e-05,1.0057675672214827e-05,1.3775765182799661e-05,4.440110569703393e-06,9.464419889582132e-07,0.00034449585509719325,7.928280165714341e-09,1.2317563914621133e-06,1.8105806827545166,1.2567874279056924e-07,5.507521354530809e-08,2.1618126652356296e-06,1.158608564644226e-08,3.191054915419045e-07,4.4435006856247134e-07,4.985456087069906e-07,3.758695132916046e-09,1.0395837541921083e-07
L1-L6_spot_37,0.0006431143352529034,1.5587268649142065e-07,2.512480845595633e-09,7.587102430761661e-07,1.36990968826467e-06,4.215284320707724e-06,7.430354639836878e-06,1.1380071146049887e-05,1.9877145064128853e-06,7.273943469954248e-06,2.461295011357834e-07,1.0115445761016419e-07,2.6228565701558183e-07,1.058255398273468,7.56195661644199e-09,6.54331577809586e-09,2.159610494345543e-06,8.143215124434278e-09,7.133005439641239e-08,1.5705567051327308e-07,8.730496119824238e-07,3.902321932258701e-08,6.261297613718853e-08
L1-L6_spot_38,5.571072030363666e-08,2.551458756272496e-07,2.0087337926355533e-08,1.7670008105596937e-06,2.4566554543525856e-06,6.079314971429995e-06,5.4843435464135845e-06,1.2462260656320724e-05,3.1305717129725963e-06,4.2642158859962375e-06,1.0031779595465196e-06,3.2479263389895164e-09,1.9797906588792103e-06,2.1723937153816224,3.8833848350350306e-07,2.551966062469546e-07,1.262471386098696e-06,4.934117985300191e-08,3.211077881815072e-07,1.8712907774443012e-07,7.599007489034193e-07,6.671518049117254e-09,1.0772716478868461e-07
L1-L6_spot_39,4.9935797008515695e-08,5.5970484709178e-07,6.738934210659409e-08,9.858984611810232e-07,6.972631126700436e-05,2.2572372586182616e-06,2.8107850880587654e-06,3.6622190918933485e-06,1.4214749853636023e-06,1.9971135543528364e-06,5.860329622464633e-07,7.628901466105733e-09,8.799577386753299e-07,1.7444043278694152,5.919331087511637e-08,2.190460968165553e-08,4.592256175328657e-07,9.57281045543823e-09,2.511762517087846e-07,1.8197065492131516e-05,2.974586408299729e-07,1.3262717146744764e-09,1.0575259068446032e-06
L1-L6_spot_40,2.8991246470155832e-08,8.441512250101369e-07,6.3549024043041425e-09,9.015822001856578e-07,1.6884425463103982e-06,1.7825599513798807e-06,2.295817093909136e-05,1.7075643370390026e-06,7.346843574396189e-07,9.399042795621426e-07,2.96586568993007e-07,1.8089036546431459e-09,2.39122320522256e-07,1.638214820623398,9.13306754668497e-09,9.069013895413036e-09,4.940339806580595e-07,5.677384051772095e-09,2.2646488844202396e-07,5.010223809165382e-08,1.5535993114212943e-07,1.3672983412149621e-09,5.2765096292262115e-08
L1-L6_spot_41,2.2466706273149842e-08,5.456662535152645e-07,2.5229512523594622e-08,1.5592955776355667e-06,4.3401414131949425e-06,6.175909993544338e-06,2.3630788382433822e-05,2.6461069319339002e-05,5.070607767265756e-06,2.050939269793162e-06,3.605596489819618e-07,4.244546047971198e-08,2.1458636467741599e-07,2.2947227239608767,6.536006114110649e-09,1.0298925658958071e-07,4.248733745271239e-07,2.9386417921273277e-08,3.0809956115263053e-07,7.647249269382428e-08,3.04085739344373e-07,1.7288430154138725e-08,1.704914680544789e-07
L1-L6_spot_42,1.250026102184165e-07,6.374766627459394e-07,3.937921033703162e-09,5.044429713052524e-07,1.2033445045744885e-06,1.0327074051019738e-06,2.147951329334319e-06,2.4981181582006687e-06,7.149386334504016e-07,5.833292817669644e-07,2.0963413263075384e-07,2.882187910557832e-09,6.55945984817663e-07,2.092642879486084,1.7219716230698628e-08,1.3624154338032214e-08,6.195804274966577e-07,4.1137128592438905e-09,2.0094300410278273e-07,6.756632906501636e-08,3.4383864999654184e-07,3.0659659699949773e-09,1.482406517538948e-07
L1-L6_spot_43,4.6363139460936514e-08,6.887945716016476e-07,1.5431240152352645e-08,1.9904619762201036e-06,1.1701479024850414e-05,1.4610818288929296e-05,7.997636603249703e-05,4.844261566177011e-05,3.755433112928586e-06,2.084559464492486e-05,0.00024169846510631033,9.09665072157395e-09,2.548878080688155e-06,2.3932453274726866,2.3451672070962103e-08,4.590594233633283e-08,5.58172880573693e-06,6.457944365934055e-08,6.605202912624009e-07,7.68941845308291e-07,1.043226626507021e-06,6.028412324887711e-09,1.1341086008087588e-06
L1-L6_spot_44,5.12270897701228e-08,2.917578825645251e-07,8.958105190970402e-09,1.594691167383644e-06,3.676941025787528e-06,3.63692431619711e-06,6.526012884933152e-06,4.846331057706265e-06,5.368780705339305e-07,1.9949953184550398e-06,2.0146085120131829e-07,5.440560289571295e-05,1.7878554956496375e-07,1.6845963299274445,2.312685971617157e-08,2.6926310336961027e-08,4.5156388353007063e-07,2.8804954088634817e-09,4.492862366589634e-08,9.197792536497219e-08,1.6432541016797586e-07,2.5772771361509682e-09,2.3331698528750167e-07
L1-L6_spot_45,4.035148837289171e-08,3.572356078507257e-07,6.108309147379033e-09,5.954757909876207e-07,1.8165388894431094e-06,3.0452357350441162e-06,2.7152163852406377e-06,1.801908831566834e-06,1.4240971211165745e-06,4.525081692463573e-07,2.2066208344995177e-07,1.3210487193049402e-08,9.320932406353677e-07,2.349045693874359,1.1039705194448857e-08,1.8808325652486248e-08,6.241883795610192e-07,5.124894042474182e-09,5.172949528287062e-07,6.29775519200848e-07,2.580971397492249e-07,2.397732778991468e-09,1.0609858733801048e-07
L1-L6_spot_46,1.5446863289980684e-05,4.188918765635208e-07,1.7962817295824608e-07,0.027468245569616558,0.5278947979211808,0.0001057373512594495,8.844450985634468e-06,2.28677205996064e-05,3.4508003409428056e-05,1.7034676875482547e-05,1.9643773157440593e-06,2.2797171705946084e-08,5.430114867976955e-07,1.1545467615127565,2.0290234115094566e-08,8.598933192160984e-08,1.1868060653341673e-06,2.3040505769955644e-08,4.024560396942434e-07,5.438007235625265e-07,0.0008131549169775099,9.417813444656532e-08,3.502449047232404e-07
L1-L6_spot_47,3.4084922972965616e-08,2.0039327637277894e-07,3.838533502165121e-09,2.758060043106525e-06,9.53811231738655e-06,2.065737953671487e-06,4.178434824098076e-06,4.5240992221806666e-06,2.274457517614792e-06,3.51620365108829e-06,3.842282978894218e-07,5.276925918451526e-09,2.1149234612494184e-07,2.839922046661377,1.7244624306300695e-08,1.3725262704156195e-08,4.98918282687555e-07,1.1491625917514626e-08,2.187009023657538e-07,6.923492463783987e-08,2.6659843541665403e-07,1.0664598315557328e-08,1.8295350869834693e-07
L1-L6_spot_48,9.823536508690723e-08,6.668389542028308e-05,1.7973608823496082e-08,8.984562919067685e-06,0.00030193561979103835,3.532445634846226e-06,7.969542275532149e-06,0.00789765273220837,5.438048810901819e-06,5.490251464834729e-06,4.255136232700352e-07,3.217192414695092e-08,4.678931827584165e-06,2.250136470794678,3.349088437687442e-08,3.77228900561022e-08,5.839167926069423e-07,1.2329434806446217e-08,2.472965071831368e-07,8.586711963687321e-08,2.26670952230279e-07,7.905687349207824e-09,3.5462295500110486e-07
L1-L6_spot_49,3.744840615382828e-08,2.049002648618625e-06,2.0939758038629464e-09,1.0459627617365186e-06,3.1627791372557112e-06,1.824611149459088e-06,1.3796734901916353e-05,1.0090057048728341e-05,1.3260998059649864e-06,1.2916424964259932e-06,1.1444362044699118e-07,1.1892887474829195e-08,3.002195256840423e-07,1.308684641122818,2.1907061764636638e-08,1.395467119635896e-08,2.0066571551069504e-07,5.6963103345353264e-09,8.401669724378282e-08,3.026369181924338e-08,7.962396395555516e-08,2.5961226612913896e-09,7.165497173389213e-08
