,q05_spot_factorsAstro,q05_spot_factorsEndo,q05_spot_factorsL2/3 IT,q05_spot_factorsL4,q05_spot_factorsL5 IT,q05_spot_factorsL5 PT,q05_spot_factorsL6 CT,q05_spot_factorsL6 IT,q05_spot_factorsL6b,q05_spot_factorsLamp5,q05_spot_factorsMacrophage,q05_spot_factorsNP,q05_spot_factorsOligo,q05_spot_factorsPvalb,q05_spot_factorsSncg,q05_spot_factorsSst,q05_spot_factorsVLMC,q05_spot_factorsVip
priorregion1_spot_11,3.35541075457968e-07,5.789260324462476e-08,0.00047737434215378016,0.1379504360258579,0.04848748594522476,2.2089813410275386e-05,1.67579708431731e-05,5.8832692047872115e-05,2.3464203763978733e-06,0.06677929088473321,2.3810117344424955e-08,2.4280863090098138e-05,1.3026387222225824e-07,5.751988101110329e-06,0.4667667835950851,2.9937574140603828e-06,8.346598390218673e-09,3.131748712803528e-06
priorregion1_spot_12,4.866966321515066e-07,5.9446735534152146e-08,0.03862450234591961,0.19019453004002573,0.1472741536796093,0.00014240091404644773,3.297080238553463e-05,5.656349130731542e-05,8.003304128578749e-06,0.5275791525840758,2.484561436588706e-08,1.248348376066133e-05,6.798067630597871e-07,6.650455907220021e-05,0.31715888977050777,7.615328513566055e-06,1.2806638210349774e-06,7.760007952128944e-06
priorregion1_spot_13,1.073870504342267e-06,4.03640115109738e-08,1.0459812847329885e-05,0.33412132114171983,1.2307062934269198e-05,1.4328588395073894e-05,5.088048146717484e-06,4.836882521885855e-06,3.678673783724662e-06,0.6067014187574387,1.534970426320115e-08,1.0537379557717942e-05,9.954102573317416e-08,1.0847215162357315e-05,0.5466919749975204,2.3503133320446067e-06,1.0739332267917235e-08,7.335591340051906e-06
priorregion1_spot_14,5.075011330291091e-07,7.724321136493018e-07,1.1099058974650689e-05,0.9546608239412309,1.9651689581223766e-05,1.217171470671019e-05,6.054576215319685e-06,8.93040155460767e-06,6.116560916780145e-06,0.3073309868574143,1.1327990279141887e-08,1.3261421872812208e-05,0.000394128481275402,5.748993476117904e-06,0.3923047542572021,1.182919822895201e-05,1.7162428065375936e-07,2.046390900432016e-05
priorregion1_spot_15,3.1361602452761873e-07,1.739960445945599e-07,1.9594685090851273e-05,0.24188701584935188,3.451992852205876e-05,1.2054431181240943e-05,2.761911646302906e-05,9.74884726019809e-05,2.7885073563993507e-06,0.4550669506192207,1.4192871766738339e-08,1.4292500463852776e-05,6.639231706628835e-08,4.8049949782580375e-06,0.3707947045564652,3.014168748904922e-06,3.591985926476583e-08,3.929756130673923e-05
priorregion1_spot_16,8.234308879764286e-05,3.41026287742352e-07,3.29534614138538e-05,0.7714347541332245,0.0001799203564587515,0.00014405592010007242,1.5778851320646936e-05,4.398528908495792e-05,2.0066642264282564e-05,2.378509498157655e-05,1.6757809407863534e-05,0.00022310827262117527,2.797045283386979e-07,0.0022121170652098956,0.5568101823329925,2.7518133492776545e-06,3.9887831349005866e-08,0.004505040915682912
priorregion1_spot_17,3.6588197929177116e-07,2.3094094547815305e-08,0.0010661389096640053,0.15081659778952597,5.953612671873998e-05,9.443224416827434e-06,2.9365389764279826e-05,6.223418495210353e-05,9.127073144554743e-06,0.6616082221269607,1.7745916647271544e-08,7.447118287018383e-06,1.2919821443801993e-07,2.4179245428967988e-05,0.31517094373703003,7.4392041369719665e-06,1.589910993970989e-08,4.176293059572345e-05
priorregion1_spot_18,3.167762969269461e-07,2.0068305062181935e-08,0.055881761386990546,0.2675183564424515,2.2787517627875788e-05,9.639533936933731e-06,7.405117025882646e-06,2.983700396725908e-05,2.464254896494822e-06,0.9560311526060105,3.031568134304052e-08,1.1496537354105385e-05,1.2706279335361616e-07,2.963763506613759e-06,1.3090260563330959e-05,2.321547231076693e-06,1.404298890506084e-08,2.2131312448436803e-06
priorregion1_spot_19,4.660028789515992e-08,1.5522048357752283e-08,1.6126703826557788e-06,2.921999885074911e-06,9.598893598194992e-07,1.5516522523739696e-06,7.448066327242487e-07,1.3664370214883095e-06,2.6330049109901663e-07,1.1093044996261596,2.69771160965604e-09,8.192312407118151e-07,1.5012158716132264e-08,1.5347865087278483e-06,7.045566036367746e-07,4.864752355615565e-07,5.056325802499373e-09,1.7188857199812448e-07
priorregion1_spot_20,6.778328724976746e-07,9.045862050527376e-08,4.909193194180262e-05,0.2688181594014168,3.044453324037022e-05,8.49390348776069e-06,1.1859589039886487e-05,9.08174926735228e-05,3.5643147020891776e-05,0.13451323136687277,5.340073148119019e-08,7.369356535491535e-06,6.637605700632321e-08,2.2301704007077206e-06,0.35509494543075565,2.585450647529797e-06,1.4875055569518734e-07,0.07513615898787974
priorregion1_spot_21,7.942373571268036e-07,7.709110683151722e-08,1.2823637371184305e-05,0.33730009347200396,0.11109124273061752,0.02984453355893493,1.043351362568501e-05,8.3642655681615e-06,0.0001100754274375504,6.4092122784131795e-06,8.234299961884518e-08,2.7799642793979735e-05,2.2914645043670136e-07,0.00015824893198441712,0.26833810210227965,3.060545714106411e-05,2.1854128284815033e-08,3.2138240385393146e-06
priorregion1_spot_22,5.4985291626508115e-06,3.10022523208886e-08,0.00019526816395227798,0.12082959599792957,9.125600263359958e-05,0.0008592393540311605,1.747018040987314e-05,2.4319231943081832e-05,2.1382615705078935e-05,0.6948168843984603,2.5178655960189646e-08,1.7356628814013674e-05,1.8092239386646725e-07,3.12883558763133e-05,0.7661362051963806,1.2940424403495855e-05,8.5127990345768e-08,1.029929253490991e-05
priorregion1_spot_23,0.0007319344615098089,2.086195827644133e-07,0.055933240056037906,0.30619352459907534,0.0003126872747088783,6.364544278767426e-05,6.56311047350755e-05,0.004536380851641297,4.296715305827092e-05,0.5002588093280792,1.3059499330836392e-07,3.34697842845344e-05,1.2626343050214928e-06,0.00018034265958704056,0.4678419828414917,1.544999413454207e-05,8.027602085292073e-08,0.00894698342308402
priorregion1_spot_24,1.2946867127539009e-05,1.6124252955052042e-08,2.6961080152432262e-06,1.3727060434121089e-06,1.295853098781663e-06,5.791078797301452e-06,1.1920012468635832e-06,1.2738786722366059e-06,7.170433718783897e-07,0.5024766504764557,4.264801667375197e-09,1.8316050102384907e-06,5.012880262000863e-08,8.687762829140412e-06,0.35554137974977496,9.499815320168637e-07,4.335808179156686e-09,1.5017499265468362e-06
priorregion1_spot_25,1.1684901323860686e-06,8.34464007226643e-08,7.779011184538831e-06,6.0096981087554015e-06,1.0970670064125444e-05,1.0191592218689039e-05,5.959667919341883e-06,3.2186058433580913e-06,5.882318077965465e-06,0.9566621422767639,1.2912683944321657e-08,2.3355786197498674e-05,7.553634766566121e-08,0.00012505806662375108,0.4115187019109726,2.0932858319611112e-06,1.006170986528332e-08,8.943231341618231e-06
priorregion1_spot_26,2.4412101140569575e-07,1.6179569239938022e-08,1.0339864684283387e-05,0.436612044274807,1.3992068170409768e-05,8.761509388932608e-06,3.069583499382134e-06,5.591659237325076e-06,1.4176500940266123e-06,0.1945664256811142,6.804663499337949e-09,3.027571744951274e-06,3.3922463948954373e-08,1.0886871814363986e-05,0.5070245891809464,4.181509984846344e-06,1.1403423805234069e-08,1.763448299243464e-05
priorregion1_spot_27,1.0024444009104628e-06,2.0810541556670617e-07,1.9571446227928393e-05,0.01706255115568638,7.528864534833701e-06,9.949029254130437e-06,3.2388645308856215e-06,4.0142355373973255e-06,1.4310429094166467e-06,1.0889679729938508,4.7792163741178225e-06,4.4598126623895955e-05,5.148759516515611e-08,2.5150178430521917e-06,0.060241395607590675,1.0897699155520969e-06,1.6698301052997523e-08,0.1313672684133053
priorregion1_spot_28,3.483208757870671e-07,3.025338504158981e-08,2.955336130980868e-05,0.004151466814801097,8.572120668759454e-06,2.4551423484808767e-05,4.820077879230666e-06,3.7164729405958496e-06,3.578889675281971e-06,0.32738492339849473,3.3290606715752347e-08,4.569904558593408e-06,1.3437751817946266e-07,3.157242315410258e-06,0.5925893932580948,9.741780672811729e-07,1.0485355872447143e-08,0.2252689242362976
priorregion1_spot_29,9.398902284374344e-06,5.8392634549875315e-08,4.686998217948713e-05,0.3129363387823105,0.10575182698667049,0.00017313422213192098,1.2015555603284157e-05,1.3937004951003475e-05,1.2642211231650437e-05,0.15218357741832733,4.831862927545672e-08,1.1316978634567933e-05,8.571907663679213e-08,2.354362040932756e-05,0.35768375247716905,5.296507197272149e-06,3.424761150228051e-08,2.915938493970316e-05
priorregion1_spot_30,3.6632280057347085e-06,1.0300260449014331e-07,3.4467514888092415e-05,0.22256563529372214,0.00010491129833098967,2.1980429755785737e-05,0.0003074593871133402,5.257436878309818e-05,9.474379885432428e-06,0.041633816063404085,3.539998534307643e-08,7.248724286910147e-05,4.034935486174618e-07,4.614481968019391e-05,0.6063341706991195,2.2201499177754158e-05,1.4806161914293627e-07,0.0745066199451685
priorregion1_spot_31,9.323407653027971e-07,5.526421653634373e-09,5.613437565443747e-07,5.886106379193735e-07,1.3915302361056093e-06,1.1190493296453496e-06,6.366056737761029e-07,1.3005517075725948e-06,5.372709694029254e-07,0.9003534048795699,1.9109671678396723e-09,9.720901232412871e-07,3.0285528929141495e-08,8.740052953726262e-06,0.5051171451807022,0.0003811491493252106,4.587980551029602e-09,1.5419208807543328e-06
priorregion1_spot_32,5.004986064705008e-07,4.921823624215449e-08,3.113593375019264e-05,1.282458424611832e-05,2.894250837925938e-05,2.3887634961283768e-05,7.615874756083941e-06,1.6914663501665927e-05,9.858079283731059e-06,0.22875193282961845,2.2107467234633312e-08,6.63809917114122e-06,6.793123041859417e-08,0.006068390887230634,0.7222721487283706,1.2061847428412875e-05,6.760599102761944e-09,4.936451068715542e-06
priorregion1_spot_33,2.5253763624277783e-06,2.7805879021514103e-08,7.167322974055424e-06,0.4490012511610985,4.679144262809132e-06,9.01680223250878e-06,2.50534760652954e-06,5.182378959034396e-06,1.6094927218546217e-06,0.4092347025871277,1.4946804238746836e-08,5.374096008381457e-06,7.13443647271106e-08,1.636050792512833e-05,3.2066055837276512e-06,4.313366730457346e-06,2.2237007879510885e-08,1.0518352269173192e-06
priorregion1_spot_34,3.196629762669545e-07,1.545033434524612e-08,8.460920025754603e-06,1.077866232395172,5.70747170058894e-06,4.151370580984804e-06,3.6038975849805876e-06,3.789219590544235e-06,7.320341239847039e-07,1.981043249088543e-06,1.1592379500768857e-08,1.5277228385457421e-06,8.471639567630973e-08,1.8101396335623578e-06,0.37700683921575545,1.358980472332405e-06,1.4096106770722373e-08,1.2595446776231259e-06
priorregion1_spot_35,2.690778401870375e-07,2.179961278159226e-08,7.4537731052259925e-06,3.2871211942619994e-06,2.0561759583870302e-06,1.3894501137201588e-06,1.5309518403228138e-06,2.5735266149240488e-06,2.2307275798993943e-06,0.35281562358140944,4.894567662283579e-09,1.6747941003814052e-06,2.3915416225150923e-08,1.0273972179675184e-06,0.2671438798308372,9.170979183181771e-07,1.0548521656161827e-08,1.6876300651347265e-05
priorregion1_spot_36,1.2071842370176003e-07,6.247650198929478e-05,2.1349207486309756e-06,0.3531382650136948,2.514625884941779e-06,2.627542664868088e-06,2.0153337459305478e-06,1.600481630248396e-06,2.8557764721881543e-07,0.6921732217073441,9.122358379798356e-09,2.1549092934947113e-06,4.380151672478406e-08,1.0746363614089205e-06,1.0011208132709727e-06,4.1549247811190074e-07,6.172276822979939e-09,3.886716456236173e-07
priorregion1_spot_37,1.721366416518322e-07,3.018537011456602e-08,7.678119618503843e-05,0.10079178847372532,0.08542212024331092,2.1311364525899987e-05,8.832998946672888e-06,3.8944814150454476e-05,1.2769961767844508e-05,0.2193699166178703,1.7658226436623184e-08,1.758934367899201e-05,9.608784772296987e-08,0.0005269690213026479,0.3084151014685631,2.454043237776205e-06,8.379181304363217e-09,9.006240861708648e-06
priorregion1_spot_38,3.277417349067946e-07,3.240410126892357e-08,2.1339858449209718e-05,0.27665115594863887,2.7688427508110184e-05,1.0282664698024746e-05,1.3726353290621774e-05,8.232302980104579e-06,3.0343641356012085e-06,0.5468590080738068,1.4172058593331372e-08,5.785041412309511e-06,1.717558191671742e-07,5.839837763232936e-06,0.3018869772553444,3.413921365336137e-06,8.999358165340253e-08,5.668759549735114e-05
priorregion1_spot_39,2.8861597058948977e-07,2.2563139889797414e-08,0.04793990533798933,0.6097622454166413,0.00026594557566568257,3.140679491480114e-05,2.1651007409673186e-05,0.0004322246400988661,4.514535203270498e-06,0.573488861322403,1.5346845660957344e-08,4.1338936853207995e-06,3.841874786303379e-06,1.1960532037846861e-05,3.178815984483663e-06,3.4630995514817187e-06,3.235121788236484e-08,1.629265500469046e-06
priorregion1_spot_40,0.00042212542175548153,5.315289740792651e-07,0.002460993814747781,0.07182266786694527,9.318461525253953e-05,0.0001058423313224921,8.446889842161909e-05,6.604948175663594e-05,1.601212488822057e-05,0.33715274780988697,2.649732380177739e-08,1.279802340832248e-05,1.547739384477609e-05,0.0005982641916489229,0.2537821099162102,8.833625179249795e-06,1.044495587620986e-06,0.005482568591833115
priorregion1_spot_41,3.963839574794293e-07,9.707504943889945e-07,0.00036283856752561405,0.3081452250480652,3.538815271895146e-05,3.7378779961727556e-05,2.4592195313744017e-05,7.343991455854848e-05,0.00012145446962676942,0.3579773217439651,1.364047541585478e-08,0.00015532122633885593,1.0383108381972763e-07,1.2689606592175552e-05,0.325133565068245,2.4954600667115306e-05,5.638236034428701e-05,0.0027676142985001207
priorregion1_spot_42,5.45853495736992e-07,1.364296331018977e-07,7.637465896550567e-05,0.30115219801664356,0.00022228693196666427,0.03705873377621174,1.0834450267793728e-05,0.00013618855155073106,0.00016803062098915688,0.8889096736907959,2.1805396865914876e-08,6.143857499409932e-05,6.592736951915869e-08,8.280905203719159e-05,8.412016222791863e-06,0.003083966695703566,3.297439672422798e-08,3.722235976511001e-06
priorregion1_spot_43,4.219061929688906e-06,1.9679621203749776e-07,0.0022682541981339454,0.2281825937330723,0.10476514212787152,0.00013942791993031277,0.00017183012460009195,0.00030240922642406077,6.744323873135727e-05,0.4124080538749695,1.3732271509070416e-05,2.5593626378395126e-05,2.3751494779844509e-07,0.00015542984256171623,0.29314446449279785,2.1134928829269484e-05,3.498899339149375e-08,0.02404271364212036
priorregion1_spot_44,4.62048008387228e-07,9.078821321395482e-08,1.859062158473535e-05,0.48597940206527707,9.008144297695253e-05,2.800116635626182e-05,6.791991449972557e-06,9.123164591073874e-06,3.0220427106542052e-06,4.905967375634645e-06,1.3208194182823263e-08,4.327750889387971e-06,6.989569385495996e-08,1.0988486019414268e-05,0.9077628344297409,0.0003686857598950155,5.991862082055376e-08,0.1401578053832054
priorregion1_spot_45,3.766262921089947e-07,2.493331408004451e-08,6.283721927502484e-06,0.4016607642173767,5.730391558245174e-06,1.4435677348956234e-05,6.727171762577199e-06,2.4959611778285765e-06,2.2308235656964823e-06,0.20032815262675285,1.4246207058477014e-08,2.945956202893285e-06,2.4699317293652715e-07,4.638299378711963e-06,0.2241507053375244,2.350960301100713e-06,7.914896315242005e-07,0.0197289121337235
priorregion1_spot_46,3.1481589672921474e-07,2.2777713049038084e-08,1.3618873026643997e-06,0.5594398438930511,2.6508817882131553e-06,2.900400113503565e-06,8.968239882278795e-07,1.5998272203887608e-06,3.898467454632737e-07,0.7185740530490875,3.904372092300434e-09,7.302249514395954e-07,1.4818163318608414e-08,1.0916262908722274e-05,7.522424965600295e-07,1.101006995440912e-06,8.228474479565762e-09,4.581650188129061e-07
priorregion1_spot_47,3.364345644740752e-07,7.101568400003089e-08,0.04406600575894117,0.6991066336631775,1.807546859708964e-05,5.662170005962254e-05,6.9922008833600556e-06,1.4120571404419025e-05,3.421637472911243e-06,0.31023193150758743,1.5432070599175064e-08,1.1610379124249448e-05,4.213524480434217e-08,1.9987648101960076e-05,1.8223273855255687e-06,2.8598857056749697e-06,1.8700762982604144e-08,8.626459333527237e-07
priorregion1_spot_48,5.56405979068586e-07,2.7150296855182886e-08,8.121829807805626e-07,1.812989245308927e-06,9.977584909393045e-07,2.2741504608347896e-06,4.4278613415826844e-07,4.920711944578215e-07,1.0698914252316174e-06,3.463332609499048e-06,2.782149067570572e-07,6.133165629762516e-06,2.3248231606487483e-08,7.793801742081998e-05,1.1480372548103333,4.761750346915505e-06,3.4810233584536836e-09,1.294994781346759e-05
priorregion1_spot_49,6.471563864351993e-07,4.274729477060646e-08,0.00017707836304907689,0.3651474356651306,1.667953592914273e-05,1.7666787061898504e-05,1.4342238546305453e-05,2.316334039278445e-05,3.4441742059243555e-06,0.2291268065571785,4.221808769244717e-08,4.9561369223738445e-06,4.153484063351698e-08,4.186801197647582e-06,0.33703075647354125,2.2409035864257023e-06,9.579413529081648e-08,0.08981254138052464
priorregion1_spot_50,3.3172965032690625e-07,2.1538935790488268e-08,1.6037636760302122e-05,0.20002543330192568,8.49416765049682e-06,6.841409913249663e-06,8.25238503239234e-06,5.9733717534982134e-05,3.5168478120795044e-06,0.09108909256756306,1.4103009471355679e-08,4.770690520672361e-06,5.178591138133016e-08,4.422543133841827e-06,0.3642191007733345,1.3613523492495006e-06,2.208685829785395e-08,0.04024954289197921
priorregion1_spot_51,8.204311234294437e-06,6.389485349700409e-08,2.132138470187783e-05,0.12560891285538672,6.091986888350221e-05,3.5502610808180185e-05,2.7852956827700842e-05,2.9057036499580136e-05,1.6193148894672053e-05,0.34892433434724807,3.94907880618689e-08,2.302695620528539e-05,9.877671445224224e-08,0.0003540881283697672,1.1297679126262665,6.469629715866178e-06,3.232705889644194e-08,8.234113956859802e-05
priorregion1_spot_52,1.7898671728744374e-06,2.8845153110523825e-07,0.0015890248003415763,0.1541967786848545,0.01384260938502848,9.629183587094303e-05,1.6341307764378146e-05,2.4025927541515556e-05,8.923109453462531e-06,5.5487207464466334e-05,1.2458669740311735e-08,0.000565582377021201,5.757609557122123e-07,2.1325083434931005e-05,0.814148572087288,2.694603483632818e-06,3.440926672482193e-08,5.705922649212881e-06
priorregion1_spot_53,3.004718109878013e-07,7.983823424595472e-09,2.6652657879822073e-06,0.5785531282424926,4.436358199200185e-06,3.7842282154088023e-06,1.6748130974519882e-06,1.4723088554546849e-06,7.661593258490029e-07,2.1408215729934458e-06,1.1288147305776874e-08,4.603848469741933e-06,2.0653096868272775e-07,1.5413126902785735e-06,1.0966873288154602,2.9221285558378438e-06,9.762630925891358e-09,2.5652866384007214e-06
priorregion1_spot_54,4.5001283552892353e-07,9.310060171685565e-08,8.650420895719435e-05,0.8473817199468613,0.07513627558946609,0.00047207270981743934,8.71950387590914e-06,9.69976108535775e-06,7.0648527753292004e-06,3.315423437015852e-05,1.820072403901918e-08,8.391847586608492e-06,5.557865208061231e-08,3.7145027454243974e-05,0.13214014172554017,0.001865412900224328,1.2616435096646228e-08,4.5858244220653444e-06
priorregion1_spot_55,1.1063581268899725e-06,7.138829332120622e-08,5.568619799305452e-05,0.8216159671545028,0.0032071696827188135,0.001298418710939586,0.00013355777991819198,6.462632700277027e-05,0.00021789097372675316,0.30618802458047867,2.7616268383212628e-08,0.0005002234829589725,1.4514566899492822e-07,0.0002596394799184054,0.49093151092529297,1.4950874265196036e-05,2.6785037920973312e-08,0.017632169649004936
priorregion1_spot_56,3.53778703356511e-05,1.301282068766341e-07,5.437563177110861e-05,0.904301992058754,4.6547419515263755e-05,6.969001842662692e-05,1.5568957860523372e-05,2.208815667472663e-05,0.0014577541616745294,0.09858098551630973,2.4766802120268493e-08,3.5562869561545087e-05,2.9575779763035827e-07,6.922098577888392e-06,0.5038343131542206,2.30791831654642e-06,4.322873632389701e-08,0.00014192135276971384
priorregion1_spot_57,1.6789058179256245e-07,1.921535544013864e-08,1.1875633572344668e-05,0.7152702212333679,1.7310412658844145e-06,1.3301378146479695e-06,1.8158923410283025e-06,2.5132733981081403e-06,2.9670517847080203e-07,0.5937251716852189,8.573734744388162e-09,2.508308637061418e-06,2.7161601767744516e-08,2.987614482208301e-06,1.302966359162383e-06,1.6906556197682223e-06,6.130729746089969e-09,5.925305316623054e-07
priorregion1_spot_58,1.4955361621105113e-06,1.6801359876694731e-07,5.372066279960564e-05,0.2583111420273781,0.0001362177667033393,0.00013924876620876602,7.042633696983102e-05,0.025709430873394015,0.00010228281862509903,0.7218492895364761,4.882588939381094e-07,1.2065358214385924e-05,1.3990707472544273e-07,0.0013263335335068406,0.31444189995527266,1.188985952467192e-05,1.0464042787816652e-07,7.739337015664205e-05
priorregion1_spot_59,1.165377778988841e-06,1.8332611944060773e-05,0.00028599510114872827,0.7395918101072312,9.43662933423184e-05,2.6094205259141746e-05,4.055720510223182e-05,0.00019355776748852807,4.012352910649497e-05,0.503963726758957,1.0512271046536626e-06,0.0015526066010352225,2.3592997067112267e-07,0.00022137303021736441,0.4718542158603668,1.4858126905892278e-05,8.13459209325629e-08,0.00020305253856349735
priorregion1_spot_60,8.151649844023724e-08,2.1833245344993204e-08,1.297429275837203e-06,1.5403907582367538e-06,1.171084215911833e-06,9.568846849106193e-07,9.714323368825718e-07,3.080342787598056e-06,9.219994780096386e-07,1.1975201427936555,9.118130517293823e-09,4.4017888285452504e-07,3.863895265965312e-08,1.3857267731509637e-06,1.262538597757157e-06,1.0102971600645106e-06,5.840838879223043e-09,2.2836860225083913e-07
priorregion1_spot_61,8.452165966446047e-05,2.263521192702456e-08,1.573485712924594e-06,0.5726323217153549,5.032075273447845e-06,4.233683466736693e-06,2.2750957214157095e-06,1.2896880548396438e-06,4.259342233581265e-07,0.46266465485095976,1.6493675758511017e-08,8.734407201700378e-05,1.0731746904468766e-07,1.270776709816346e-06,1.3872773308776233e-06,4.585434950854506e-07,9.543452605953462e-09,5.181412461752189e-07
priorregion1_spot_62,1.936894904019937e-07,5.7235459749449544e-08,0.028287812788039445,0.3454548567533493,3.221264360036003e-05,2.910131415774231e-05,6.74704226639733e-06,1.1872553568537115e-05,1.5182717902462173e-06,7.653446618860472e-06,1.6790000145761043e-08,2.8178199045214573e-06,2.2287551093569394e-08,6.412733750948974e-06,0.19874191135168073,1.0061850753118053e-05,9.562762715020768e-09,9.717690033994587e-07
priorregion1_spot_63,4.030382228847884e-06,6.555886713499604e-08,8.426277827311425e-06,1.13446803689003,9.737128084452707e-06,1.5073766917339526e-05,5.036053971707588e-06,5.9204063518336625e-06,1.9321687261708577e-06,2.1632660946124816e-06,3.358462876690283e-08,1.7035501798545738e-06,4.301066113043817e-07,4.277980087863398e-06,0.18442911729216574,1.7503732919976756e-06,6.7643995294019986e-09,6.035213823452068e-06
priorregion1_spot_64,4.6485631344239664e-07,3.0666912920196415e-08,0.00015234842940117232,0.6287350177764892,8.419190235144924e-05,4.0627898124512284e-05,1.1289493113508798e-05,0.0016692218428943305,8.757797877478879e-06,0.2028840273618698,1.9940613427138488e-08,1.386094172630692e-05,7.743010996819066e-08,4.507173398451414e-05,0.445632903277874,9.659823081165085e-06,2.503195970504635e-08,5.394030199568078e-06
priorregion1_spot_65,1.2651430949972566e-06,2.2073488725737887e-08,5.6494744967494626e-05,0.4522281870245934,0.08135970197618007,0.008815423119813206,1.1279023328825134e-05,1.0960127247017226e-05,1.1633573922154029e-05,4.740471977129345e-05,3.612904020400265e-08,9.06631280486181e-06,1.0809458252936111e-07,0.017423981335014105,0.7392951518297196,5.52887811409164e-06,6.699331009940578e-08,1.0665684658306419e-05
