	Astro	CR	Endo	L2/3 IT	L4	L5 IT	L5 PT	L6 CT	L6 IT	L6b	Lamp5	Macrophage	Meis2	NP	Oligo	Peri	Pvalb	SMC	Serpinf1	Sncg	Sst	VLMC	Vip
L2/3_spot_14	0.06879571	4.274191e-08	9.356613e-09	0.6074006	7.4898808e-06	1.0199343e-05	1.7205119e-05	8.021982e-06	0.06632463	1.5556204e-06	1.9249019e-07	2.2261843e-09	7.4947565e-08	3.4997772e-06	1.1608022e-08	8.661916e-09	1.0331592e-05	2.9607243e-09	4.1196952e-07	6.2243873e-07	0.074401826	1.9872278e-08	0.18301758
L2/3_spot_15	1.6025808e-08	1.3023943e-07	1.039192e-08	0.82659256	0.029068694	3.2915723e-05	0.00017065105	3.1684438e-05	0.14409296	4.623963e-06	1.384896e-07	6.9164696e-09	3.9661901e-07	2.0557438e-06	2.3198973e-08	1.2923297e-08	1.6877158e-06	4.1537294e-09	2.077754e-07	1.5989686e-07	8.1258383e-07	7.91697e-09	2.8866154e-07
L2/3_spot_16	0.26844126	5.0644016e-05	3.8444718e-08	0.40725	0.04153663	1.3992266e-06	7.1034884e-07	8.887489e-07	4.051786e-05	0.015832637	0.06573942	1.1622706e-08	5.2369053e-08	1.4513022e-07	2.0616302e-08	2.7423207e-08	1.0228505e-07	5.38758e-09	1.3060506e-07	4.5915463e-06	1.9800277e-07	4.52199e-08	0.2011006
L2/3_spot_17	0.21692602	3.578952e-08	2.9071673e-08	0.4159886	2.189236e-06	1.4107329e-06	4.548561e-06	1.8782433e-06	4.7125563e-06	3.5968557e-07	3.358938e-07	3.6280758e-09	1.1252159e-07	2.8629339e-07	2.5296412e-08	1.3935503e-08	2.2289393e-07	5.3245297e-09	1.1002567e-06	4.0921027e-06	1.024427e-07	3.8912955e-08	0.36706388
L2/3_spot_18	0.0061219702	6.55806e-08	8.251696e-09	0.42975983	0.022185547	3.5915746e-05	0.00770862	8.234145e-06	0.047714945	5.276412e-07	1.3645135e-06	2.356229e-09	2.2613158e-06	2.9048218e-07	1.6754136e-08	0.0032474855	0.013084963	0.00037726047	1.0913174e-05	4.0572513e-06	3.594576e-07	8.162728e-09	0.46973532
L2/3_spot_19	0.042080633	6.2107915e-08	1.018484e-08	0.69117963	2.3526652e-06	1.8844175e-06	1.3979111e-05	0.014294076	0.0076371026	5.341613e-07	2.6629058e-07	3.1320544e-09	1.1005973e-07	1.9453942e-07	3.536302e-08	6.8319395e-08	2.2975955e-07	3.7246883e-09	0.02980408	3.4656833e-07	4.1671333e-07	0.00010655497	0.21487735
L2/3_spot_20	7.589814e-09	3.9251308e-08	3.682568e-09	0.5502686	1.9801996e-06	1.7565717e-06	0.014996311	1.5101274e-06	8.60618e-06	4.4254858e-07	7.7416536e-07	2.5849638e-09	5.0502837e-08	1.9604366e-07	1.2773708e-08	4.270897e-09	1.3747686e-07	1.1354491e-09	0.026636768	0.012075061	1.0328402e-07	7.572051e-09	0.39600763
L2/3_spot_21	0.15528764	8.9867584e-08	1.0733458e-08	0.46045846	0.033760626	0.014051143	0.039392278	9.574003e-07	3.7216846e-06	0.011313039	0.00027630807	2.3698516e-09	2.7258196e-07	5.195565e-07	2.3698712e-08	1.0923539e-08	7.064606e-07	3.3322303e-09	0.04034001	0.014753418	4.2010967e-07	2.0962329e-08	0.2303603
L2/3_spot_22	1.0968332e-08	3.482268e-08	5.2878613e-09	0.5675019	4.7893454e-06	3.7705354e-06	5.809588e-06	3.7764908e-06	0.0632315	1.1589069e-06	1.6831806e-06	1.902899e-09	1.0639284e-06	2.8331513e-07	8.567685e-09	9.955269e-09	1.6966852e-07	9.54188e-10	0.07096033	0.060996566	1.7211883e-06	2.8374993e-09	0.23728545
L2/3_spot_23	0.14648065	1.1392934e-07	1.1600602e-08	0.5653069	0.098694876	7.741521e-06	8.995642e-06	8.197764e-06	0.016545087	4.196014e-06	0.14022882	2.2232e-09	8.543391e-08	3.2875968e-07	3.7087553e-08	1.0381283e-08	1.7988054e-07	3.5726582e-09	2.8243034e-07	0.010092438	2.8092737e-07	2.096785e-08	0.022620793
L2/3_spot_24	0.0016767792	5.536674e-08	4.25312e-09	0.56574523	3.1366264e-05	1.2626353e-05	3.4241375e-06	4.425136e-06	4.798856e-06	0.0062483186	5.441354e-07	1.8090699e-09	8.2376104e-08	0.0054915245	2.14354e-08	6.5192327e-09	4.1941792e-07	1.8434685e-09	0.033136	2.3480861e-05	2.1671134e-07	3.0609342e-09	0.38762066
L2/3_spot_25	7.1104935e-09	2.6802166e-08	3.810466e-09	0.9995428	4.211578e-06	3.0902104e-06	8.479591e-07	1.7756892e-06	0.0004460364	3.0469891e-07	8.108627e-08	1.8602033e-09	4.201965e-08	1.2632577e-07	6.7625883e-09	5.157522e-09	1.3810902e-07	1.901437e-09	6.13217e-08	8.6392696e-08	1.9123225e-07	3.2240344e-09	4.6577682e-08
L2/3_spot_26	0.26667964	5.9923764e-08	1.826802e-08	0.31788155	0.020785926	7.9231694e-07	1.0413881e-06	4.0099704e-07	1.0352699e-06	1.621881e-07	2.5989496e-07	8.64259e-09	1.00200566e-07	4.609986e-07	3.208184e-08	2.0427821e-08	0.012567982	5.2895026e-09	0.046440914	1.3502085e-06	3.181958e-07	2.5990166e-08	0.33563793
L2/3_spot_27	8.331039e-09	1.0083612e-07	3.31144e-09	2.8681964e-07	3.6678722e-07	8.4046675e-08	2.9169576e-06	1.099528e-07	1.878185e-07	6.7584025e-08	1.6724845e-05	3.1280494e-09	1.5360889e-06	3.1822384e-07	1.6820835e-08	1.0600592e-08	1.4419352e-05	2.3887696e-09	0.16713877	2.2013104e-05	4.861111e-06	3.3402492e-09	0.83279717
L2/3_spot_28	0.041318644	3.7133855e-08	1.5579666e-07	0.7159425	8.980083e-05	7.237692e-06	8.672223e-06	2.8032573e-06	9.325826e-06	3.650352e-07	4.3624462e-07	2.584641e-09	2.4451617e-07	3.8670734e-07	0.0028969354	0.0008230737	1.5978685e-07	4.4783293e-09	1.2315481e-06	9.598609e-07	9.621134e-08	0.00060964294	0.2382874
L2/3_spot_29	6.9064887e-09	4.961187e-08	3.320841e-09	0.40377423	0.119414836	1.2183615e-06	1.9372517e-06	6.648892e-07	2.4352134e-06	1.8524022e-07	8.11809e-07	4.4812136e-09	8.701782e-08	1.5918076e-07	1.2193759e-08	1.3444291e-08	1.3526231e-07	2.174947e-09	0.035067197	0.018149622	9.777345e-08	3.7796832e-09	0.42358625
L2/3_spot_30	0.37306547	5.4483266e-08	1.7249612e-08	0.12604752	0.016952852	0.024814418	0.02060586	2.1993397e-07	0.02769737	1.5063715e-07	4.932456e-07	3.9485415e-09	6.095558e-08	1.2968611e-07	7.654712e-08	3.9755385e-08	1.5833596e-07	0.000108743116	9.682396e-05	6.7350775e-05	8.788301e-08	7.4455706e-08	0.4105419
L2/3_spot_31	0.11007842	5.9698834e-08	1.0023914e-08	0.6920996	0.0001097569	2.028463e-05	0.009948993	6.9889625e-06	4.455479e-05	6.663116e-07	6.4642876e-07	2.4510993e-09	0.015840178	4.4045257e-07	3.2846017e-08	9.186828e-09	9.530115e-07	2.9378344e-09	9.4517577e-07	2.0767322e-07	2.2778248e-07	1.02234e-08	0.17184696
L2/3_spot_32	8.9484535e-09	1.1513617e-07	5.7641573e-05	0.84150773	5.7612224e-06	3.3962663e-06	1.5338339e-05	0.028359044	0.00022059566	3.6832733e-07	1.6126691e-07	3.405065e-09	0.010893536	2.4693438e-07	1.754611e-08	6.677094e-09	2.1304993e-07	2.796193e-09	3.3006754e-07	6.596227e-07	1.0878051e-07	5.7504295e-09	0.11893465
L2/3_spot_33	0.15320994	2.439976e-08	0.0006298006	0.26605573	9.696466e-07	0.055026267	1.615823e-06	3.820281e-06	2.1778135e-06	4.3838364e-07	1.5421692e-06	2.142475e-09	6.893203e-08	2.1295543e-07	1.602655e-08	1.9490239e-08	5.02927e-06	2.4207993e-09	1.1687527e-05	2.8522882e-05	1.4379549e-07	1.65197e-08	0.525022
L2/3_spot_34	0.14282133	8.752833e-08	1.3999717e-08	0.13191767	1.0083447e-06	5.102477e-06	0.03391479	2.3457392e-07	7.6563276e-07	0.005273384	2.9559762e-06	4.8065587e-09	1.6734198e-07	1.823944e-07	1.5545474e-08	5.4603927e-08	5.572003e-07	3.1154435e-09	0.026921684	0.0383197	3.1893006e-07	1.8913921e-08	0.6208199
L2/3_spot_35	9.985639e-09	8.73163e-08	8.783015e-09	0.66238606	6.7305227e-06	3.4504133e-06	7.5884773e-06	2.4692381e-05	3.8477065e-05	0.012130587	0.01729458	2.8239073e-09	7.9896506e-07	3.1732236e-07	2.406151e-08	6.199812e-09	6.533284e-07	1.8172992e-09	4.0748805e-06	0.04688397	0.00937657	3.6058194e-09	0.2518413
L2/3_spot_36	0.25716913	4.1179565e-08	0.00038889932	0.4600854	3.419254e-07	4.112841e-07	1.8197544e-07	2.2733653e-07	8.386181e-06	9.6864646e-08	2.3979854e-07	3.9544332e-09	1.75309e-07	2.5242295e-07	2.9064537e-08	2.9488673e-08	1.2694701e-07	9.136187e-09	2.0527489e-06	2.8658971e-05	7.417014e-08	1.9673759e-07	0.28231505
L2/3_spot_37	0.051439263	1.7885326e-07	2.865248e-08	0.80694014	0.033776477	3.5727624e-06	4.237498e-06	1.2158498e-05	0.0005423399	0.010397271	0.03550151	2.3998612e-09	1.2028933e-07	4.5478492e-07	3.6112052e-08	0.00049340323	7.5457274e-07	5.8457634e-09	2.1469266e-05	1.5236073e-07	0.001468221	3.0969783e-08	0.059398334
L2/3_spot_38	0.044758752	4.8951865e-08	1.1860419e-08	0.61109066	0.015578058	7.4804075e-06	0.03785657	5.678148e-06	0.025981873	7.636368e-07	3.9685816e-07	2.1968756e-09	0.030832771	1.4876748e-06	2.2340165e-08	6.7755677e-09	0.060823046	3.773806e-09	1.0477814e-05	3.4328357e-07	4.3565126e-07	0.0028090698	0.17024201
L2/3_spot_39	0.10590407	3.784143e-08	7.254653e-09	0.13170539	6.1022774e-07	1.5453288e-07	8.610758e-07	4.0388284e-07	1.1085592e-06	1.2098208e-07	1.1775168e-06	2.425303e-09	0.041360646	2.0124523e-07	2.6030538e-08	9.571822e-09	9.693279e-07	2.22011e-09	0.12834993	1.3837587e-05	0.0049152835	1.7848805e-08	0.5877451
L2/3_spot_40	1.13324665e-08	8.293478e-08	4.9646567e-09	0.6809622	0.07726152	0.00024298638	1.204451e-06	0.047653947	2.4695108e-05	2.6484315e-07	4.6539333e-07	8.588433e-05	9.355342e-08	0.011354888	2.5511529e-08	0.00024735153	3.372843e-07	2.939906e-09	1.3325142e-05	7.847424e-06	3.070665e-07	8.6933145e-09	0.18214265
L2/3_spot_41	0.09583672	1.5172107e-07	1.4013516e-07	0.51540357	7.916653e-07	8.273378e-07	0.0027854817	7.596084e-07	3.30742e-05	2.3369503e-07	3.9273237e-07	4.188687e-09	2.267317e-06	6.568986e-06	7.6999136e-08	5.022054e-08	0.01704681	6.242338e-09	0.0983563	7.205257e-06	2.3326974e-07	5.7680587e-05	0.27046055
L2/3_spot_42	0.6169421	1.3027922e-07	3.869517e-08	3.0773215e-08	1.616464e-07	7.028276e-08	2.5638023e-08	4.1076987e-08	2.580431e-08	2.4729037e-08	1.9747773e-07	0.00035009236	3.3452426e-07	6.378089e-08	8.094645e-08	8.385706e-08	5.513408e-08	8.118457e-08	5.6228787e-06	2.3158314e-05	4.098718e-08	2.2148564e-07	0.38267717
L2/3_spot_43	0.27501848	2.6608895e-08	2.396571e-08	0.50702035	0.013120073	2.106653e-06	2.239217e-06	1.3680847e-06	3.317099e-06	3.9425655e-07	1.6042158e-06	3.602062e-09	4.7962825e-08	8.671717e-08	0.003259554	2.110363e-08	6.592537e-08	0.00013481751	1.0432753e-06	0.00775414	1.3060729e-07	4.0993793e-08	0.19368021
L2/3_spot_44	0.045714922	1.5380307e-07	7.797944e-09	0.42469424	2.452218e-05	0.037670806	0.0002648697	3.3217932e-06	2.3142918e-06	6.772642e-07	1.232042e-06	2.7679035e-09	1.7850771e-06	1.0590686e-06	1.10246305e-07	1.090527e-08	7.70895e-07	4.3921546e-09	9.992613e-05	8.127314e-06	3.3487387e-07	1.4745398e-08	0.49151072
L2/3_spot_45	8.010951e-09	5.1168463e-08	3.6087369e-09	0.6857074	2.2648497e-05	4.047677e-06	4.58354e-06	1.4513795e-06	2.9228022e-05	1.5397329e-07	3.2574073e-07	1.8904494e-09	1.5111885e-06	2.5964295e-07	0.003339034	2.2428964e-08	3.8188094e-07	2.2540794e-09	3.990958e-07	2.5911385e-07	1.15757494e-07	3.973959e-09	0.31088808
L2/3_spot_46	0.10749591	2.2770718e-07	2.266404e-08	0.76503277	6.7788833e-06	5.0091994e-06	3.2267166e-05	2.4027756e-06	1.675396e-05	1.8797914e-07	1.4705977e-07	5.5591016e-05	0.0069971336	2.6794e-07	1.6187414e-08	3.6058417e-08	4.5015645e-07	2.919333e-09	0.00352175	0.010052748	1.1582078e-07	1.4543703e-07	0.106779404
L2/3_spot_47	0.22507603	3.783489e-08	9.927256e-09	0.2642772	0.08167343	8.0443345e-07	4.0085226e-07	5.4979466e-07	3.6326592e-06	2.0321012e-07	5.032518e-07	3.1705811e-09	7.199769e-08	8.351401e-08	3.3915278e-08	1.10784155e-08	9.488248e-07	2.43875e-09	0.044833202	1.4084939e-06	3.7623417e-07	2.1104116e-08	0.38413113
L2/3_spot_48	0.11277501	5.3593748e-08	1.6209682e-08	0.42892647	0.06485965	8.0592245e-06	3.5796434e-06	8.028278e-06	0.048330933	5.2588016e-06	0.048236158	1.8703923e-09	0.022138393	4.2351806e-07	1.355008e-08	1.4628008e-08	3.0723461e-07	1.9358404e-09	0.048667904	3.1339798e-05	3.0744746e-07	1.7164158e-08	0.22600809
L2/3_spot_49	0.11692037	4.2754028e-08	0.0007353863	0.53658557	8.538616e-06	7.4965857e-07	3.0626228e-07	4.7821374e-07	2.0565889e-05	2.2197432e-07	8.434462e-07	3.9878505e-09	2.2313104e-07	1.4299368e-07	1.6480435e-08	2.3348143e-08	1.16197256e-07	5.101156e-09	2.1479023e-06	1.636555e-06	9.404266e-08	2.0862425e-08	0.3457226
L2/3_spot_50	0.04525146	6.969137e-08	5.650895e-09	0.31980914	3.7999248e-06	4.8785223e-06	5.1274988e-06	3.3359083e-06	0.039024554	5.705316e-05	1.3201673e-05	0.0003036484	0.015761962	3.2049552e-06	3.729958e-08	5.050332e-08	2.4978587e-07	5.6853646e-09	3.0102485e-05	0.0032357508	4.6115807e-07	1.2511869e-08	0.57649183
L2/3_spot_51	0.104636066	6.8368855e-08	8.548102e-09	0.4497573	0.12204788	8.931261e-05	0.025002215	0.048728593	3.9624512e-05	3.6704407e-07	1.07925146e-07	6.685766e-09	1.3001055e-07	4.282929e-07	3.130876e-08	1.2834825e-08	3.8154644e-07	3.281879e-09	0.028695071	2.0287675e-06	1.3986023e-07	5.8000207e-08	0.2210002
L2/3_spot_52	0.112866834	3.5489702e-08	6.2762466e-09	0.3679923	0.11056678	0.079591185	6.7265836e-07	9.092102e-07	0.006946237	1.7835093e-07	3.9567666e-07	3.2970113e-09	5.5397937e-08	1.9214005e-07	0.0028104417	0.0038803557	1.8044618e-07	4.181037e-09	0.11985616	0.067813106	1.3328665e-07	2.8875506e-08	0.12767392
L2/3_spot_53	0.11423831	6.705342e-08	1.1058358e-08	0.63178873	0.022689609	1.4258069e-05	9.9428835e-06	4.2112215e-06	4.5552453e-05	2.9910083e-07	0.06599815	1.8483224e-09	2.1671701e-06	4.8693715e-07	9.161055e-08	6.4492838e-09	8.0562825e-07	0.0005580022	5.062442e-07	0.022169009	0.010942059	1.983896e-08	0.13153772
L2/3_spot_54	7.121515e-09	8.255248e-08	1.6407887e-05	0.93672687	0.033879593	1.0235562e-05	0.024775574	0.00447173	0.00011754062	7.115735e-07	5.4113517e-08	4.3276476e-09	3.883027e-07	3.0755908e-07	1.2884882e-08	7.893841e-08	9.1118245e-08	3.751827e-09	8.092923e-08	9.822582e-08	1.6292306e-07	3.7731622e-09	8.969619e-08
L2/3_spot_55	8.695878e-09	5.581672e-08	5.5030536e-09	0.38520843	0.032492284	7.4541754e-07	7.144427e-07	5.427399e-07	7.3765955e-07	1.0175794e-07	1.1277851e-06	2.602537e-09	1.8910124e-07	1.246549e-07	1.3495717e-08	4.558912e-09	3.091776e-07	2.6480607e-09	3.6951787e-05	5.6334313e-05	1.3480145e-07	3.726384e-09	0.5822013
L2/3_spot_56	0.27890015	1.00062515e-07	1.2207714e-08	0.7192723	4.684741e-06	2.0257473e-06	1.5421326e-06	1.645473e-06	0.0002988623	2.0691502e-07	3.9477957e-08	0.0015168515	5.82237e-07	5.2643367e-07	2.0333426e-08	4.3264567e-08	6.887728e-08	3.8406966e-09	6.902727e-08	6.2813285e-08	8.7654946e-08	3.2733386e-08	6.3380355e-08
L2/3_spot_57	6.1834915e-09	0.0030714113	3.150647e-09	0.90365106	1.8292463e-05	1.029726e-05	1.634244e-05	5.999059e-06	0.003109197	4.273342e-07	4.0007157e-07	2.5287448e-09	1.16423735e-07	6.441778e-07	1.2967509e-08	4.2323225e-09	0.045109574	1.7395895e-09	0.000780886	3.5839963e-07	1.2468015e-06	3.391339e-09	0.04422366
L2/3_spot_58	1.1969587e-07	1.1915601e-07	8.03725e-09	0.83147496	0.085487016	4.9640617e-05	0.014475253	2.5093017e-05	0.0013385091	2.170147e-06	2.1201139e-07	3.7946144e-09	1.2779666e-05	3.4876048e-06	1.5529784e-08	0.0021956344	0.0059157964	4.923397e-09	2.8816487e-07	2.2886687e-07	6.366513e-07	7.243483e-09	0.059018157
L2/3_spot_59	0.08772468	4.5821907e-06	1.2750004e-08	0.43100527	0.065337345	1.139156e-05	0.010639522	0.1048481	3.0491581e-05	7.703342e-07	6.714096e-07	2.49447e-09	2.9410901e-07	3.4777208e-06	3.198826e-07	1.716996e-08	0.041219294	2.628519e-09	5.1916963e-06	2.0672173e-06	1.3819416e-06	1.1597017e-08	0.25916496
L2/3_spot_60	0.062311955	1.3664743e-07	1.0115923e-08	0.5507454	2.1186548e-05	3.0427261e-06	2.2654285e-06	1.8343102e-06	5.2159908e-06	0.011829048	0.0601293	2.7019007e-09	1.0278576e-07	3.0500559e-07	1.3647474e-08	1.0995977e-08	2.687183e-07	2.2895772e-09	2.1264161e-06	3.2593439e-06	8.5630825e-07	0.0002627641	0.3146809
L2/3_spot_61	7.5604225e-09	8.612197e-08	4.61682e-09	0.6588097	0.018085951	7.62378e-06	7.755141e-06	0.005177127	9.119741e-05	0.0021776555	2.3016544e-06	2.2101105e-09	9.958558e-08	3.840444e-07	8.214192e-09	6.5555805e-09	0.012299586	1.5388119e-09	0.022606136	1.7228117e-06	1.74467e-06	3.1291265e-09	0.28073105
L2/3_spot_62	5.1487e-09	2.8683166e-08	1.9718935e-09	0.8217025	0.16525517	6.113762e-05	3.55473e-05	2.924918e-05	0.012908585	3.513186e-06	5.7956733e-08	1.6711418e-09	9.912878e-08	3.6097701e-06	7.069268e-09	4.162389e-09	9.800269e-08	1.6393129e-09	6.16763e-08	5.3689185e-08	1.4620767e-07	2.494536e-09	5.78857e-08
L2/3_spot_63	0.00034244068	2.1094148e-07	4.853505e-09	0.416064	0.01395812	4.47955e-06	2.6638945e-06	1.1372589e-06	2.7273474e-05	0.028903935	0.029054862	2.1979227e-09	3.740126e-07	2.4112228e-07	1.263491e-08	1.9489217e-08	3.525368e-07	2.5852158e-09	9.274469e-06	0.0031046555	4.0224782e-07	1.2618319e-08	0.5085256
L2/3_spot_64	0.034419194	8.353008e-08	3.4178147e-09	0.6834694	0.02219522	1.1226821e-05	7.4773525e-05	2.178191e-06	7.808433e-06	0.0042066807	2.0522695e-07	2.3077802e-09	1.2783772e-07	0.012496862	1.2495532e-08	0.0007672707	2.2561557e-07	1.7285481e-09	8.422548e-07	6.594731e-07	0.011849403	7.640328e-09	0.23049763
L2/3_spot_65	0.14677843	3.8275214e-08	1.0876968e-08	0.119370654	0.052036133	3.6016897e-07	2.1787033e-05	1.4101163e-07	2.5178863e-07	5.4639022e-05	2.256069e-06	3.0715508e-09	5.7783467e-07	0.01967053	2.8489293e-08	3.0874173e-08	1.4412462e-06	4.241902e-09	0.07702024	5.043481e-06	3.1266373e-07	3.267518e-08	0.58503705
L2/3_spot_66	0.1896837	6.071773e-08	8.810969e-09	0.43963465	0.017065374	2.9835426e-06	6.2201866e-07	0.020956583	7.230011e-06	2.92689e-07	7.7863143e-07	3.2642092e-05	2.4335407e-07	4.8464153e-07	1.5763586e-08	1.093444e-08	2.3116675e-07	2.6042404e-09	0.0053474056	1.1144493e-05	1.7589569e-07	2.3829587e-08	0.3272555
L2/3_spot_67	1.6897243e-08	7.0699286e-08	4.6817026e-09	0.41748762	0.029994303	4.7505316e-07	3.2379168e-07	2.344071e-06	3.8721264e-06	2.2925197e-07	2.2840591e-07	2.7598246e-09	1.235289e-07	1.5339833e-07	1.6575763e-08	3.3635253e-08	1.8089371e-07	5.279641e-09	5.831764e-07	5.5613043e-07	1.4179054e-07	4.0553294e-09	0.5525088
L2/3_spot_68	9.19648e-09	5.9739094e-08	1.3055221e-08	0.8597512	2.360303e-05	9.865803e-06	4.817818e-05	9.068513e-06	0.14015388	2.6256387e-06	5.109281e-08	3.0724476e-09	3.5104293e-07	4.499179e-07	1.9095447e-08	7.2180506e-09	2.8153855e-07	1.0451964e-09	8.812374e-08	5.0456986e-08	1.1068711e-07	5.1066245e-09	6.0626164e-08
L2/3_spot_69	0.057462577	3.6891997e-08	4.2008397e-09	0.4620642	2.8740697e-05	1.633955e-06	2.8579582e-06	2.0179364e-06	0.0041416576	1.1760987e-06	1.9495496e-06	2.6935314e-09	7.458228e-08	1.5076735e-07	1.0837712e-08	1.0066671e-08	2.1340381e-07	2.0764532e-09	8.479689e-06	4.6960135e-06	1.3657458e-07	5.7830327e-09	0.47627932
L2/3_spot_70	0.2717306	6.034665e-08	2.880307e-08	0.06265473	0.0552171	3.7934465e-06	5.5700394e-07	6.7620417e-06	0.036587838	1.1663562e-07	8.4286137e-07	7.387988e-09	4.0366405e-07	1.0383794e-07	7.7139916e-08	4.729315e-08	7.2984284e-07	6.806238e-09	0.09158432	2.0439822e-05	1.98894e-07	1.1027216e-07	0.4821912
