	Astro	CR	Endo	L2/3 IT	L4	L5 IT	L5 PT	L6 CT	L6 IT	L6b	Lamp5	Macrophage	Meis2	NP	Oligo	Peri	Pvalb	SMC	Serpinf1	Sncg	Sst	VLMC	Vip
L1-L6_spot_20	5.5624035e-08	3.4694025e-08	1.4190551e-09	4.270184e-07	9.632529e-06	0.52009964	3.115588e-07	5.420515e-07	0.046211906	6.3752964e-07	2.3631961e-07	1.6897723e-09	0.01953007	1.985121e-07	5.9413856e-09	0.0013557341	1.0199223e-07	3.4207066e-09	0.38971835	0.023070788	1.1918879e-06	5.3317595e-09	2.2921263e-07
L1-L6_spot_21	5.862261e-09	9.106389e-08	3.5850294e-09	1.4473866e-07	3.1228221e-06	0.3994272	2.2406809e-07	1.8453122e-07	4.0117123e-07	2.1230964e-07	3.288325e-07	1.6085504e-09	1.5620707e-07	9.2925467e-07	1.05733875e-08	4.5121067e-09	2.0140934e-07	2.2600044e-09	0.60050726	4.3550066e-05	1.3230559e-05	4.4806625e-09	2.8246693e-06
L1-L6_spot_22	0.00016169684	4.473233e-08	2.6117655e-09	2.942048e-06	0.11662092	0.3751468	0.03054818	1.1819689e-06	1.4102137e-06	4.1805747e-06	5.480453e-07	1.6037569e-09	1.2438508e-07	0.08225515	1.1047232e-07	4.56128e-09	2.1075437e-07	1.7982066e-09	0.3602575	1.599191e-06	4.3321464e-07	3.493465e-09	0.034997005
L1-L6_spot_23	7.019252e-09	5.4866213e-08	3.9911745e-09	2.2137249e-06	0.026450815	0.5128704	0.044357404	6.990518e-07	1.2997132e-05	2.0047342e-07	3.8510456e-07	1.7294064e-09	6.43436e-08	3.3196648e-07	6.2685923e-09	3.0576193e-09	2.0931736e-07	1.392233e-09	0.4097559	2.011252e-06	0.0065257754	3.402291e-09	2.0528367e-05
L1-L6_spot_24	0.0003935703	1.5582938e-07	2.8857965e-09	0.0076977536	4.7515002e-07	0.31438932	2.2833495e-07	6.6558465e-07	1.7110037e-06	2.3181126e-07	1.2323289e-06	1.4583532e-09	1.13923484e-07	0.008357503	7.252315e-09	3.857875e-09	1.11131754e-07	2.7454363e-09	0.6691559	4.1595615e-07	1.8720566e-07	5.560337e-09	4.795825e-07
L1-L6_spot_25	4.677619e-09	3.8885844e-08	4.0372896e-09	1.7479337e-06	0.013557125	0.61555713	0.020800196	1.1678802e-05	0.000121207435	0.034184974	2.9561746e-05	1.3936212e-09	7.892238e-08	5.9241092e-06	1.4228603e-08	2.7991722e-09	0.026430136	2.150814e-09	0.28929856	3.646782e-07	1.0634674e-06	3.1564817e-09	3.4536492e-07
L1-L6_spot_26	7.2512365e-09	4.9983452e-08	1.9125794e-09	5.870469e-06	0.00856981	0.52378905	6.229565e-07	4.8338063e-07	3.2891942e-06	1.055517e-06	4.214804e-06	2.0055668e-09	1.1151713e-07	2.5094387e-06	2.5571275e-08	2.0400077e-09	3.4227094e-07	3.4647165e-09	0.39461827	0.031344254	4.9641883e-05	3.7178038e-09	0.04161047
L1-L6_spot_27	3.012171e-07	5.8215733e-08	4.699713e-09	0.021573285	0.010835145	0.031382006	2.9613923e-07	3.3674957e-07	7.6042477e-07	1.6117146e-07	9.682477e-06	2.428783e-09	9.615024e-08	3.0322684e-07	1.0513685e-08	5.210251e-09	2.5412587e-07	2.8776213e-09	0.936182	6.8512395e-06	5.9234037e-07	7.2993345e-09	7.758433e-06
L1-L6_spot_28	3.2776895e-09	5.1492908e-08	3.4409753e-09	9.960665e-06	0.109377444	0.21761565	0.092629984	1.9967729e-07	0.03988804	1.6976323e-07	2.866923e-07	1.1086945e-09	7.842541e-08	8.416675e-07	4.106907e-09	2.1663957e-09	2.7434314e-07	1.2947274e-09	0.5311443	1.39641925e-05	0.009317821	3.9887516e-09	8.573281e-07
L1-L6_spot_29	3.9470947e-09	7.601837e-08	2.0147473e-09	8.982348e-07	0.08715709	0.58941776	3.5193233e-07	3.3686507e-07	2.5349516e-06	0.02724885	1.5596278e-07	1.5741345e-09	9.983722e-08	2.3848915e-07	4.364147e-09	4.082655e-09	4.8860727e-07	2.1493063e-09	0.2961705	2.0923217e-07	2.1234108e-07	3.1064358e-09	1.7270484e-07
L1-L6_spot_30	6.8890853e-09	4.3130708e-08	2.330625e-09	8.574876e-06	0.14015168	0.28114092	1.4291844e-07	3.9131297e-07	0.060629044	1.4559093e-07	3.32011e-07	1.6559725e-09	0.00091526064	4.4907858e-07	5.8806404e-09	2.4576523e-09	1.0278967e-07	1.644004e-09	0.51715064	1.7046427e-06	1.0533647e-07	2.7835412e-09	4.974795e-07
L1-L6_spot_31	1.979808e-09	1.7599089e-07	2.0849569e-09	5.0266095e-07	6.538926e-06	0.8394032	1.8740616e-07	0.007526249	6.6506836e-06	0.011201497	2.523702e-07	2.1915774e-09	1.4207828e-07	0.034631442	7.718742e-09	2.8073317e-09	1.0788101e-07	1.5941238e-09	0.082741626	3.3968018e-07	0.02448096	1.754232e-09	1.5982098e-07
L1-L6_spot_32	6.630346e-09	1.29847e-07	2.498803e-09	2.544243e-07	0.0056545143	1.1401297e-06	1.2080362e-07	1.5441528e-07	0.086222894	0.012339701	3.876567e-05	1.862101e-09	1.9769956e-07	2.0573084e-07	9.9910435e-09	6.218076e-09	1.1239359e-07	1.7913613e-09	0.8957377	2.278331e-06	2.8686935e-07	4.6222035e-09	1.5206421e-06
L1-L6_spot_33	4.4589292e-09	3.379352e-08	4.2549435e-09	5.45463e-07	3.0914987e-06	0.55186707	2.4566265e-07	2.4395579e-06	1.1537256e-05	2.7268402e-07	4.6602497e-07	1.6380274e-09	4.6962612e-07	6.7536354e-07	7.0852124e-09	4.6071182e-09	7.603572e-08	2.8959108e-09	0.41790923	1.9923027e-07	1.0376335e-07	2.2109374e-09	0.030203516
L1-L6_spot_34	3.7841694e-09	8.0088505e-08	1.62458e-09	3.304521e-07	0.0374739	0.6891236	8.335524e-07	0.013643726	5.714203e-07	3.8443793e-07	0.021974243	1.8262054e-09	2.5535775e-07	0.028407214	6.5442394e-09	2.9587501e-09	2.6369474e-07	1.2325535e-09	0.20936668	1.0804815e-07	2.7893716e-06	3.0880924e-09	5.0865615e-06
L1-L6_spot_35	2.8650431e-08	1.1023473e-07	4.7536686e-09	2.8129596e-06	0.029989948	0.46793154	0.0148789855	6.7302203e-06	8.118394e-06	5.4778e-07	4.896253e-07	3.428216e-09	1.9657116e-07	1.3576808e-06	1.837901e-08	4.114181e-09	3.0367573e-07	2.0762292e-09	0.47156855	0.015607817	6.4853447e-07	6.0593623e-09	1.8170283e-06
L1-L6_spot_36	4.5643906e-09	3.7410018e-08	2.2846833e-09	2.604883e-07	0.094910376	0.56031245	2.4060563e-07	4.6861794e-07	4.7417782e-07	1.2251971e-07	2.800623e-07	1.6732886e-09	4.5507065e-07	4.6089335e-07	7.2188246e-09	3.845256e-09	2.0525925e-07	1.8898796e-09	0.31767133	1.5425779e-07	2.2970987e-07	3.0897676e-09	0.027102632
L1-L6_spot_37	0.00028982415	4.742025e-08	2.9931496e-08	1.3536699e-06	2.9928313e-07	0.5570853	0.009352095	7.85219e-07	2.1437495e-06	0.010143413	2.8615375e-07	1.4679126e-09	1.1099181e-05	0.021295263	4.3619957e-09	5.481916e-09	1.042032e-07	0.0004061846	0.261166	0.14024395	6.7443693e-07	4.3738084e-09	1.0834628e-06
L1-L6_spot_38	2.3015726e-08	4.6954383e-08	5.2720783e-09	7.7198884e-08	1.3435262e-07	7.520153e-08	8.704572e-08	6.203416e-08	8.7594415e-08	5.3372435e-08	0.1257017	1.9221698e-09	1.7334435e-07	7.11042e-08	1.2835935e-08	3.5944296e-09	6.004339e-07	1.9706468e-09	0.8354494	1.7958728e-05	0.009148788	4.474359e-09	0.029680653
L1-L6_spot_39	5.7617737e-09	5.3398058e-08	2.2580615e-09	2.9510835e-07	6.3138407e-07	0.49471056	3.8213898e-07	0.026804904	4.4918977e-07	0.0656662	1.4585993e-06	1.0282949e-09	1.6377719e-07	1.7348517e-06	9.750963e-09	2.9449099e-09	2.2470677e-07	1.5464381e-09	0.40005186	1.8987859e-07	2.676241e-07	2.4640727e-09	0.012760599
L1-L6_spot_40	8.7513286e-09	7.299357e-08	2.857764e-09	4.8099696e-07	0.017736895	0.37329772	0.09076041	0.05882983	6.778478e-07	3.068789e-07	0.0085543925	1.6379567e-09	6.339232e-08	2.5090043e-07	1.2247504e-08	2.9379226e-09	1.4435538e-07	1.7790028e-09	0.39475483	4.891228e-07	3.1053887e-07	3.7760173e-09	0.056063194
L1-L6_spot_41	7.283727e-09	4.2329148e-08	3.4414132e-09	3.0750147e-07	0.11995276	0.15665828	2.053676e-07	2.1087183e-07	1.485194e-06	0.013734831	2.0741973e-05	2.1987896e-09	1.4512769e-07	5.615079e-07	1.7551638e-08	0.0008178874	2.0968686e-07	0.00031116683	0.6863002	3.2159474e-07	0.011133097	2.8164817e-09	0.011067461
L1-L6_spot_42	6.8108714e-09	4.3522604e-08	1.787747e-09	1.8870028e-07	1.6575979e-06	0.38411462	4.7277038e-07	0.02196546	4.7452286e-07	0.0028002239	0.017057039	1.4325484e-09	1.4276486e-07	2.88109e-06	5.6387113e-09	2.3307059e-09	3.5050323e-07	1.696443e-09	0.563207	0.010844935	2.2898603e-06	2.1741624e-09	2.2377633e-06
L1-L6_spot_43	5.8092526e-09	1.18589526e-07	3.7596246e-09	5.9129366e-06	4.0726022e-07	3.2471948e-07	3.6066604e-07	0.0052059847	3.4749053e-07	2.6781453e-07	4.393007e-06	2.409131e-09	3.458362e-07	1.0428052e-07	1.5890699e-08	4.1787134e-09	2.3875106e-07	2.5403717e-09	0.9024417	0.0923287	6.194853e-07	7.26367e-09	1.0143014e-05
L1-L6_spot_44	4.172585e-09	6.730069e-08	2.9005405e-09	8.634078e-06	0.0014255678	0.5867458	0.019883407	4.790592e-06	0.115426086	0.00018325231	3.7709393e-07	1.2357408e-09	6.257535e-08	0.029018154	7.472548e-09	3.877859e-09	1.0678421e-07	1.105657e-09	0.16476741	2.8785766e-07	3.111123e-07	2.8250933e-09	0.08253568
L1-L6_spot_45	5.3820415e-09	3.764352e-08	2.7118598e-09	2.493501e-07	9.3706325e-07	0.38626435	1.753176e-06	3.649573e-07	3.8608437e-07	4.944004e-07	0.0014702835	1.5545407e-09	9.338573e-08	0.06911165	0.0026187429	3.2192182e-09	0.006976665	2.0401496e-09	0.5335225	2.5306206e-05	7.501527e-07	3.986164e-09	5.5428973e-06
L1-L6_spot_46	4.5341646e-09	3.835396e-08	3.733591e-09	4.5284762e-07	0.027829822	0.43082875	0.01453605	1.3112373e-06	0.053189147	4.4833277e-07	3.8336535e-07	4.7272515e-09	8.744839e-08	0.013285056	5.6055645e-09	3.9870294e-09	1.2820642e-07	1.3160664e-09	0.42724305	4.3940543e-07	0.03308457	2.0821576e-09	3.1736292e-07
L1-L6_spot_47	4.891736e-09	0.0020688616	1.8104109e-09	4.0405917e-05	0.12937197	0.41519606	2.6490036e-06	9.90385e-07	0.03519446	3.9444916e-07	6.7145686e-07	2.261197e-09	1.5538517e-07	1.0500437e-06	2.1035554e-08	4.0719326e-09	1.7760004e-07	2.0991142e-09	0.3180808	0.057789683	1.2233795e-06	4.215505e-09	0.042250384
L1-L6_spot_48	4.41046e-09	2.6999835e-08	2.695292e-09	0.062959515	2.2613061e-05	0.5760523	3.7539147e-07	4.374385e-06	0.0014226603	6.976697e-07	4.2605106e-07	1.3900451e-09	6.5935e-07	4.695974e-07	7.0327184e-09	1.651017e-09	1.2248795e-07	1.0054038e-09	0.27798173	0.018661605	1.4488353e-07	3.9313917e-09	0.062892325
L1-L6_spot_49	9.850187e-09	1.8035331e-07	3.2976113e-09	1.3973844e-06	1.450113e-06	0.7913893	0.0037776772	8.355016e-07	2.7686465e-06	0.00047118857	0.084287256	3.1871814e-09	1.8210824e-07	9.5419755e-06	1.5577697e-08	6.221965e-09	5.174802e-07	2.3938342e-09	0.10752113	1.2519779e-07	0.0125350915	5.901078e-09	1.3062883e-06
L1-L6_spot_50	3.800122e-09	2.8662132e-08	3.242732e-09	3.971389e-06	0.008829333	0.55936927	6.746287e-07	8.884575e-05	6.3884054e-06	4.3002626e-07	2.680404e-07	1.0934454e-09	0.015531984	0.00014518414	5.1996514e-09	2.602559e-09	1.0083253e-07	8.710435e-10	0.40766844	0.008348305	1.2152891e-06	2.8963951e-09	5.586415e-06
L1-L6_spot_51	2.170914e-08	2.6285393e-08	3.2135004e-09	5.45747e-07	0.10566729	0.30453166	9.628256e-05	5.5089066e-07	0.030103205	0.065492265	0.06242922	1.0174673e-09	6.917967e-08	4.842345e-07	9.090054e-09	0.0002191525	1.4381338e-07	2.3605753e-09	0.39141876	0.005710934	6.955992e-07	2.1638153e-09	0.03432859
L1-L6_spot_52	0.000937936	3.596488e-08	1.7721752e-09	1.1071344e-05	0.26242128	0.679929	0.007970412	0.025648383	0.023079325	9.306332e-07	4.4301697e-08	1.7125514e-09	3.2504623e-08	1.2071772e-06	2.064249e-08	2.2691575e-09	1.1485617e-07	2.1474962e-09	4.3871797e-08	2.4891275e-08	8.169062e-08	1.9943884e-09	4.1398934e-08
L1-L6_spot_53	8.535842e-09	2.1897254e-07	5.1333857e-09	1.2149519e-06	1.7967005e-06	0.17623039	3.387623e-06	0.101319544	1.4069749e-05	2.7895427e-07	2.431813e-07	2.973351e-09	8.721213e-08	2.765958e-07	1.9017007e-08	8.4830525e-09	2.2603723e-07	4.105279e-09	0.70418245	1.4475225e-05	9.442472e-07	6.2609433e-09	0.018230375
L1-L6_spot_54	6.667534e-09	3.0384022e-08	2.9589382e-09	2.3540187e-07	0.026988426	0.45937067	2.0533525e-07	2.128171e-07	1.247055e-06	2.1825541e-07	2.4879049e-07	2.1705422e-09	6.9602414e-08	2.9176985e-07	1.3069055e-08	5.3228684e-09	1.2653868e-07	2.709922e-09	0.43709934	0.069492675	2.1055267e-07	2.5151468e-09	0.007045741
L1-L6_spot_55	2.3398226e-08	3.6887908e-08	1.0985285e-09	8.589961e-06	0.034882765	0.37288877	0.023282751	6.2710944e-07	1.3403989e-05	1.3743911e-06	2.0292277e-06	2.4590914e-09	2.7312348e-07	1.5310756e-05	6.901847e-09	3.3725804e-09	2.45477e-07	1.843173e-09	0.5353057	1.2851935e-06	3.3345484e-07	1.6590607e-09	0.03359646
L1-L6_spot_56	9.5515595e-09	3.2417933e-08	1.723637e-09	6.8389824e-08	5.357432e-08	5.5240736e-08	8.8542244e-08	6.069499e-08	7.4085904e-08	7.951816e-08	0.18381652	1.5595824e-09	2.0834506e-07	6.45845e-08	7.649438e-09	2.2538231e-09	0.035337057	1.38177e-09	0.7807901	7.272441e-06	1.0206243e-05	3.222672e-09	3.806902e-05
L1-L6_spot_57	5.8542886e-09	1.3513636e-07	2.5754665e-09	3.2019184e-06	4.297583e-06	0.5209126	0.004201448	0.007471951	0.00011376709	0.010561636	1.9773374e-06	9.424455e-10	1.3849079e-07	9.55521e-07	1.0640728e-08	2.0913211e-09	5.2904744e-07	1.3259467e-09	0.43124896	0.02534294	0.00012420048	3.0854854e-09	1.130152e-05
L1-L6_spot_58	5.5470815e-09	9.355167e-08	2.138045e-09	4.1626572e-05	0.024474524	0.34214723	5.715288e-07	3.2511375e-06	0.16156137	4.8396623e-07	8.1596845e-06	2.071156e-09	1.10144384e-07	0.016251203	5.5873848e-09	2.4659539e-09	3.2981066e-07	1.0440442e-09	0.43445343	9.4588887e-07	0.021055909	2.337106e-09	6.108771e-07
L1-L6_spot_59	5.336494e-09	3.4710425e-08	3.4860248e-09	0.009710582	0.00026946637	0.2888113	9.550132e-07	2.5144453e-07	0.0028858657	1.6053183e-07	6.670429e-07	1.4387374e-09	9.392249e-08	2.639057e-07	6.565032e-09	2.9213625e-09	1.6088647e-07	1.322823e-09	0.67599505	0.022323905	7.5245555e-07	4.642502e-09	5.865955e-07
L1-L6_spot_60	4.0808703e-09	3.055228e-08	2.2964075e-09	1.4871705e-06	0.009937616	0.7473867	7.026271e-07	8.5203374e-07	1.4137194e-06	7.7018814e-07	5.284234e-07	1.9968418e-09	6.6919476e-08	1.9115741e-06	8.738501e-09	1.8998962e-09	1.0277134e-06	1.4056479e-09	0.24266581	1.8559106e-07	3.6718464e-07	1.5602285e-09	6.407428e-07
L1-L6_spot_61	4.7318918e-09	4.0007635e-08	2.5574773e-09	4.409131e-07	8.236931e-07	0.38375613	1.4100368e-07	3.144037e-07	2.8404992e-07	0.020725673	3.1801037e-06	1.169768e-09	5.8188597e-08	0.015374861	8.086303e-09	2.7625955e-09	1.3757379e-07	1.2347684e-09	0.46389487	4.4834476e-07	2.4495876e-07	4.4272124e-09	0.11624235
L1-L6_spot_62	3.779259e-09	5.8380056e-08	2.8955978e-09	3.8253071e-07	6.656841e-06	0.36118704	0.017264664	0.027759125	9.916631e-07	0.012826527	1.20971e-06	1.5958289e-09	1.7837701e-07	1.1906524e-06	1.9514397e-08	1.7760836e-09	1.6798924e-07	2.1523925e-09	0.48663488	0.031358644	0.06295697	2.5508666e-09	1.2451393e-06
L1-L6_spot_63	6.1509877e-09	5.0174812e-08	0.00056314457	3.1682663e-07	0.07434718	0.1491406	1.2035952e-07	1.7302752e-07	3.2728624e-07	2.1256155e-07	4.2901914e-07	1.0227559e-09	9.235812e-08	0.06172704	9.433685e-09	4.1754484e-09	1.322583e-07	1.1380359e-09	0.5513305	0.14247712	0.020403082	5.6618457e-09	9.402676e-06
L1-L6_spot_64	4.809333e-09	3.9688693e-08	2.055653e-09	9.906327e-07	0.116861925	0.31957155	0.09923185	2.8214242e-07	7.798582e-07	2.5180123e-07	8.4140095e-07	1.0369857e-09	9.517624e-08	3.0345902e-07	5.7024017e-09	2.04809e-09	1.5009834e-07	1.5378259e-09	0.2933827	0.063500844	1.4616234e-07	3.5224044e-09	0.10744724
L1-L6_spot_65	6.7488783e-09	4.475584e-08	2.7097187e-09	0.05621777	0.00331809	0.4910151	0.013163217	4.228313e-07	3.3406916e-06	0.009348114	6.827377e-06	1.8734658e-09	5.887397e-08	5.83526e-07	7.448935e-09	4.001822e-09	1.6448023e-07	1.8046714e-09	0.42692462	2.2445417e-07	8.30171e-07	3.8139576e-09	5.7935586e-07
L1-L6_spot_66	4.7230393e-09	2.9168179e-08	4.9622937e-09	5.1439787e-07	3.2957443e-05	0.37833574	1.7816411e-07	1.5967068e-07	1.7717695e-06	0.00070377777	0.006108571	7.475295e-10	7.439247e-08	2.0569956e-07	1.2853169e-08	3.106228e-09	9.2562016e-07	9.425276e-10	0.53972286	1.4810553e-06	0.0012832874	2.627364e-09	0.073807396
L1-L6_spot_67	4.8902047e-09	1.0264938e-07	2.2108813e-09	2.132248e-06	0.025018875	0.16634867	2.2465483e-07	2.0283298e-07	0.18276122	6.9692e-07	0.073991135	1.5335738e-09	3.7970142e-07	1.3323121e-07	1.0360885e-08	3.1914114e-09	2.4498195e-07	1.6434466e-09	0.53459156	0.017281884	2.8930378e-07	3.5837198e-09	2.2734234e-06
L1-L6_spot_68	6.163735e-09	6.120706e-08	5.7359215e-09	2.1912722e-06	0.1446653	0.24894726	1.2285941e-06	0.088947795	1.3478358e-05	9.620657e-05	4.5261118e-06	1.2793464e-09	1.07764926e-07	2.801628e-07	6.379736e-09	0.0002623265	4.0881937e-07	1.8854842e-09	0.43415946	3.020209e-06	3.7502662e-07	2.7318756e-09	0.08289599
L1-L6_spot_69	4.251048e-09	1.1403439e-07	3.8907713e-09	0.022601884	0.07009402	0.40536487	6.392273e-07	0.010357654	0.1146556	3.662362e-07	3.3441296e-07	1.4199703e-09	7.9650576e-08	1.7170254e-07	6.550618e-09	3.6606507e-09	1.16762095e-07	1.4862921e-09	0.3769225	6.204781e-07	1.5110633e-07	3.4967638e-09	9.971609e-07
L1-L6_spot_70	5.3033924e-09	5.6071322e-08	2.2400735e-09	2.3201408e-06	0.109572686	0.46426246	0.013096231	8.287676e-07	6.1376954e-07	6.33492e-05	5.210621e-06	1.5671885e-09	2.5791246e-07	0.0036312311	9.148503e-09	2.2782305e-09	2.0342343e-07	1.5297436e-09	0.32428622	9.114171e-07	0.007341568	2.0283422e-09	0.07773591
