	Astro	CR	Endo	L2/3 IT	L4	L5 IT	L5 PT	L6 CT	L6 IT	L6b	Lamp5	Macrophage	Meis2	NP	Oligo	Peri	Pvalb	SMC	Serpinf1	Sncg	Sst	VLMC	Vip
L2/3_spot_11	0.18779935	9.2547793e-07	1.1536057e-08	0.199619	6.719885e-06	0.08623836	0.008362679	5.521664e-07	7.932289e-07	1.5157767e-07	1.2532599e-06	8.050896e-09	1.5346079e-07	1.0910941e-06	8.8674774e-08	4.4152735e-08	3.134554e-06	0.00016340044	9.02482e-05	5.6470494e-06	1.8129212e-07	7.2641704e-08	0.5177061
L2/3_spot_12	0.41744217	9.376806e-07	4.791297e-08	0.43932095	1.6978858e-06	2.1338244e-06	0.10600722	2.8962902e-06	1.2348046e-05	0.017438976	8.1153956e-08	4.2904693e-09	0.019493036	3.3141746e-06	1.2886986e-07	4.3334264e-08	3.2500608e-07	0.00027271654	5.7599686e-07	5.8266576e-08	1.1348754e-07	1.6294584e-07	1.2051541e-07
L2/3_spot_13	5.6737632e-09	1.7229779e-07	3.783718e-09	0.7419527	0.00020592331	2.7223937e-06	2.87443e-06	9.007713e-07	0.00012372111	2.8504456e-07	0.00635565	2.2235316e-09	1.8396503e-07	2.2422267e-07	1.1703719e-08	9.647796e-09	1.4866114e-07	2.2863627e-09	0.023381134	3.3886604e-07	1.456738e-07	3.5768084e-09	0.22797297
L2/3_spot_14	0.33180323	5.5352846e-08	4.02642e-08	0.14578937	1.3430572e-07	2.4114854e-07	1.4821503e-06	1.8831629e-06	0.01862883	1.3312324e-06	4.455172e-06	2.1758432e-08	1.16480805e-07	1.0137436e-06	2.7114256e-08	3.5348435e-08	1.7324469e-07	4.173632e-09	2.5777808e-06	0.023141973	2.7423852e-07	4.40991e-08	0.48062268
L2/3_spot_15	0.20527762	1.4220805e-07	1.2065529e-08	0.5276029	8.59416e-07	5.4209056e-07	0.0054188375	7.18239e-07	1.3401607e-06	5.0993435e-07	0.005339377	3.274045e-09	1.0665798e-07	4.820963e-07	4.659837e-08	1.4998259e-08	0.041438993	0.00034093342	5.1971244e-07	0.061939374	3.5770103e-07	2.1587496e-08	0.15263617
L2/3_spot_16	5.5186797e-09	3.188843e-07	3.1679517e-09	0.34219933	0.12740245	3.2942878e-06	2.8505322e-06	0.015560198	7.2508883e-06	0.014248057	0.23535363	1.6204577e-09	9.625226e-08	2.7636238e-06	6.572678e-09	1.04596145e-08	2.6079906e-07	1.5728019e-09	9.772205e-07	0.02697488	2.3181021e-06	3.9301162e-09	0.23824146
L2/3_spot_17	0.20609258	3.945647e-08	1.10970335e-08	0.2722771	6.3092875e-07	6.8583e-07	2.641909e-07	2.0281686e-06	0.06343824	1.2572018e-07	5.305118e-07	3.6736991e-09	1.5342611e-07	1.5156436e-07	3.4474045e-08	0.00062132283	1.7744392e-07	4.119314e-09	1.0663556e-05	0.09700093	1.6428106e-07	2.7478434e-08	0.36055413
L2/3_spot_18	9.122986e-09	3.4164216e-08	5.9292318e-09	0.40556508	0.27674198	8.54249e-07	7.4708294e-07	7.425031e-07	1.391743e-06	1.1808963e-07	1.7323043e-07	2.4839575e-09	6.258203e-08	8.4685325e-08	1.2178132e-08	5.4141416e-09	1.4788151e-07	1.7070819e-09	0.006381376	3.0513e-06	8.1286224e-08	1.7173374e-08	0.31130418
L2/3_spot_19	0.11562888	8.701132e-08	2.4549125e-08	0.42688218	0.09442245	5.026324e-06	2.7986275e-06	3.3050055e-06	4.230895e-05	7.527673e-07	7.555786e-07	2.6363067e-09	1.6427056e-07	2.9672751e-06	3.292222e-08	1.1518364e-08	2.3923752e-07	5.034908e-09	2.2409833e-06	1.5565605e-06	1.5117104e-07	7.220232e-08	0.36300394
L2/3_spot_20	0.1471438	3.287352e-08	8.59e-08	0.2695566	0.1054067	3.5194543e-07	2.20013e-07	3.0467467e-07	2.267222e-06	1.2187326e-07	2.849898e-07	2.760713e-09	9.250528e-08	1.2703508e-07	6.072063e-08	2.6814199e-08	8.842134e-08	1.0504008e-08	1.2564801e-06	0.06542449	8.63356e-08	4.0711527e-08	0.41246295
L2/3_spot_21	0.08766975	4.9853742e-08	2.458122e-08	0.422776	0.14001143	4.8027214e-06	2.791283e-05	2.5449756e-06	3.1699635e-06	5.298847e-07	0.10793561	3.3823095e-09	9.682077e-08	3.1633232e-07	2.7915462e-08	1.544646e-08	0.01119453	4.018738e-09	0.026555207	0.00046655862	0.007836552	2.4589333e-08	0.19551495
L2/3_spot_22	0.0009023729	4.4689656e-08	3.4989918e-09	0.5325867	4.6298537e-06	1.5557316e-06	2.1708056e-06	1.117246e-06	2.1821443e-06	3.8726458e-07	8.2169515e-07	2.4872169e-09	8.200917e-08	5.749829e-07	1.1664849e-07	3.9872297e-09	1.3349606e-07	4.355699e-09	5.8909905e-06	9.5565694e-05	1.0427996e-07	3.2571077e-09	0.46639556
L2/3_spot_23	0.3241315	5.0894478e-08	2.0058964e-08	0.2327913	1.7142247e-07	4.1148263e-07	0.0033439097	1.4863096e-07	0.076412	3.427622e-07	5.356166e-07	6.9063106e-09	0.01047622	2.322457e-07	4.9852243e-08	3.545999e-08	2.7308494e-07	4.9437032e-09	8.302136e-07	0.031344604	2.6327962e-07	1.16123516e-07	0.3214969
L2/3_spot_24	3.4282788e-08	4.3943235e-08	5.3139844e-09	0.49282378	4.329237e-07	9.381249e-07	5.997043e-07	1.30255e-06	2.4935569e-05	0.033077862	0.10782033	2.8904614e-09	1.15501486e-07	1.683236e-07	1.2917098e-08	5.194709e-09	1.8986324e-07	1.9355404e-09	6.6393005e-07	9.990378e-07	3.4468476e-07	3.5497416e-09	0.36624727
L2/3_spot_25	0.41448992	4.7539583e-08	1.5361422e-08	0.100182	2.0656066e-07	6.4140204e-07	0.03888607	0.07485369	2.776973e-07	0.0004744906	4.985953e-07	6.3591723e-09	1.2553097e-07	3.3882995e-07	4.948041e-08	1.606293e-08	2.3712802e-07	4.447745e-09	2.5843788e-06	0.019799998	2.8598723e-07	1.0647675e-07	0.35130826
L2/3_spot_26	0.4978422	1.559371e-07	3.1108822e-08	0.3862999	1.9760666e-06	8.7729256e-07	1.0342708e-05	5.0974004e-06	8.0875384e-07	3.4102632e-07	3.0188608e-07	1.655856e-08	1.2374376e-07	1.4086778e-07	8.0532453e-07	1.8458879e-08	9.90465e-07	6.253733e-09	2.2425634e-07	2.7759455e-07	1.1499707e-07	7.0658615e-08	0.115835294
L2/3_spot_27	0.22518364	7.720703e-08	2.1451335e-08	0.3774088	0.09458368	8.644418e-05	1.0859854e-06	2.3072328e-06	0.09674476	4.8496156e-07	2.0177885e-07	2.8787259e-08	1.1020965e-06	6.2287097e-07	0.0021683255	0.0026532332	6.821223e-07	2.5281604e-08	9.4625204e-07	2.3281946e-07	0.005619463	2.352652e-08	0.19554389
L2/3_spot_28	4.3345936e-09	6.105431e-07	2.1360675e-09	0.6993385	4.474366e-06	4.319421e-06	3.798751e-06	0.0715262	0.0002742482	6.153549e-07	1.8249872e-05	2.7422282e-09	2.3405262e-07	4.3522982e-07	8.854955e-09	2.7955274e-09	4.5218187e-07	1.3332119e-09	8.678447e-07	1.3186747e-07	1.0170993e-07	3.2209229e-09	0.2288267
L2/3_spot_29	0.20762582	5.8902927e-08	1.48535175e-08	0.3218332	0.06276019	6.0306826e-07	2.6472735e-06	1.8794088e-06	1.098019e-06	3.461069e-07	0.008094259	3.964843e-09	0.010397957	3.0142505e-07	4.148211e-08	1.3870072e-08	1.5227411e-07	2.9073743e-09	0.0005201976	9.544505e-07	1.4362989e-07	4.1897618e-08	0.38876003
L2/3_spot_30	0.05836804	3.056893e-08	7.678993e-09	1.8408616e-07	5.0894636e-07	2.707023e-07	1.1995589e-07	1.9105592e-07	4.08532e-07	2.7301664e-07	7.636893e-06	1.7595604e-09	1.9303003e-07	0.010786956	2.2574937e-08	4.928069e-09	7.363579e-07	1.4830345e-09	5.467693e-05	3.5401143e-05	3.0895653e-06	1.0175235e-08	0.93074125
L2/3_spot_31	0.15848638	3.2180072e-08	1.4436597e-08	0.30928	5.8097294e-07	1.0563867e-06	0.021935547	3.2317897e-07	4.163933e-07	0.0063261306	1.2150867e-06	0.00010030195	1.616042e-06	1.5621087e-07	9.897552e-08	7.966092e-09	7.563507e-07	2.3896873e-09	0.007504251	0.09125742	9.78902e-07	1.8629056e-08	0.40510264
L2/3_spot_32	0.22931457	4.5581164e-08	8.762281e-09	0.2543605	0.12473529	1.8476287e-05	7.619893e-06	3.452833e-06	4.201107e-06	1.5239453e-07	2.5331449e-06	2.7857827e-06	5.4651938e-08	4.311932e-07	2.9716807e-08	1.7817937e-08	0.018733272	4.770481e-09	0.025109364	1.5959806e-06	1.4409676e-07	4.71565e-08	0.3477055
L2/3_spot_33	0.23121643	0.003879477	2.5125656e-08	0.504938	0.06960557	4.7850826e-06	1.3585866e-06	0.0564228	1.2849674e-05	3.131235e-06	0.06948369	0.0007001494	6.302642e-06	8.071579e-07	3.5708073e-08	1.720837e-08	9.656619e-08	2.7987903e-09	9.716684e-06	0.04341472	3.5905858e-05	3.283903e-08	0.020264098
L2/3_spot_34	0.26897827	7.97455e-08	1.5489135e-08	0.30350587	0.073276006	0.00044737398	0.0010840407	3.8306807e-06	0.035574768	7.663359e-07	4.0187436e-07	4.5974944e-09	8.995862e-08	2.393258e-07	3.591178e-08	3.2015297e-08	2.6335934e-07	4.7606425e-09	0.02445508	1.8988585e-07	1.7349977e-07	4.142685e-08	0.29267228
L2/3_spot_35	0.05258405	9.747848e-08	3.8251e-09	0.47506	6.5487137e-07	4.9675594e-07	1.2240367e-06	3.8060216e-07	0.05095467	3.1297543e-07	0.10854151	5.4998163e-05	0.0365497	2.038463e-07	1.0871489e-08	9.311755e-09	0.016351897	6.046062e-09	9.882672e-07	0.0067998986	4.8651253e-07	6.2466166e-09	0.2530985
L2/3_spot_36	0.08195353	2.1163758e-07	1.0001122e-08	0.12676172	0.08007569	7.4815335e-07	0.010400879	2.7596752e-06	6.581804e-07	1.0176169e-06	0.030086273	6.210781e-09	1.3569769e-07	7.5141e-07	1.7802408e-08	1.03044595e-08	0.031041337	2.2224145e-09	9.702836e-06	4.026325e-06	5.1706515e-06	1.1382361e-08	0.63965535
L2/3_spot_37	0.15994339	2.151788e-07	1.5034002e-08	0.14039361	0.048384335	0.037132498	3.0808155e-07	2.4746441e-06	9.980587e-07	2.2529142e-07	5.030338e-07	2.8192129e-09	1.02935324e-07	6.017355e-07	6.487312e-08	1.3715614e-08	0.011610823	5.701867e-09	8.049672e-05	1.6817152e-05	7.268005e-07	1.5726107e-08	0.6024317
L2/3_spot_38	0.27622148	3.8668386e-08	1.7362593e-08	0.12548132	0.08050161	0.012944243	2.930526e-07	1.9548575e-06	1.7541812e-06	1.3581256e-07	0.00027128248	3.0324325e-09	1.471018e-07	1.6336824e-07	4.6538442e-08	1.2318117e-08	1.4643454e-06	3.547819e-09	0.03600123	4.396593e-06	2.0689758e-07	1.05912584e-07	0.46856812
L2/3_spot_39	0.06593621	4.951804e-08	5.906902e-09	0.8040368	0.03975845	3.404502e-05	1.9998908e-05	0.055119194	0.035088476	3.918059e-06	4.6511207e-08	3.4287202e-09	4.3010683e-08	2.4142842e-06	1.2588304e-08	9.330725e-09	9.487871e-08	2.2596593e-09	5.6363646e-08	2.6651893e-08	1.4019294e-07	1.4078732e-08	3.0601182e-08
L2/3_spot_40	3.3506463e-08	8.582465e-08	4.5429642e-09	5.9653765e-08	7.365762e-08	1.4890827e-07	2.1971233e-07	1.0900857e-07	9.6076974e-08	0.0023744905	0.039388254	2.9760803e-09	3.4239567e-06	1.220994e-06	1.2772413e-08	0.0006475252	0.0750359	2.9123455e-09	0.0005491868	3.51682e-05	6.9391563e-06	4.0040167e-09	0.88195705
L2/3_spot_41	0.4213046	4.89675e-08	6.350928e-08	5.2955812e-08	5.3899985e-08	3.631756e-08	8.596721e-08	4.4758483e-08	4.2555133e-08	4.2651134e-08	3.7613852e-06	1.3440862e-08	1.3715339e-07	6.73178e-08	1.8868718e-06	0.0027043968	4.8436976e-07	7.538552e-09	0.001560755	1.3724328e-06	8.62629e-07	5.022686e-07	0.57442075
L2/3_spot_42	0.26207006	2.8580606e-08	9.783167e-09	0.26964217	2.3013314e-07	8.555684e-07	4.3985724e-06	6.8166213e-07	7.756017e-06	5.9313044e-07	9.1979894e-07	2.8645863e-09	0.010929453	2.9111538e-07	3.205711e-08	1.4252837e-08	9.843815e-08	2.989134e-09	1.116345e-05	7.4955387e-06	8.633628e-08	2.8317817e-08	0.45732355
L2/3_spot_43	0.070993	8.214023e-08	6.6499206e-09	0.33486202	5.5084174e-06	0.008893287	0.023053534	4.691666e-07	1.8708188e-05	0.0010137295	0.09880826	4.7260076e-09	1.5841847e-07	2.3634045e-07	2.2703228e-08	9.345676e-09	1.2290143e-06	2.3568008e-09	2.6608648e-06	8.1261175e-07	2.5472445e-06	1.539143e-08	0.46234372
L2/3_spot_44	0.17346832	5.6507673e-08	0.00072786055	0.13922068	2.2881827e-06	0.037747074	5.8841107e-07	5.922074e-07	1.1674057e-06	1.8454284e-07	6.710084e-07	3.791072e-09	1.827166e-06	1.0841911e-05	3.047019e-08	0.0004246017	0.034162648	3.8437755e-09	0.049323164	4.5148495e-06	4.9247893e-07	3.091496e-07	0.5649021
L2/3_spot_45	0.14124753	2.0221829e-07	1.2045146e-08	0.22652617	0.005209634	0.02360783	6.320461e-07	7.217164e-07	2.5542458e-06	0.013696799	0.052101165	9.078007e-09	1.4543576e-07	5.3294355e-07	6.330127e-08	9.876889e-09	5.177383e-07	3.017478e-09	0.05956524	0.0011476759	6.181998e-07	7.3041384e-08	0.47689185
L2/3_spot_46	0.039891995	2.1510555e-08	0.0006813736	0.4366696	8.399166e-06	0.010653569	9.121878e-07	1.1475705e-06	0.025291262	1.7868648e-07	7.287942e-07	4.646532e-09	1.3577778e-07	1.3855494e-07	1.4819696e-08	1.02667554e-08	8.0944403e-07	1.18709185e-08	0.016546542	0.1597212	1.0937473e-07	1.4522762e-08	0.31053177
L2/3_spot_47	0.017121604	7.576733e-08	5.516939e-09	0.37315565	6.172584e-07	3.9213091e-07	7.991426e-07	2.8906408e-07	1.2074012e-05	2.5380407e-07	3.521128e-06	2.3468336e-09	1.769302e-07	1.5321368e-07	1.3871861e-08	4.192542e-09	3.5612632e-07	1.9800637e-09	2.3862212e-05	2.0235906e-05	2.1796106e-07	7.509605e-09	0.60965973
L2/3_spot_48	0.052374016	3.04076e-07	7.1449264e-09	0.5667971	1.2198491e-06	1.0165356e-06	4.562002e-07	4.4809275e-07	2.9960393e-06	1.3293268e-07	5.328386e-07	4.849234e-09	0.004548459	0.01988593	7.676967e-08	9.473037e-09	0.0038074907	3.6945709e-09	0.009748301	4.30009e-07	2.624326e-07	1.3545538e-08	0.34283084
L2/3_spot_49	0.12010242	0.026289716	1.2029828e-08	0.18196295	1.2748632e-06	1.085688e-06	2.2033777e-05	6.8450714e-07	7.906714e-07	0.032380223	0.08546699	0.0003871285	7.864497e-08	0.019651264	5.4948234e-08	0.00096813985	2.7887443e-06	4.918935e-07	7.5533453e-06	2.4029484e-06	1.1614065e-06	1.4433079e-08	0.5327507
L2/3_spot_50	0.20117524	4.125559e-08	1.7573386e-08	0.28823468	0.13399363	0.041127022	1.4305704e-06	3.6518118e-06	0.030583471	2.7244118e-07	5.337224e-07	3.771422e-09	1.01431084e-07	2.3698159e-07	4.668458e-08	1.4920062e-08	2.9716685e-07	4.149288e-09	0.083807506	2.5721167e-05	1.323302e-07	3.048676e-08	0.22104593
L2/3_spot_51	0.17252073	4.9081905e-07	1.02098525e-08	0.48805225	0.048827976	6.4784967e-06	2.7541037e-06	0.0011398151	1.021603e-05	4.535291e-07	0.08336544	3.800507e-09	1.7015374e-07	6.363079e-07	2.9167417e-08	1.7916632e-08	3.9363017e-06	3.5338914e-09	4.5929133e-07	0.019777834	7.2337198e-06	2.1649905e-08	0.18628299
L2/3_spot_52	0.9968299	2.0867316e-07	1.3881048e-07	0.0023761906	5.203046e-08	4.0702936e-08	8.0615e-08	9.82729e-08	3.2037153e-08	5.8627013e-08	1.8784451e-08	1.5516054e-08	0.00079153763	1.3454246e-07	8.639055e-07	1.8703695e-07	2.3449251e-08	1.2666169e-08	2.4740194e-08	2.2537959e-08	2.0162462e-08	3.721102e-07	5.8330436e-08
L2/3_spot_53	1.0359888e-08	1.4481266e-07	4.1814188e-09	0.53546876	1.5145093e-06	4.4936965e-07	2.5821486e-05	4.776503e-07	1.8428557e-06	0.00030195506	0.064225465	1.5655935e-09	9.098335e-08	1.530753e-07	9.043513e-09	3.7943715e-09	1.520864e-07	1.2761173e-09	0.013293051	1.5581678e-06	2.0830248e-07	4.3249146e-09	0.38667825
L2/3_spot_54	0.18368676	4.492527e-08	2.919321e-08	0.39242342	0.091048725	0.06321084	3.4771986e-06	0.037598737	0.07387116	5.653894e-07	0.019913418	3.8601784e-09	8.23364e-08	5.311671e-07	1.0315301e-07	4.2233264e-08	4.8649883e-07	3.941734e-09	0.004190868	1.9624576e-07	1.5376743e-07	0.0016693107	0.13238098
L2/3_spot_55	0.2850911	3.7068276e-08	2.2565539e-08	0.17422801	0.0647938	7.74908e-05	8.0071396e-07	0.025435574	0.028214125	1.430187e-06	5.4878806e-06	4.963693e-09	1.6567468e-07	0.010710891	4.458523e-08	3.088138e-08	3.29206e-07	3.28292e-09	0.07089553	1.5507912e-06	4.5863777e-07	5.996379e-07	0.34054244
L2/3_spot_56	0.4134655	1.531851e-07	2.1271381e-08	0.19757272	0.07433801	0.05884024	3.0167416e-07	2.7616136e-06	0.032296356	1.9807406e-07	1.626569e-06	0.00029694644	5.845799e-08	2.3521194e-07	2.3281892e-07	1.905633e-08	4.3061792e-07	4.336054e-09	3.5566154e-06	2.7172453e-06	1.6237182e-07	9.439899e-08	0.2231778
L2/3_spot_57	0.0035790494	1.4764838e-07	5.747734e-09	5.4007348e-08	4.3481695e-08	4.9732847e-08	1.2426192e-07	8.2014516e-08	6.95002e-08	8.510033e-08	1.4451597e-06	6.385119e-09	1.357941e-07	1.5351017e-07	2.3213852e-08	7.3141893e-09	8.857778e-07	3.163674e-09	0.06980396	8.362711e-06	3.6817397e-07	8.489172e-09	0.9266049
L2/3_spot_58	0.2297464	8.5513484e-08	1.5369588e-08	0.6249632	0.0673944	7.268409e-05	0.0027448284	3.5032757e-05	0.075016804	3.2373985e-06	1.12041945e-07	7.0701014e-07	6.72147e-07	1.8942315e-05	4.1127564e-08	2.3398371e-08	2.0973864e-06	3.0462106e-09	2.0553797e-07	4.314811e-08	2.3846857e-07	3.1076095e-08	1.8934325e-07
L2/3_spot_59	0.5202387	2.2320522e-08	2.9842088e-08	0.32110944	0.13513885	3.2481385e-06	7.6232044e-07	7.2711455e-06	0.023500018	1.1340541e-06	3.215686e-08	1.1449108e-08	2.7974819e-08	1.692804e-07	1.951019e-07	1.5029325e-08	3.712153e-08	3.8447507e-09	3.769827e-08	2.3416394e-08	4.2792298e-08	1.04010645e-07	3.8901835e-08
L2/3_spot_60	3.211474e-08	7.026901e-08	6.1103647e-09	0.8499054	0.0002582277	0.00092712743	2.8355682e-06	0.009532331	0.01751851	1.618221e-06	1.6426179e-07	1.7577424e-09	9.4626884e-08	7.492752e-07	1.2752236e-08	6.495807e-09	3.1685042e-07	1.3693634e-09	0.020970777	5.878878e-06	0.0024110621	0.00012574845	0.09833915
L2/3_spot_61	0.20598099	3.7013805e-08	1.8593393e-08	0.42937124	0.04033947	3.9982413e-05	5.4899865e-06	3.1518694e-06	0.15352201	4.8232124e-07	4.4064257e-07	4.386609e-09	1.0942296e-07	8.2511565e-07	2.8092463e-08	3.950622e-08	0.03091703	3.9387023e-09	4.3911567e-07	1.9136208e-07	1.2310251e-07	1.5538138e-08	0.13981797
L2/3_spot_62	0.55008686	5.4144987e-08	5.006825e-08	0.07676792	0.054762993	1.4491722e-07	8.797187e-08	1.0370709e-07	1.0728516e-07	2.0702262e-07	0.05545443	1.6200648e-08	6.3044604e-07	8.2998405e-08	3.8587748e-07	2.5430554e-08	1.1585734e-07	6.5916694e-09	0.00011469526	9.539141e-07	9.551382e-08	1.7996342e-07	0.26280993
L2/3_spot_63	0.08855704	7.54462e-08	1.27834605e-08	0.15256314	0.013806329	6.514454e-07	6.6018947e-07	0.0090678055	2.3403218e-06	0.0011449404	0.21601939	2.0177708e-09	0.046847124	0.013220479	3.390027e-07	1.7572708e-08	0.0012022998	3.8132106e-09	5.2497708e-05	4.761842e-05	5.195087e-06	1.2583303e-08	0.45746207
L2/3_spot_64	0.27071804	7.875963e-08	6.856309e-08	0.29505768	0.049746502	4.6166244e-07	2.4822148e-07	5.9988065e-07	0.01291738	2.344712e-07	5.3455966e-07	4.0512673e-09	1.16782466e-07	2.2334237e-07	5.1949684e-08	2.5355387e-06	3.1371513e-07	8.3554355e-09	1.5738468e-06	0.09739624	2.3293784e-07	1.7072678e-06	0.2741553
L2/3_spot_65	6.3101893e-09	6.429305e-08	4.392918e-09	0.6226332	0.047226783	0.06437579	0.03372223	5.188328e-06	9.559582e-06	1.7371107e-06	1.7442775e-07	1.6264269e-09	1.1481443e-07	1.2488312e-06	8.293565e-09	5.1778106e-09	7.81705e-07	1.2860991e-09	0.02902417	0.037729427	4.5950367e-07	5.605381e-09	0.16526918
L2/3_spot_66	0.24396151	5.3231382e-08	1.3221302e-08	0.3417649	1.8226584e-07	8.333469e-07	1.6174604e-06	0.018346801	3.2327138e-05	0.014555097	3.6476965e-07	2.6951534e-09	3.7417412e-06	8.395086e-07	4.3232202e-08	1.3142532e-08	2.5372003e-07	4.243574e-09	0.02697216	6.8194475e-07	3.8042484e-07	3.6073438e-08	0.3543582
L2/3_spot_67	0.098447226	3.3342182e-08	6.104181e-09	0.25570795	3.2927127e-07	2.7802213e-07	9.183099e-07	1.2992778e-07	1.7206401e-06	1.2982349e-07	8.0346973e-07	1.8077794e-09	1.0017498e-07	9.458718e-08	1.8922924e-08	8.402402e-09	9.59507e-08	1.3332284e-09	0.12145042	4.891139e-06	2.3324807e-07	1.2676228e-08	0.52438456
L2/3_spot_68	0.26385257	8.892879e-08	3.1051565e-07	0.5246829	0.110636294	1.1597449e-05	1.1172128e-06	2.1553697e-06	0.060906515	3.947536e-07	3.1532062e-07	2.6732059e-09	1.3735621e-07	3.4825695e-07	5.5402726e-08	3.5737596e-08	6.0029286e-08	2.6711748e-09	2.3478533e-07	1.11541745e-07	1.01344035e-07	0.00033479164	0.03956983
L2/3_spot_69	0.2130693	4.0015923e-08	0.0005117053	0.6269485	1.5924086e-06	1.1883468e-06	7.480155e-07	3.3456024e-06	0.017468574	2.8050147e-07	3.412925e-07	5.6808984e-09	0.011758675	5.998658e-07	1.8063037e-08	9.091242e-09	7.4790925e-08	5.412801e-09	0.048874494	8.493117e-07	2.0290896e-07	4.4774207e-08	0.08135947
L2/3_spot_70	0.17610712	4.1246416e-08	1.6339504e-08	0.2883559	3.7098812e-07	4.696069e-07	2.607954e-07	1.8510956e-07	2.330407e-06	1.1175259e-07	3.0716376e-07	3.1357075e-09	2.6817838e-06	2.1661617e-07	3.3964042e-08	0.0008067718	0.022492116	0.0009080927	2.1100328e-05	0.19627272	3.2672423e-07	3.5539223e-08	0.31502885
L2/3_spot_71	0.24091576	2.6470987e-08	1.0962856e-08	0.23350076	0.037787594	6.421571e-06	1.4130213e-06	0.0053842706	1.791907e-06	3.4815707e-07	1.41888e-06	2.8869813e-09	8.511964e-08	2.4107047e-07	2.8823175e-08	1.5047265e-08	1.2285423e-07	3.3807963e-09	9.94386e-06	2.4439141e-06	1.1511096e-07	2.7062594e-08	0.4823871
